id,user_id,name,issuer,credential_id,credential_url,issue_date,expiry_date,is_expired,description,skills,attachments,verified,verification_method,verification_date,display_order,created_at,updated_at
2b9dd7e0-20f7-533d-8172-2e4c41bf5c46,72d14430-eea0-5e27-a7ce-a8cede407870,Basic Life Support (BLS),Rwanda Red Cross,,,2024-05-22,,False,,,[],False,,,0,2024-10-02 19:18:47.443988+00:00,2024-10-02 19:18:47.443988+00:00
6f121e51-0d5d-5f80-b7d1-1e3dffce979a,3c415019-b342-57c9-beb1-6150f494ee05,AutoCAD Certified User,Autodesk,,,2025-04-20,,False,,,[],False,,,0,2025-04-27 19:18:47.443988+00:00,2025-04-27 19:18:47.443988+00:00
7fd99471-60a3-5d36-9591-16e78c5d09d4,8788cdc4-dbae-5349-9d75-66835cf16a17,Basic Life Support (BLS),Rwanda Red Cross,,,2023-05-02,,False,,,[],False,,,0,2025-06-27 19:18:47.443988+00:00,2025-06-27 19:18:47.443988+00:00
c347a4a7-6ce5-5911-8497-17c09d989b60,1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,Teaching Methodology Certificate,Rwanda Education Board,,,2025-11-23,,False,,,[],False,,,0,2024-12-14 19:18:47.443988+00:00,2024-12-14 19:18:47.443988+00:00
ee630795-7ab4-54d2-9e4c-86f334753773,5f4feab3-4390-5a33-931d-3f2ae4e3cff5,Certified Public Accountant (CPA),ICPAR,,,2026-01-30,,False,,,[],False,,,0,2026-02-04 19:18:47.443988+00:00,2026-02-04 19:18:47.443988+00:00
320bc164-0ecd-5e7c-84c7-ffb9b1eeb2a7,5f4feab3-4390-5a33-931d-3f2ae4e3cff5,Project Management Professional (PMP),PMI,,,2024-05-31,,False,,,[],False,,,0,2026-02-04 19:18:47.443988+00:00,2026-02-04 19:18:47.443988+00:00
f4c0de72-f8f1-5b61-b429-281c642887b1,b823236f-29b3-53e9-be58-e8412a958cbc,AutoCAD Certified User,Autodesk,,,2025-03-03,,False,,,[],False,,,0,2025-08-01 19:18:47.443988+00:00,2025-08-01 19:18:47.443988+00:00
5563ea02-af52-5793-a502-8550cbc4f485,9c1602b0-fa6d-5897-b2fd-1453b9a658da,Certified Public Accountant (CPA),ICPAR,,,2023-10-12,,False,,,[],False,,,0,2025-07-14 19:18:47.443988+00:00,2025-07-14 19:18:47.443988+00:00
ce241ea5-5760-54ff-ac12-57fed11e9278,616e3673-5a6b-5217-8989-fefa455de460,CompTIA IT Fundamentals,CompTIA,,,2023-02-19,,False,,,[],False,,,0,2024-11-04 19:18:47.443988+00:00,2024-11-04 19:18:47.443988+00:00
c38e2f9d-0890-5721-9719-1b02322090f1,616e3673-5a6b-5217-8989-fefa455de460,AWS Certified Cloud Practitioner,Amazon Web Services,,,2024-11-05,,False,,,[],False,,,0,2024-11-04 19:18:47.443988+00:00,2024-11-04 19:18:47.443988+00:00
8719dd31-67f0-5649-87e9-b22a271bf233,a14cc9c3-52d0-5aac-a4b1-68d5a12acb93,Teaching Methodology Certificate,Rwanda Education Board,,,2023-12-12,,False,,,[],False,,,0,2026-04-06 19:18:47.443988+00:00,2026-04-06 19:18:47.443988+00:00
cdab6ea0-b810-5e28-8577-809406535cf8,4db0e1d7-ae2f-5106-a813-693a45019861,Certified Public Accountant (CPA),ICPAR,,,2023-12-21,,False,,,[],False,,,0,2026-03-09 19:18:47.443988+00:00,2026-03-09 19:18:47.443988+00:00
66ae086e-cc02-57ba-86fe-df865cb28d45,4db0e1d7-ae2f-5106-a813-693a45019861,Project Management Professional (PMP),PMI,,,2022-05-30,,False,,,[],False,,,0,2026-03-09 19:18:47.443988+00:00,2026-03-09 19:18:47.443988+00:00
3e240203-89ea-530f-b9b5-abdb12f764fc,63ed151b-e766-58f8-91d5-7b04207c32a4,Teaching Methodology Certificate,Rwanda Education Board,,,2022-08-29,,False,,,[],False,,,0,2026-04-21 19:18:47.443988+00:00,2026-04-21 19:18:47.443988+00:00
2084a7d1-2afb-5126-9382-369edf36938a,23a3b3c0-6e71-5262-a817-e8472e0e587b,Teaching Methodology Certificate,Rwanda Education Board,,,2024-06-16,,False,,,[],False,,,0,2024-12-10 19:18:47.443988+00:00,2024-12-10 19:18:47.443988+00:00
62530653-dd0b-5be2-a37a-d6d619b32b65,1a0183a8-2934-5c7f-aa1b-a1a6a5f70e72,CompTIA IT Fundamentals,CompTIA,,,2025-10-11,,False,,,[],False,,,0,2025-12-09 19:18:47.443988+00:00,2025-12-09 19:18:47.443988+00:00
412dadb2-e3e7-5ea1-a60c-561032a78731,7bc2e669-cec9-57e4-af79-da845650ce04,AutoCAD Certified User,Autodesk,,,2025-11-20,,False,,,[],False,,,0,2026-05-02 19:18:47.443988+00:00,2026-05-02 19:18:47.443988+00:00
67795602-ca52-5011-894e-f085c329c12b,12300354-ab86-5059-bfeb-0d9e35e163b3,Certified Public Accountant (CPA),ICPAR,,,2026-04-11,,False,,,[],False,,,0,2026-03-04 19:18:47.443988+00:00,2026-03-04 19:18:47.443988+00:00
340a5a6f-7ced-521c-b666-5ac8946b148e,ca343d2d-36a1-5d06-8df9-deba05590ad5,Teaching Methodology Certificate,Rwanda Education Board,,,2023-09-15,,False,,,[],False,,,0,2024-10-15 19:18:47.443988+00:00,2024-10-15 19:18:47.443988+00:00
eec40eda-cfc1-5895-9618-c7c72db47b5e,90157705-35cf-5605-a4f4-f46b8831311f,Basic Life Support (BLS),Rwanda Red Cross,,,2022-08-30,,False,,,[],False,,,0,2025-09-11 19:18:47.443988+00:00,2025-09-11 19:18:47.443988+00:00
ad27888f-1b67-5ffa-a66f-9365b1aa52ba,a5c730a1-cddb-52e6-be44-8c238c612911,Project Management Professional (PMP),PMI,,,2025-03-03,,False,,,[],False,,,0,2025-06-21 19:18:47.443988+00:00,2025-06-21 19:18:47.443988+00:00
277dce5c-02ad-579f-9f95-0f5d41bd3fab,a5c730a1-cddb-52e6-be44-8c238c612911,Certified Public Accountant (CPA),ICPAR,,,2022-11-05,,False,,,[],False,,,0,2025-06-21 19:18:47.443988+00:00,2025-06-21 19:18:47.443988+00:00
c4e3144d-0d8d-52c0-86b5-4889ad6d5709,9c34c87e-3a1c-5105-ac70-0ce8452ad50e,Teaching Methodology Certificate,Rwanda Education Board,,,2023-04-02,,False,,,[],False,,,0,2025-01-06 19:18:47.443988+00:00,2025-01-06 19:18:47.443988+00:00
888ec533-5db8-50ab-82cb-ac389857bb92,36497659-34cc-5b99-a446-e33b1b207ead,Teaching Methodology Certificate,Rwanda Education Board,,,2023-04-29,,False,,,[],False,,,0,2024-09-12 19:18:47.443988+00:00,2024-09-12 19:18:47.443988+00:00
9d144574-b568-5171-9177-e633b2e17d22,488d3705-1af8-5360-abb8-195e9c97ce36,AutoCAD Certified User,Autodesk,,,2025-01-22,,False,,,[],False,,,0,2025-12-03 19:18:47.443988+00:00,2025-12-03 19:18:47.443988+00:00
328f9f97-b4e9-5de4-a2a7-003cd004e9af,ea8d8856-aa04-58b3-b6f6-b027ca9ef761,Teaching Methodology Certificate,Rwanda Education Board,,,2024-01-10,,False,,,[],False,,,0,2025-08-02 19:18:47.443988+00:00,2025-08-02 19:18:47.443988+00:00
7369761a-9558-57d5-80e7-5febac3a4e38,8220223e-ea8b-556b-81ec-81c0f713f9eb,Basic Life Support (BLS),Rwanda Red Cross,,,2024-08-23,,False,,,[],False,,,0,2025-11-02 19:18:47.443988+00:00,2025-11-02 19:18:47.443988+00:00
910755ef-4dd5-5e4d-9c24-674ae5916286,db659e3f-cb3b-5086-9833-275a44afb54a,Teaching Methodology Certificate,Rwanda Education Board,,,2026-04-18,,False,,,[],False,,,0,2025-07-21 19:18:47.443988+00:00,2025-07-21 19:18:47.443988+00:00
0615fd4a-93ee-5ae3-b1bb-c474465565a2,06ec1359-a9df-566a-85f4-90eb03710841,Basic Life Support (BLS),Rwanda Red Cross,,,2024-07-15,,False,,,[],False,,,0,2025-05-21 19:18:47.443988+00:00,2025-05-21 19:18:47.443988+00:00
9c07ec1d-3895-5e0e-8b4e-8dd012091ccb,a530fac1-cb9d-5ed4-a5a6-12d9c723378f,Basic Life Support (BLS),Rwanda Red Cross,,,2026-01-03,,False,,,[],False,,,0,2026-02-10 19:18:47.443988+00:00,2026-02-10 19:18:47.443988+00:00
46a767d8-a30d-5e76-8f49-cff07ddee0b3,afec672e-1232-5a31-a3a3-4e48a9642f08,Certified Public Accountant (CPA),ICPAR,,,2025-06-30,,False,,,[],False,,,0,2024-08-04 19:18:47.443988+00:00,2024-08-04 19:18:47.443988+00:00
ed07fe31-3d05-57cb-bea9-44d1eadb6d60,afec672e-1232-5a31-a3a3-4e48a9642f08,Project Management Professional (PMP),PMI,,,2024-06-06,,False,,,[],False,,,0,2024-08-04 19:18:47.443988+00:00,2024-08-04 19:18:47.443988+00:00
15d9e508-1028-5787-915b-6d38173cafab,4f2850a0-7d97-5620-b75e-b150ba2daef4,Certified Public Accountant (CPA),ICPAR,,,2024-07-13,,False,,,[],False,,,0,2024-08-09 19:18:47.443988+00:00,2024-08-09 19:18:47.443988+00:00
14682e01-ed77-546b-9f30-222210cbeb16,9b74b327-f1e2-51e8-a1d3-d45fe32b23a7,Basic Life Support (BLS),Rwanda Red Cross,,,2025-02-02,,False,,,[],False,,,0,2024-08-20 19:18:47.443988+00:00,2024-08-20 19:18:47.443988+00:00
f6ad6053-61a7-5def-a02d-fd14f884e702,5d149b87-4454-5b94-8666-63a1c16f68c1,Teaching Methodology Certificate,Rwanda Education Board,,,2022-09-24,,False,,,[],False,,,0,2025-07-08 19:18:47.443988+00:00,2025-07-08 19:18:47.443988+00:00
d99bfcd5-8900-5d4b-9864-85ac2c7ca2aa,2031ef69-5632-5cde-89ae-e7d604433e6f,Certified Public Accountant (CPA),ICPAR,,,2026-01-19,,False,,,[],False,,,0,2024-11-05 19:18:47.443988+00:00,2024-11-05 19:18:47.443988+00:00
bf0f57dc-1d69-5252-a2c0-0bd2ff0f36bb,2031ef69-5632-5cde-89ae-e7d604433e6f,Project Management Professional (PMP),PMI,,,2025-05-28,,False,,,[],False,,,0,2024-11-05 19:18:47.443988+00:00,2024-11-05 19:18:47.443988+00:00
991d9e97-35e5-5f27-b544-dffc0ffea718,f9f25289-1edb-5efe-8586-79f181e0c16e,Teaching Methodology Certificate,Rwanda Education Board,,,2024-01-30,,False,,,[],False,,,0,2024-09-30 19:18:47.443988+00:00,2024-09-30 19:18:47.443988+00:00
742ee736-4159-5eec-9f20-f535a7f40b23,3a0483ed-c766-52d1-9a6e-26a4260edaa8,Teaching Methodology Certificate,Rwanda Education Board,,,2024-12-25,,False,,,[],False,,,0,2025-05-08 19:18:47.443988+00:00,2025-05-08 19:18:47.443988+00:00
1b8a88c8-0b89-51bc-a815-c9882ad4b68b,0fca7db0-bc0b-5b0a-9f4b-53dbf1006f26,Teaching Methodology Certificate,Rwanda Education Board,,,2022-06-19,,False,,,[],False,,,0,2026-02-26 19:18:47.443988+00:00,2026-02-26 19:18:47.443988+00:00
fa95aad5-ff0b-5e6a-8460-84b89c189a5c,3225651e-8997-50eb-9fd8-0ae41d601e89,Certified Public Accountant (CPA),ICPAR,,,2024-09-06,,False,,,[],False,,,0,2024-10-08 19:18:47.443988+00:00,2024-10-08 19:18:47.443988+00:00
e90f4313-9856-525f-ad25-5aadd6d72118,3225651e-8997-50eb-9fd8-0ae41d601e89,Project Management Professional (PMP),PMI,,,2023-12-16,,False,,,[],False,,,0,2024-10-08 19:18:47.443988+00:00,2024-10-08 19:18:47.443988+00:00
f4b0e6be-cd6b-5cf4-a2da-85e2c8294dbf,c44922dd-f2d9-5568-92c8-50928093378b,Project Management Professional (PMP),PMI,,,2025-04-03,,False,,,[],False,,,0,2026-04-24 19:18:47.443988+00:00,2026-04-24 19:18:47.443988+00:00
e80ec2ca-9453-519d-9c35-891ba11da0da,c44922dd-f2d9-5568-92c8-50928093378b,Certified Public Accountant (CPA),ICPAR,,,2023-08-06,,False,,,[],False,,,0,2026-04-24 19:18:47.443988+00:00,2026-04-24 19:18:47.443988+00:00
7ee6f567-31c3-54b2-b52a-02af56708369,25f36d47-aaaa-5b55-b0b0-47bb9f25a7c4,Certified Public Accountant (CPA),ICPAR,,,2025-02-01,,False,,,[],False,,,0,2026-01-05 19:18:47.443988+00:00,2026-01-05 19:18:47.443988+00:00
825ae34d-83a7-5934-a54a-ca5e28edaf84,2a6ba3c7-3f5b-5048-b1c9-a0109beccf93,Teaching Methodology Certificate,Rwanda Education Board,,,2025-06-04,,False,,,[],False,,,0,2026-03-31 19:18:47.443988+00:00,2026-03-31 19:18:47.443988+00:00
ea3a7de8-5dae-5070-a172-1188c0b6f0e1,46a06951-cad5-5bbc-8a74-bc128c97c458,AutoCAD Certified User,Autodesk,,,2023-02-23,,False,,,[],False,,,0,2024-10-31 19:18:47.443988+00:00,2024-10-31 19:18:47.443988+00:00
31af80b7-e20a-507a-ab90-375fcfa985bf,e6e99609-801c-5d05-9477-3cd79f7cdbaf,Teaching Methodology Certificate,Rwanda Education Board,,,2023-11-12,,False,,,[],False,,,0,2025-10-05 19:18:47.443988+00:00,2025-10-05 19:18:47.443988+00:00
fbe3d9e4-614e-512b-9cc5-5e7365106f0a,0f0f1d3b-c0f7-5a41-9086-27e6ca6039ed,Basic Life Support (BLS),Rwanda Red Cross,,,2025-09-18,,False,,,[],False,,,0,2024-09-23 19:18:47.443988+00:00,2024-09-23 19:18:47.443988+00:00
530c3683-2208-5d83-93c2-e5c9fd66ee35,c2213a3d-7c1f-5c23-80d3-680fde5e2a5f,Project Management Professional (PMP),PMI,,,2023-11-05,,False,,,[],False,,,0,2026-02-24 19:18:47.443988+00:00,2026-02-24 19:18:47.443988+00:00
af5d8e78-e968-52ea-a1bd-206d6a96538b,c2213a3d-7c1f-5c23-80d3-680fde5e2a5f,Certified Public Accountant (CPA),ICPAR,,,2022-09-26,,False,,,[],False,,,0,2026-02-24 19:18:47.443988+00:00,2026-02-24 19:18:47.443988+00:00
da6382f8-e77b-53af-8fa3-aa13049a4e06,2c31ec74-7c72-5463-a90c-c97409095a56,AutoCAD Certified User,Autodesk,,,2025-11-14,,False,,,[],False,,,0,2025-01-21 19:18:47.443988+00:00,2025-01-21 19:18:47.443988+00:00
b892f094-3f53-5dad-ac8b-abc257dfa53d,36ee8ddf-eb27-524f-8967-ec2373ea6fd3,Project Management Professional (PMP),PMI,,,2023-05-02,,False,,,[],False,,,0,2026-05-13 19:18:47.443988+00:00,2026-05-13 19:18:47.443988+00:00
f2b4716b-2133-5fbc-9d4b-c751728b644a,36ee8ddf-eb27-524f-8967-ec2373ea6fd3,Certified Public Accountant (CPA),ICPAR,,,2023-12-21,,False,,,[],False,,,0,2026-05-13 19:18:47.443988+00:00,2026-05-13 19:18:47.443988+00:00
c9ec4281-826b-5d00-a39f-5dd098784bdd,b6edb247-d0a1-515c-a69c-a99e6c1247ac,AutoCAD Certified User,Autodesk,,,2025-09-28,,False,,,[],False,,,0,2024-07-30 19:18:47.443988+00:00,2024-07-30 19:18:47.443988+00:00
53e781a7-6539-5f9f-bbac-c28044ef2e32,a3f8d286-b03e-5d61-91b1-f84e80ab5af5,Certified Public Accountant (CPA),ICPAR,,,2024-03-28,,False,,,[],False,,,0,2024-12-27 19:18:47.443988+00:00,2024-12-27 19:18:47.443988+00:00
d91535fb-1f8c-5e49-b7fb-d0504979f596,d687cdae-2fdb-5ad8-8cfc-211a4ecc5dcd,Teaching Methodology Certificate,Rwanda Education Board,,,2023-03-31,,False,,,[],False,,,0,2025-02-01 19:18:47.443988+00:00,2025-02-01 19:18:47.443988+00:00
c20646e1-91e5-55eb-a22a-154d69bb9151,e6e07908-1b5b-558c-b84f-31a57eec681a,Project Management Professional (PMP),PMI,,,2022-12-29,,False,,,[],False,,,0,2026-04-22 19:18:47.443988+00:00,2026-04-22 19:18:47.443988+00:00
14ac892e-bbb6-5411-a0e7-093a990f4920,e6e07908-1b5b-558c-b84f-31a57eec681a,Certified Public Accountant (CPA),ICPAR,,,2023-11-10,,False,,,[],False,,,0,2026-04-22 19:18:47.443988+00:00,2026-04-22 19:18:47.443988+00:00
8bb487f6-baf3-50c2-8416-f564fc135347,fd2ddb7f-42c2-540b-8b5f-7c7019f068d8,Teaching Methodology Certificate,Rwanda Education Board,,,2023-11-16,,False,,,[],False,,,0,2024-08-15 19:18:47.443988+00:00,2024-08-15 19:18:47.443988+00:00
2515762e-fc3a-5994-b73a-9e5248bb3966,0498743c-8a7e-5bb2-b4fc-0584add2ef3c,Teaching Methodology Certificate,Rwanda Education Board,,,2025-01-13,,False,,,[],False,,,0,2025-05-15 19:18:47.443988+00:00,2025-05-15 19:18:47.443988+00:00
45935c34-e622-5107-b8db-2f220459cbc7,7986afd2-b9e1-5266-a4a4-4251c1f841b7,Project Management Professional (PMP),PMI,,,2023-01-08,,False,,,[],False,,,0,2025-03-10 19:18:47.443988+00:00,2025-03-10 19:18:47.443988+00:00
a9bed3a0-de51-5aca-9456-3b4d8cc3b2a7,4bbe38f1-fcef-5099-ad19-43be94d93833,Project Management Professional (PMP),PMI,,,2022-11-21,,False,,,[],False,,,0,2024-10-28 19:18:47.443988+00:00,2024-10-28 19:18:47.443988+00:00
b266da0d-da6f-5cf8-a067-b9f7ac9a712c,c199d9c9-d3a8-5506-9227-38635a7b59d3,AutoCAD Certified User,Autodesk,,,2023-08-12,,False,,,[],False,,,0,2025-09-28 19:18:47.443988+00:00,2025-09-28 19:18:47.443988+00:00
13323297-3e4f-588e-9dc6-a38262357579,020de831-1f11-55e4-b745-1c9debfcd06e,Teaching Methodology Certificate,Rwanda Education Board,,,2022-09-26,,False,,,[],False,,,0,2025-07-08 19:18:47.443988+00:00,2025-07-08 19:18:47.443988+00:00
6e66e907-638c-52d1-ae74-e23a2f37d842,544ade36-aefc-5ea4-acfb-c3b620f6b6a5,Certified Public Accountant (CPA),ICPAR,,,2025-11-17,,False,,,[],False,,,0,2025-04-02 19:18:47.443988+00:00,2025-04-02 19:18:47.443988+00:00
3a164dc0-dd1f-5624-893d-1dfd248c151a,544ade36-aefc-5ea4-acfb-c3b620f6b6a5,Project Management Professional (PMP),PMI,,,2023-04-08,,False,,,[],False,,,0,2025-04-02 19:18:47.443988+00:00,2025-04-02 19:18:47.443988+00:00
1ab90730-b318-55b9-a0b5-fb279d70cfed,7652acb8-348a-57ed-a43d-9d84f8ca27e8,Teaching Methodology Certificate,Rwanda Education Board,,,2025-07-03,,False,,,[],False,,,0,2026-05-27 19:18:47.443988+00:00,2026-05-27 19:18:47.443988+00:00
790481be-4292-5ab4-b5a8-d5337c0ced30,5a9bc987-1eb0-5a90-a8f2-6ccde3b5967e,Teaching Methodology Certificate,Rwanda Education Board,,,2025-07-15,,False,,,[],False,,,0,2025-09-01 19:18:47.443988+00:00,2025-09-01 19:18:47.443988+00:00
4f74e246-aac7-5b5b-bf74-4868abaea4b7,2eace1ca-608a-5599-9680-2ec533df01f6,AWS Certified Cloud Practitioner,Amazon Web Services,,,2026-01-15,,False,,,[],False,,,0,2026-04-09 19:18:47.443988+00:00,2026-04-09 19:18:47.443988+00:00
bb46f9b7-00c2-51d6-b3dc-d8cace9aca66,7e28dbec-6181-58b0-aa8e-7ba56c10dc01,Project Management Professional (PMP),PMI,,,2023-01-20,,False,,,[],False,,,0,2026-03-18 19:18:47.443988+00:00,2026-03-18 19:18:47.443988+00:00
bf90a093-3fa1-5d3c-884a-12cf8fe2e5f7,7e28dbec-6181-58b0-aa8e-7ba56c10dc01,Certified Public Accountant (CPA),ICPAR,,,2024-03-15,,False,,,[],False,,,0,2026-03-18 19:18:47.443988+00:00,2026-03-18 19:18:47.443988+00:00
87e6d595-4276-5237-97a4-d1d4d3e4d887,fc168e4b-2a9c-5577-8de7-1ab5dca9d23f,Project Management Professional (PMP),PMI,,,2022-10-03,,False,,,[],False,,,0,2025-03-11 19:18:47.443988+00:00,2025-03-11 19:18:47.443988+00:00
b53d22b9-8187-5e40-b4e4-f6455b71d857,61ce724b-2666-5248-9525-437df8c9daf2,Teaching Methodology Certificate,Rwanda Education Board,,,2023-03-02,,False,,,[],False,,,0,2026-02-05 19:18:47.443988+00:00,2026-02-05 19:18:47.443988+00:00
f2420444-0ea2-5eab-b982-4d41ff2811a0,64b53473-065a-5157-b852-96c2da096fa6,Certified Public Accountant (CPA),ICPAR,,,2023-02-11,,False,,,[],False,,,0,2024-12-29 19:18:47.443988+00:00,2024-12-29 19:18:47.443988+00:00
5672bbcb-97b5-5955-bac0-e0b5744810f3,64b53473-065a-5157-b852-96c2da096fa6,Project Management Professional (PMP),PMI,,,2026-03-24,,False,,,[],False,,,0,2024-12-29 19:18:47.443988+00:00,2024-12-29 19:18:47.443988+00:00
8b4c05b8-1ba7-5599-9956-ac9a5414dc69,ada94f33-a905-5b3d-ac1c-ffbd54d4de98,Project Management Professional (PMP),PMI,,,2025-07-28,,False,,,[],False,,,0,2026-01-22 19:18:47.443988+00:00,2026-01-22 19:18:47.443988+00:00
a5c27a65-9147-5725-a726-4ed3aa6f71d4,43c1c159-4a49-5872-8510-12d097d9c779,Certified Public Accountant (CPA),ICPAR,,,2026-04-30,,False,,,[],False,,,0,2024-10-22 19:18:47.443988+00:00,2024-10-22 19:18:47.443988+00:00
7983b65c-817b-5029-a1e3-8453e50fe24c,43c1c159-4a49-5872-8510-12d097d9c779,Project Management Professional (PMP),PMI,,,2025-10-25,,False,,,[],False,,,0,2024-10-22 19:18:47.443988+00:00,2024-10-22 19:18:47.443988+00:00
639a9e3d-0094-5464-8d19-c3c534cd9ed2,3bb73e14-1bff-5f6c-b434-19e65b0df0c7,Certified Public Accountant (CPA),ICPAR,,,2024-06-22,,False,,,[],False,,,0,2025-12-13 19:18:47.443988+00:00,2025-12-13 19:18:47.443988+00:00
a183fcb3-fe42-5a88-be7d-6426014c5fba,b374fa7b-1513-5297-b6ea-8f76d84ecaf9,Project Management Professional (PMP),PMI,,,2022-07-12,,False,,,[],False,,,0,2024-12-21 19:18:47.443988+00:00,2024-12-21 19:18:47.443988+00:00
4b89e99d-78ed-5fb6-b9ce-564b618ffd3b,b374fa7b-1513-5297-b6ea-8f76d84ecaf9,Certified Public Accountant (CPA),ICPAR,,,2025-07-03,,False,,,[],False,,,0,2024-12-21 19:18:47.443988+00:00,2024-12-21 19:18:47.443988+00:00
e97dac7b-dec6-58c3-86c0-86cd9eb0b20b,d85b8cb2-8a2d-5032-be82-9dc279d98a5f,Project Management Professional (PMP),PMI,,,2023-11-24,,False,,,[],False,,,0,2025-01-23 19:18:47.443988+00:00,2025-01-23 19:18:47.443988+00:00
eb42e161-6953-5a0e-b88c-ac2d3f6eed99,d85b8cb2-8a2d-5032-be82-9dc279d98a5f,Certified Public Accountant (CPA),ICPAR,,,2025-10-22,,False,,,[],False,,,0,2025-01-23 19:18:47.443988+00:00,2025-01-23 19:18:47.443988+00:00
dbc5205d-b60d-5a1f-91d3-8cb37b1dc48c,c6fc7661-98b0-5096-9929-aac33f160c6a,AutoCAD Certified User,Autodesk,,,2023-05-08,,False,,,[],False,,,0,2025-11-17 19:18:47.443988+00:00,2025-11-17 19:18:47.443988+00:00
1086d603-433e-59ff-be28-87ce114dd26d,1a9ac0e9-07cb-5a95-a603-878d31ebaf92,Teaching Methodology Certificate,Rwanda Education Board,,,2025-09-25,,False,,,[],False,,,0,2024-08-05 19:18:47.443988+00:00,2024-08-05 19:18:47.443988+00:00
a4c8ad9d-6c6f-589b-916c-d565a8cf0b35,257e6053-ddfc-5d81-a607-0b09f39c8f4d,Teaching Methodology Certificate,Rwanda Education Board,,,2025-12-26,,False,,,[],False,,,0,2024-10-27 19:18:47.443988+00:00,2024-10-27 19:18:47.443988+00:00
59952996-0422-5f30-b30c-59af1b02b706,e8999b93-8e31-5307-aa2a-ec5a9db848b4,Certified Public Accountant (CPA),ICPAR,,,2024-06-06,,False,,,[],False,,,0,2025-07-20 19:18:47.443988+00:00,2025-07-20 19:18:47.443988+00:00
