id,user_id,institution,institution_id,degree,field_of_study,start_date,end_date,is_current,grade,grade_scale,description,activities,skills,attachments,verified,verification_method,verification_date,display_order,created_at,updated_at
a8dfd246-983c-58ea-8d87-6b79149dc00b,61db6784-ae96-575b-88c5-15105050030b,University of Rwanda,,Bachelor's Degree in Civil Engineering ,"Engineering, Manufacturing and Construction",2021-08-01,2025-12-01,False,,,,,,[],False,,,0,2026-04-12 19:18:47.443988+00:00,2026-04-12 19:18:47.443988+00:00
34baad29-97cb-562c-8757-aec5989a00f8,b1eac924-1fad-5254-91fb-634957ac90b4,University of Rwanda,,Master's Degree in English language Education,Education,2020-02-01,2022-12-01,False,,,,,,[],False,,,0,2024-10-18 19:18:47.443988+00:00,2024-10-18 19:18:47.443988+00:00
393fbc25-5407-57cc-8537-03a6d4078677,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Amajyaruguru Institute of Learning,,Driving license Category B,"Services, Tourism and Hospitality",2020-01-01,2023-12-01,False,,,,,,[],False,,,0,2025-07-12 19:18:47.443988+00:00,2025-07-12 19:18:47.443988+00:00
46e7b42e-604b-5b9c-bba1-6df5f2b37ce8,079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,Iburasirazuba Institute of Learning,,Bachelor's Degree in Governance and Leadership,"Business, Administration and Law",2021-09-01,2025-12-01,False,,,,,,[],False,,,0,2026-03-22 19:18:47.443988+00:00,2026-03-22 19:18:47.443988+00:00
47cd44cd-2879-5408-abc3-af89ff64fecd,39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,University of Rwanda,,Bachelor's Degree in Applied Mathematics,"Natural Sciences, Mathematics and Statistics",2019-09-01,2023-12-01,False,,,,,,[],False,,,0,2025-12-19 19:18:47.443988+00:00,2025-12-19 19:18:47.443988+00:00
ae28a707-db84-5cb8-ac49-092f773d4754,eab922d4-ef24-5688-89aa-3d986e67d923,University of Rwanda,,Driving license Category B,"Services, Tourism and Hospitality",2020-04-01,2023-12-01,False,,,,,,[],False,,,0,2025-04-23 19:18:47.443988+00:00,2025-04-23 19:18:47.443988+00:00
38215a2c-c008-5f72-a108-c28a1d5aa2b8,a29dccca-a474-5e20-8f3a-d2d1df9095a9,University of Rwanda,,Bachelor's Degree in Geography(A0),"Social Sciences, Journalism and Information",2017-09-01,2021-12-01,False,,,,,,[],False,,,0,2025-05-30 19:18:47.443988+00:00,2025-05-30 19:18:47.443988+00:00
1fe1b4d4-6daf-58e6-bda8-4efc3c1d15f1,72d14430-eea0-5e27-a7ce-a8cede407870,Iburengerazuba Institute of Learning,,A2 In Social Work,Health and Welfare (Health and Medical Sciences),2015-02-01,2018-12-01,False,,,,,,[],False,,,0,2024-10-02 19:18:47.443988+00:00,2024-10-02 19:18:47.443988+00:00
5434f883-5027-5e0a-9396-71bba02941dd,3c415019-b342-57c9-beb1-6150f494ee05,University of Rwanda,,Bachelor's Degree in Civil Engineering ,"Engineering, Manufacturing and Construction",2015-09-01,2019-12-01,False,,,,,,[],False,,,0,2025-04-27 19:18:47.443988+00:00,2025-04-27 19:18:47.443988+00:00
55868a43-4e39-5004-b504-eb80be3cf2e3,8788cdc4-dbae-5349-9d75-66835cf16a17,University of Rwanda,,Advanced Diploma (A1) in Nursing,Health and Welfare (Health and Medical Sciences),2012-06-01,2015-12-01,False,,,,,,[],False,,,0,2025-06-27 19:18:47.443988+00:00,2025-06-27 19:18:47.443988+00:00
9750f1b1-d2dc-57e9-9b99-ec6df32827f7,1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,Umujyi wa Kigali Institute of Learning,,Bachelor's Degree in Education Psychology ,Education,2012-08-01,2016-12-01,False,,,,,,[],False,,,0,2024-12-14 19:18:47.443988+00:00,2024-12-14 19:18:47.443988+00:00
ef6a13ce-d590-5cda-9122-9247090b39af,5f4feab3-4390-5a33-931d-3f2ae4e3cff5,Iburengerazuba Institute of Learning,,Master's Degree in Law,"Business, Administration and Law",2016-06-01,2018-12-01,False,,,,,,[],False,,,0,2026-02-04 19:18:47.443988+00:00,2026-02-04 19:18:47.443988+00:00
a08a3e88-f539-5c4c-b3c2-06f1245e4923,72721398-88b7-5eda-82ab-b3bf155c5aaf,University of Rwanda,,Bachelor of Science in Microbiology,"Natural Sciences, Mathematics and Statistics",2013-09-01,2017-12-01,False,,,,,,[],False,,,0,2025-04-13 19:18:47.443988+00:00,2025-04-13 19:18:47.443988+00:00
6ccbb5dd-d457-527a-bb76-e74dac35d8ac,e831bee1-bb4c-51df-8725-dfc7a6d1fcbb,Amajyepfo Institute of Learning,,Advanced Diploma in Information Technology (IT) ,Information and Communication Technologies (ICTs),2020-06-01,2023-12-01,False,,,,,,[],False,,,0,2025-07-20 19:18:47.443988+00:00,2025-07-20 19:18:47.443988+00:00
c706be31-a646-5e79-8255-1669bf120f2b,77788349-ed3e-5af4-adfa-7a178e766a90,University of Rwanda,,Bachelor’s Degree in Physics,"Natural Sciences, Mathematics and Statistics",2017-07-01,2021-12-01,False,,,,,,[],False,,,0,2025-06-08 19:18:47.443988+00:00,2025-06-08 19:18:47.443988+00:00
b2fe708d-c48f-5d4e-8c44-7c6ad96e1f28,fb50c3f5-8604-57ca-b460-1cd8c78d650e,Iburasirazuba Institute of Learning,,"Driving License Category B, C or D.","Services, Tourism and Hospitality",2015-02-01,2018-12-01,False,,,,,,[],False,,,0,2026-05-06 19:18:47.443988+00:00,2026-05-06 19:18:47.443988+00:00
6915fab1-a6fc-5c47-82ef-a3c0b87dfc69,b823236f-29b3-53e9-be58-e8412a958cbc,Amajyaruguru Institute of Learning,,Diploma in Electrical Engineering,"Engineering, Manufacturing and Construction",2019-04-01,2022-12-01,False,,,,,,[],False,,,0,2025-08-01 19:18:47.443988+00:00,2025-08-01 19:18:47.443988+00:00
ab76fd85-ab8d-5bf8-a619-01cfde80bfda,ba4cbce4-81cc-5a2b-9a97-9b6bb39f5316,University of Rwanda,,Bachelor’s Degree in Mechanical Engineering Option of Production Technology,"Engineering, Manufacturing and Construction",2020-07-01,2024-12-01,False,,,,,,[],False,,,0,2026-01-14 19:18:47.443988+00:00,2026-01-14 19:18:47.443988+00:00
f8baefd4-35ef-50ce-b537-a1ac11bccbbe,9c1602b0-fa6d-5897-b2fd-1453b9a658da,Umujyi wa Kigali Institute of Learning,,Master's in Project Management,"Business, Administration and Law",2010-09-01,2012-12-01,False,,,,,,[],False,,,0,2025-07-14 19:18:47.443988+00:00,2025-07-14 19:18:47.443988+00:00
29626f53-fd04-52cc-a482-e3167bf9b9c0,d67490ba-677c-5688-971d-7253dea1ecda,University of Rwanda,,A2 in Any field,General Studies,2013-09-01,2016-12-01,False,,,,,,[],False,,,0,2024-07-17 19:18:47.443988+00:00,2024-07-17 19:18:47.443988+00:00
13f13039-e940-56a3-a98e-d92605d24e64,616e3673-5a6b-5217-8989-fefa455de460,Amajyepfo Institute of Learning,,Bachelor's Degree in Computer Engineering,Information and Communication Technologies (ICTs),2014-02-01,2018-12-01,False,,,,,,[],False,,,0,2024-11-04 19:18:47.443988+00:00,2024-11-04 19:18:47.443988+00:00
8b1292ca-2d0b-54bd-b6f9-1549eb663de7,a14cc9c3-52d0-5aac-a4b1-68d5a12acb93,University of Rwanda,,Bachelor's Degree in Education ,Education,2011-05-01,2015-12-01,False,,,,,,[],False,,,0,2026-04-06 19:18:47.443988+00:00,2026-04-06 19:18:47.443988+00:00
dc8b91a0-5cec-55b8-8939-928696b39bed,62da4176-c315-5907-ba3a-5a5323a494e6,Iburengerazuba Institute of Learning,,A2 in Humanities Sciences,"Natural Sciences, Mathematics and Statistics",2020-08-01,2023-12-01,False,,,,,,[],False,,,0,2026-03-02 19:18:47.443988+00:00,2026-03-02 19:18:47.443988+00:00
d2b68d01-766b-50bf-b05b-87fde4cd886a,4db0e1d7-ae2f-5106-a813-693a45019861,University of Rwanda,,Bachelor's Degree in Finance,"Business, Administration and Law",2020-05-01,2024-12-01,False,,,,,,[],False,,,0,2026-03-09 19:18:47.443988+00:00,2026-03-09 19:18:47.443988+00:00
ed3c69cf-e0c0-540c-932d-5c735cffd4bd,da702c42-a96e-548c-aeca-33f08d5ecd35,Amajyepfo Institute of Learning,,Driving license Category B,"Services, Tourism and Hospitality",2009-04-01,2012-12-01,False,,,,,,[],False,,,0,2026-03-12 19:18:47.443988+00:00,2026-03-12 19:18:47.443988+00:00
54e96851-3568-5e7d-9407-0ce4e76b9c2a,63ed151b-e766-58f8-91d5-7b04207c32a4,University of Rwanda,,Bachelor's Degree in Education ,Education,2022-07-01,2026-12-01,False,,,,,,[],False,,,0,2026-04-21 19:18:47.443988+00:00,2026-04-21 19:18:47.443988+00:00
15113799-d296-57eb-a3a8-816504b89ed2,5d58f349-2dd6-5ce2-b5fb-3fd22293e613,University of Rwanda,,Bachelor's Degree in Economics,"Business, Administration and Law",2014-02-01,2018-12-01,False,,,,,,[],False,,,0,2025-04-02 19:18:47.443988+00:00,2025-04-02 19:18:47.443988+00:00
4f1b4c40-3e4d-5992-9de7-38a9d124eb2a,71a3651d-5291-5923-ae24-3c5314e047cc,University of Rwanda,,Driving license Category B,"Services, Tourism and Hospitality",2021-04-01,2024-12-01,False,,,,,,[],False,,,0,2025-09-12 19:18:47.443988+00:00,2025-09-12 19:18:47.443988+00:00
5ed0ae27-ace8-5232-9b20-17ff6c04890d,fd6e39ad-2d96-596e-9767-2f0b8d8b3509,University of Rwanda,,A2 in Any field,General Studies,2020-07-01,2023-12-01,False,,,,,,[],False,,,0,2024-09-15 19:18:47.443988+00:00,2024-09-15 19:18:47.443988+00:00
ba421d05-6483-52f5-b121-1135cab2aa2a,23a3b3c0-6e71-5262-a817-e8472e0e587b,Amajyaruguru Institute of Learning,,Bachelor's Degree in  Geography and History with Education,Education,2014-03-01,2018-12-01,False,,,,,,[],False,,,0,2024-12-10 19:18:47.443988+00:00,2024-12-10 19:18:47.443988+00:00
e5863c2d-980d-5d69-bc08-44fab754d29b,1a0183a8-2934-5c7f-aa1b-a1a6a5f70e72,University of Rwanda,,"Driving license category B with minimum qualification of Ordinary level (O Level), Advanced level (A2) is an added value.",Information and Communication Technologies (ICTs),2016-06-01,2019-12-01,False,,,,,,[],False,,,0,2025-12-09 19:18:47.443988+00:00,2025-12-09 19:18:47.443988+00:00
865bd8a2-7439-5f73-99d8-dd56bcf80c95,7bc2e669-cec9-57e4-af79-da845650ce04,University of Rwanda,,Bachelor's Degree in Mechanical Engineering,"Engineering, Manufacturing and Construction",2014-08-01,2018-12-01,False,,,,,,[],False,,,0,2026-05-02 19:18:47.443988+00:00,2026-05-02 19:18:47.443988+00:00
fbcedb9e-89ac-51a0-8bb6-81a2bfc31c23,12300354-ab86-5059-bfeb-0d9e35e163b3,Amajyepfo Institute of Learning,,Bachelor's Degree in Accounting,"Business, Administration and Law",2016-02-01,2020-12-01,False,,,,,,[],False,,,0,2026-03-04 19:18:47.443988+00:00,2026-03-04 19:18:47.443988+00:00
9538ab0c-2b13-5a7d-961d-5b6fb4178496,a710ec38-cdf9-5162-b2b1-b82c54e2475e,Amajyepfo Institute of Learning,,A2 Certificate in Mathematics – Economics - Geography (MEG),"Natural Sciences, Mathematics and Statistics",2012-07-01,2015-12-01,False,,,,,,[],False,,,0,2026-01-03 19:18:47.443988+00:00,2026-01-03 19:18:47.443988+00:00
704d8178-d730-5d81-99bd-3288b077c25d,453bd27d-9ff2-5e79-a427-ca5b38e7cc55,University of Rwanda,,Bachelor's Degree in Statistics,"Natural Sciences, Mathematics and Statistics",2020-08-01,2024-12-01,False,,,,,,[],False,,,0,2026-04-15 19:18:47.443988+00:00,2026-04-15 19:18:47.443988+00:00
f7d96c8e-d02a-54b6-9d0a-3a1d93489d18,ca343d2d-36a1-5d06-8df9-deba05590ad5,University of Rwanda,,Bachelor's Degree in Education ,Education,2022-09-01,2026-12-01,False,,,,,,[],False,,,0,2024-10-15 19:18:47.443988+00:00,2024-10-15 19:18:47.443988+00:00
6dfb1322-a8cd-5b74-84fe-7798ddb4e7b3,2959378e-2b5f-516f-ae49-a21a12b200b1,Iburengerazuba Institute of Learning,,Advanced Diploma in Civil Engineering,"Engineering, Manufacturing and Construction",2014-02-01,2017-12-01,False,,,,,,[],False,,,0,2024-08-04 19:18:47.443988+00:00,2024-08-04 19:18:47.443988+00:00
fc22af38-2136-5257-a17c-d21632ba7d65,55ec9c44-5642-5e20-9298-62c2087c99a1,Umujyi wa Kigali Institute of Learning,,Driving license Category B,"Services, Tourism and Hospitality",2020-04-01,2023-12-01,False,,,,,,[],False,,,0,2024-08-26 19:18:47.443988+00:00,2024-08-26 19:18:47.443988+00:00
12cb46f8-cad2-528c-8400-07211a619426,b7044f0d-babb-5f5f-b9b3-5886457875aa,Iburasirazuba Institute of Learning,,Diploma (A1) in Forest Resources Management ,"Business, Administration and Law",2016-01-01,2019-12-01,False,,,,,,[],False,,,0,2024-12-05 19:18:47.443988+00:00,2024-12-05 19:18:47.443988+00:00
a41071b4-3125-582e-bd30-92e6252a63ad,56639c87-e042-5cb0-8091-01455292e5c0,Iburengerazuba Institute of Learning,,Advanced Diploma in Statistics,"Natural Sciences, Mathematics and Statistics",2018-02-01,2021-12-01,False,,,,,,[],False,,,0,2025-09-16 19:18:47.443988+00:00,2025-09-16 19:18:47.443988+00:00
b5a06ef1-5462-5aaa-bf70-019493c13c86,90157705-35cf-5605-a4f4-f46b8831311f,Iburengerazuba Institute of Learning,,Advanced Diploma in General Nursing,Health and Welfare (Health and Medical Sciences),2015-07-01,2018-12-01,False,,,,,,[],False,,,0,2025-09-11 19:18:47.443988+00:00,2025-09-11 19:18:47.443988+00:00
0ce4e5bb-8548-5440-ba6f-2127af8a7294,a5c730a1-cddb-52e6-be44-8c238c612911,Iburengerazuba Institute of Learning,,A2 certificate in accounting,"Business, Administration and Law",2011-04-01,2014-12-01,False,,,,,,[],False,,,0,2025-06-21 19:18:47.443988+00:00,2025-06-21 19:18:47.443988+00:00
bd22b6e6-d216-5467-9d75-987a60194cb0,9c34c87e-3a1c-5105-ac70-0ce8452ad50e,Amajyaruguru Institute of Learning,,A2 in Education,Education,2014-02-01,2017-12-01,False,,,,,,[],False,,,0,2025-01-06 19:18:47.443988+00:00,2025-01-06 19:18:47.443988+00:00
bb885771-ff19-567d-ba1c-bbd9ca73f161,699216c8-9b71-5bb1-9a86-cba4020f22ef,Amajyepfo Institute of Learning,,Bachelor's Degree in Agriculture,"Agriculture, Forestry, Fisheries and Veterinary",2021-01-01,2025-12-01,False,,,,,,[],False,,,0,2025-10-18 19:18:47.443988+00:00,2025-10-18 19:18:47.443988+00:00
8c2b4acb-bd48-5399-a6e5-b80cbda6c705,854a3649-50ba-567d-b41e-c27e3989fdc4,Umujyi wa Kigali Institute of Learning,,Driving license Category B,"Services, Tourism and Hospitality",2011-08-01,2014-12-01,False,,,,,,[],False,,,0,2025-03-06 19:18:47.443988+00:00,2025-03-06 19:18:47.443988+00:00
8b3626de-2c09-5a0c-bdd7-4afbcf44ab30,3c16efc0-bb5b-507d-9bf5-962db74d32fb,Iburasirazuba Institute of Learning,,Bachelor’s degree in English with education,Education,2017-08-01,2021-12-01,False,,,,,,[],False,,,0,2024-12-05 19:18:47.443988+00:00,2024-12-05 19:18:47.443988+00:00
2506c782-2dd1-53d6-8fe4-3cc524cd7bb8,36497659-34cc-5b99-a446-e33b1b207ead,University of Rwanda,,Post Graduate Diploma In Education,Education,2019-08-01,2022-12-01,False,,,,,,[],False,,,0,2024-09-12 19:18:47.443988+00:00,2024-09-12 19:18:47.443988+00:00
e743cdf6-9602-53da-af2b-76e2b4e4c18c,2cea02c1-1cde-5b24-bb3b-519ec0d65865,Iburengerazuba Institute of Learning,,Bachelor's degree in Arts,Arts and Humanities,2010-05-01,2014-12-01,False,,,,,,[],False,,,0,2025-01-02 19:18:47.443988+00:00,2025-01-02 19:18:47.443988+00:00
281275bb-6b41-5fd8-b5e1-70d80a88dbcd,05b3f2a8-e281-5327-aafd-7bb1a716d012,Iburengerazuba Institute of Learning,,A2 certificate in accounting,"Business, Administration and Law",2009-03-01,2012-12-01,False,,,,,,[],False,,,0,2024-08-05 19:18:47.443988+00:00,2024-08-05 19:18:47.443988+00:00
0818a6b5-01e9-58f4-9089-06bdc078d1a2,488d3705-1af8-5360-abb8-195e9c97ce36,University of Rwanda,,Master's Degree in Civil Engineering ,"Engineering, Manufacturing and Construction",2015-03-01,2017-12-01,False,,,,,,[],False,,,0,2025-12-03 19:18:47.443988+00:00,2025-12-03 19:18:47.443988+00:00
d39f67ba-81dc-5895-86ba-f37bd5d762f0,6939d901-b1d7-57ad-9e26-144488f449cd,Iburasirazuba Institute of Learning,,General Primary,General Studies,2019-06-01,2022-12-01,False,,,,,,[],False,,,0,2025-03-27 19:18:47.443988+00:00,2025-03-27 19:18:47.443988+00:00
b5758826-17f0-5dc2-9f89-296824f2321e,cd59ed74-4849-5af7-bd0d-b4eac5fc67ea,University of Rwanda,,Bachelor's Degree in Education ,Education,2018-07-01,2022-12-01,False,,,,,,[],False,,,0,2024-11-10 19:18:47.443988+00:00,2024-11-10 19:18:47.443988+00:00
2208a242-8a5e-5ec6-965b-51f09a1294e0,c10f1aeb-b56f-54a2-bcf6-0da48383d6c2,University of Rwanda,,Bachelor’s Degree in Public Administration,"Business, Administration and Law",2011-02-01,2015-12-01,False,,,,,,[],False,,,0,2024-07-15 19:18:47.443988+00:00,2024-07-15 19:18:47.443988+00:00
6e8d9724-040e-53da-8fbc-3e5a4f634b50,cb1636c2-264d-5ea0-8892-ed4ab8faff86,Amajyaruguru Institute of Learning,,Advanced diploma in Agriculture,"Agriculture, Forestry, Fisheries and Veterinary",2020-06-01,2023-12-01,False,,,,,,[],False,,,0,2025-07-17 19:18:47.443988+00:00,2025-07-17 19:18:47.443988+00:00
f2b81a8f-57ee-595b-a878-a339a6021331,e6115ad7-0664-58f1-a7ce-b33a5d4865e9,Amajyaruguru Institute of Learning,,A2 in Humanities Sciences,"Natural Sciences, Mathematics and Statistics",2018-05-01,2021-12-01,False,,,,,,[],False,,,0,2025-04-28 19:18:47.443988+00:00,2025-04-28 19:18:47.443988+00:00
5b13a93f-f751-5fd7-aa32-3956c84550e0,ea8d8856-aa04-58b3-b6f6-b027ca9ef761,University of Rwanda,,Bachelor's degree in English and French Education,Education,2022-09-01,2026-12-01,False,,,,,,[],False,,,0,2025-08-02 19:18:47.443988+00:00,2025-08-02 19:18:47.443988+00:00
fa373b53-ea69-52d7-bb0d-2f146d1ce685,8220223e-ea8b-556b-81ec-81c0f713f9eb,University of Rwanda,,Bachelor's Degree in Public Health,Health and Welfare (Health and Medical Sciences),2011-02-01,2015-12-01,False,,,,,,[],False,,,0,2025-11-02 19:18:47.443988+00:00,2025-11-02 19:18:47.443988+00:00
