id,user_id,job_id,seconds_spent,viewed_at
56d1ee95-977f-55a7-bc43-15709102a98e,e46746a7-e9cc-5ff5-ac45-302848608414,8b06715f-6341-5fd0-8251-d1900ad98737,222,2026-07-13
83f4ba7b-af77-5bf3-9a4b-539cdc577025,e46746a7-e9cc-5ff5-ac45-302848608414,46555056-f4ba-5ec4-b2ea-c91c7f5b8b74,368,2026-09-02
6b4a94b7-2be0-5ec8-9f6e-0b7275807c17,e46746a7-e9cc-5ff5-ac45-302848608414,e487a677-a5e4-5751-bf43-82f04f366f42,175,2026-08-18
91c183a6-3320-5e73-a920-697cbea549c9,e46746a7-e9cc-5ff5-ac45-302848608414,71718673-8686-5b75-9a69-78a82ff61839,209,2026-06-26
568c8b64-9f20-504b-a195-1ca5e5a5abb3,699e4796-6de9-5f71-8105-732087082c69,175fcf18-2b4c-5c2b-ae8c-06ab35d22853,103,2027-01-15
c419926d-dc0f-513e-ac62-4e477afcb440,6351bce2-35fd-5759-a583-3b04256d8024,5e7adb67-7941-5b05-a936-322df514e299,117,2026-08-27
360a20b5-fad8-5c74-b394-33319bfe8056,6351bce2-35fd-5759-a583-3b04256d8024,0ec822c2-5d07-54d6-b068-4c11657bdb50,269,2026-06-23
76896058-e73c-5c5c-aa7d-0887ae21968d,6351bce2-35fd-5759-a583-3b04256d8024,99113b52-9e7f-5e72-a1a5-ba9233928eed,204,2026-07-16
f68916af-30a9-5688-946b-640dd6cbe571,6351bce2-35fd-5759-a583-3b04256d8024,ac41f38a-e36c-5c6c-9855-0e40c21d9cfe,390,2026-10-21
a7220c17-4869-568e-9917-e6eeda3c2fd6,849b9ef0-901c-57a0-b49a-59899000c9d6,86bde719-bb7c-564c-b962-876ef8d90dcf,297,2026-09-26
8f90f31f-6064-58ce-ad9b-f271ec9a91f8,db4ca672-654d-55a7-b046-c556d13d7060,10b1c6f2-9294-5ff6-8677-6e719ea4b462,116,2026-06-14
9efccc36-9a60-5559-a901-a04ade5c9243,db4ca672-654d-55a7-b046-c556d13d7060,f3a1200c-8798-5685-a50d-2ba904c8fa06,171,2026-07-20
c8d1e8ba-0248-5b68-a390-9a0ac0dad57a,db4ca672-654d-55a7-b046-c556d13d7060,7bd01ab1-1be4-5f5d-8176-dd1855fd8a13,220,2026-09-09
bc9d5b37-dbec-5277-b710-922e6bb3f54a,f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,8962dc09-dc71-584f-891d-d9ff14723a07,167,2026-07-12
41e06c91-cbf0-578b-b938-ab0a0f2c3fd0,f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,86bde719-bb7c-564c-b962-876ef8d90dcf,135,2027-04-02
83647c99-649c-5728-ad6d-ded8458c43b5,e0c93055-f8ed-556d-8460-ef7f7e5ff05c,50d4de6d-5a95-5fe0-96cc-2e6801355e6e,134,2026-07-08
ee15b126-b31f-565e-bea0-043f6d8793e2,07e25ff9-85a0-5c70-833e-12301b4657b0,24a2906f-35f8-5161-8ce6-1913bf3c3495,337,2026-07-04
6e9c2365-8363-55da-9961-ab81ff4f3c78,07e25ff9-85a0-5c70-833e-12301b4657b0,6636e521-7f4a-5aa9-9943-8020e1a5c44d,143,2026-08-02
228ae00a-9cd0-5a56-80cb-dc26500d80b8,d9297203-003a-5a22-80a6-868ca1c822cd,60066a0b-3f87-54e5-8971-3ab9ad6eebdd,173,2026-10-11
22a08ef6-6642-5987-a339-c60f4ea26148,d9297203-003a-5a22-80a6-868ca1c822cd,c97c798d-925c-5fe6-a185-0f1fdbfb094b,303,2026-10-10
47529b6b-fb84-5007-bff3-3624760305e9,d9297203-003a-5a22-80a6-868ca1c822cd,b672136e-ba16-5731-982f-4d0b6f19e0d1,288,2026-07-21
2aa5f76e-04b1-5e2b-9e23-8f6cda1a5d1a,d9297203-003a-5a22-80a6-868ca1c822cd,86bde719-bb7c-564c-b962-876ef8d90dcf,183,2027-04-02
7f81bce9-63fa-5de9-a3a4-302279107333,d9297203-003a-5a22-80a6-868ca1c822cd,2a40d2ea-a51c-573e-a216-876327c00a1e,392,2026-09-19
ac326040-b80e-5aab-b3df-d18b03822f47,ae87805d-e295-5c84-9c0d-b6deaf09c4fd,b9ea0e24-1a48-573d-999e-fab533f31007,322,2026-10-08
1f4d8de1-a31e-5e5d-b82a-3af12ef9544d,ae87805d-e295-5c84-9c0d-b6deaf09c4fd,7d298f10-736d-512d-9398-d04435475116,301,2026-10-31
9bf8eb23-edd2-54f1-ad77-80090d874f92,ae87805d-e295-5c84-9c0d-b6deaf09c4fd,70647004-cf94-5075-b9b3-c74540951f66,127,2026-10-28
9589aa1c-3329-51be-a8a8-e677066d82de,e1e1c6c7-57eb-55d3-9140-9e222abf0e06,1ed45878-51ff-5e6c-b4e6-8b9324f9525d,96,2027-02-04
28b52ed3-132d-53d2-814e-e621c6356e98,e1e1c6c7-57eb-55d3-9140-9e222abf0e06,ea93c8ad-6e77-5570-8811-4bd30021b929,192,2026-11-14
9c38d4ac-818b-5adf-bf65-17d72d5c8ac4,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,caf02848-08df-5bc2-9b47-cbe7ac963912,164,2026-07-06
b285c813-2a0d-56ea-94b5-4eecd8058389,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,1d4729cc-fee8-5fcc-b7ae-36364b58df80,141,2026-07-10
5d0dd5ee-baf4-529d-8c83-4c0975969e41,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,b17e3a60-484b-5a42-ab60-5e48e88685d7,253,2026-07-11
e12390d7-195e-58c4-a6bb-6ea0f41ac0e5,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,a970494a-a282-5a71-9a4d-0234bc6aac7f,184,2026-10-23
7cd112c4-7367-5fc8-911b-e59f106d63ca,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,2298c313-3844-5c2f-a9ec-391a99aba7e3,244,2026-06-07
d564339a-8e19-5526-9e6b-1624cce65856,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,06551acc-7753-56a0-b7bd-bf9a95f890d8,223,2026-07-12
a8af80d3-592a-5e68-9e5b-1f2517ae7d05,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,13c89a2c-e1ec-5c90-973e-1b3ff4d3dcec,351,2026-07-15
86f63a13-361b-527f-a2ad-12ba70386c81,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,edd9689c-4326-521c-85eb-d1ace8c7fd89,183,2026-10-11
56146821-1328-5441-aef3-e184408abb9f,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,e55ed573-aa49-5afa-9fe5-fe3436da36cb,356,2026-10-13
b089563c-0c91-5452-b824-b25bb7003e2a,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,22326a87-b7bc-5681-9d6a-4f9984e52b3c,377,2026-10-24
089466b8-4b9c-5387-adf2-6bb1a328f97e,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,7ea21eb0-b702-5ae2-ae40-69a2e2943299,397,2026-10-16
88551531-fbcc-5699-bb6b-3bdb4ade85fa,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,71c4d723-570d-5b0d-b201-2c292d9e573c,238,2026-08-22
3a5078aa-0ce5-507a-a0b6-253329e8acfa,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,fbfd8c09-5acf-550a-b4cf-779a1d7cb801,103,2026-08-03
d37f40f0-1b55-55d8-951f-7bdc690bf1d1,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,7f321590-4176-5c0f-8d50-96a5b806219e,382,2026-08-05
681cd068-8452-5cee-8a26-f0198c04b41b,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,31f57af4-db60-524c-a4ec-b964be2507d0,180,2026-09-08
bde4043d-317b-5e8a-a290-98caf3794ef5,584d3da6-8410-584a-ba90-ad011fcd27e2,aba2a7d3-1eb1-5524-8568-41844b7b55a4,300,2026-09-09
8ec3d38f-6398-5b8f-8591-79ff378f275c,584d3da6-8410-584a-ba90-ad011fcd27e2,3146b8f8-0f29-5edc-8ced-bfe206008e25,144,2026-08-30
c35e7401-b8d3-55f8-9a26-5fc01540c5cd,584d3da6-8410-584a-ba90-ad011fcd27e2,3e3a2c38-ac79-50d5-a242-671a94ec8ea2,356,2026-10-19
586a2d2b-4750-5f74-899f-2a860b4d6b3c,584d3da6-8410-584a-ba90-ad011fcd27e2,95202d82-3c5e-567e-a4e6-9dcd34714e15,127,2026-10-28
af686394-9e63-53d7-8ef9-53995eeebac8,584d3da6-8410-584a-ba90-ad011fcd27e2,b73ecd2a-709c-5149-b378-c290b6d49eea,349,2026-10-13
6d41b43e-fa15-5708-970d-4207d17f10f0,584d3da6-8410-584a-ba90-ad011fcd27e2,6f169fc9-89f1-53ec-a256-b1cc44b85757,240,2026-10-16
651c8b7c-c421-5f0e-877a-c7ec41a8994f,584d3da6-8410-584a-ba90-ad011fcd27e2,6b66e2d3-127e-5123-a5ff-2995cce65eb3,209,2026-09-08
57021711-f54c-529a-9dc3-64beaa186145,584d3da6-8410-584a-ba90-ad011fcd27e2,22326a87-b7bc-5681-9d6a-4f9984e52b3c,216,2026-10-29
86f07876-6b1b-5894-bbde-015fb4ae76b3,584d3da6-8410-584a-ba90-ad011fcd27e2,7ea21eb0-b702-5ae2-ae40-69a2e2943299,154,2026-10-19
0eeb5648-d6b6-5ecd-95b0-a7ca2126a35b,584d3da6-8410-584a-ba90-ad011fcd27e2,e48f008d-773c-5b0e-a04b-09c5c6e7aaed,226,2026-08-17
e63c2166-7856-59a4-9484-8150ad1c8dda,584d3da6-8410-584a-ba90-ad011fcd27e2,fbfd8c09-5acf-550a-b4cf-779a1d7cb801,160,2026-07-30
901151b4-1d78-5a95-83b1-ad13bedb9689,584d3da6-8410-584a-ba90-ad011fcd27e2,31f57af4-db60-524c-a4ec-b964be2507d0,383,2026-09-16
ca186e95-b35a-518c-9a9f-227d27234779,766a6513-ea03-5835-8f15-980e717a5d5e,d6c5aef1-8281-5395-9a19-6bdb8ace1a4c,93,2026-10-14
5f53e14d-463b-5742-af1f-b8a7b5d5983a,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,59f0e5bb-1b80-512d-ab3c-a74340a33d27,235,2026-07-12
032a6b27-f75d-50f6-ae34-8da7883af45e,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,bcf06dc3-6f82-55da-833b-aec81fd6f148,106,2026-08-01
9a44d6b1-9081-5d8e-8d05-1b0fc23e8549,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,417c3bd6-dcfb-579c-8992-e3be32fcc794,227,2026-10-23
1b4c6079-4f1e-5fce-82da-871c9d404034,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,469905d7-4883-51df-9fc7-ff7a992d20a2,133,2026-06-08
053f9196-c222-5ee6-84a2-a76bc0b0dfb4,42c6e91e-dfc5-5fe3-ae93-f74291317bab,50d4de6d-5a95-5fe0-96cc-2e6801355e6e,214,2026-07-03
4ab908af-321a-595c-92e8-5cc64f929f91,14b0e0c9-ee99-5444-917d-07c23af7ca52,2254a3ec-1a1b-56c3-aae8-d8f5326f997e,281,2026-09-08
6b312c59-a3c4-5af1-a896-729ae5a8528d,14b0e0c9-ee99-5444-917d-07c23af7ca52,e2112768-7fe2-5c08-8ce7-d4e1dbce3038,214,2026-09-04
27dfee4c-7f42-5239-8eb2-40edc1c6783c,14b0e0c9-ee99-5444-917d-07c23af7ca52,67ae69c0-42d4-5c3b-a74e-7cdb026c1ffb,190,2026-10-31
939b53f8-6d99-532a-860b-6954a97e344f,14b0e0c9-ee99-5444-917d-07c23af7ca52,f0482ca5-a3fc-51b7-83cc-e91b15c5a2a2,224,2026-08-17
9becefe7-6c88-51cf-b19a-1900ee27107d,14b0e0c9-ee99-5444-917d-07c23af7ca52,a7ed5b6f-6949-52c0-b275-486620fadfa9,116,2026-07-21
2b346caa-c839-5380-bd0e-fc31c23291b3,14b0e0c9-ee99-5444-917d-07c23af7ca52,0ed86420-ab22-565c-afb8-2c89cbaf952e,230,2026-10-09
486265d2-86e3-5e2d-9caa-0a432af27154,14b0e0c9-ee99-5444-917d-07c23af7ca52,e26a3c58-e757-578c-a7c1-5834ff6dfc95,162,2026-07-02
c72f5473-8d1d-5d45-adf1-47ca77e49d08,14b0e0c9-ee99-5444-917d-07c23af7ca52,3b87160b-d048-5e14-acd8-c7daa56668db,282,2026-06-17
33a7d78b-a8e8-5812-b299-8deb5f6ebba0,14b0e0c9-ee99-5444-917d-07c23af7ca52,7bd01ab1-1be4-5f5d-8176-dd1855fd8a13,124,2026-09-06
0d54ddf7-eb12-53b0-a0b5-7fe4ef001a6a,14b0e0c9-ee99-5444-917d-07c23af7ca52,175fcf18-2b4c-5c2b-ae8c-06ab35d22853,213,2026-08-01
12df68ee-9543-5bc2-a167-d19ef72bdc78,14b0e0c9-ee99-5444-917d-07c23af7ca52,a806aba0-67b5-5e86-b339-dada896bea52,166,2026-07-23
c71a87db-7aa5-5a31-bae6-9a14c7fab8b9,5c1c5124-88b1-56ad-9abb-cf998a3709dd,9b4a368f-59b6-5861-9360-3d00ea5f7c62,407,2026-10-07
d09f0ea9-643c-5660-bfc8-e8f29bf3c80d,d80e7af2-2423-5c47-9e22-b64afb796ab0,7467f714-98ee-5c75-8079-9b65d2e40ccd,119,2026-10-29
52354578-3676-555e-805e-7fd7b6fe5012,d80e7af2-2423-5c47-9e22-b64afb796ab0,e55ed573-aa49-5afa-9fe5-fe3436da36cb,285,2026-10-21
01358948-2d03-5102-8f1e-7a1e3e1d39ab,158d361b-4fe8-5c54-b5c9-303c2307890e,3a5afdcd-9bea-5767-9b8e-65faeaf9e83a,360,2026-12-08
3a96f321-83ac-5f65-9023-57d659c66b3d,61db6784-ae96-575b-88c5-15105050030b,13c89a2c-e1ec-5c90-973e-1b3ff4d3dcec,100,2026-07-15
e0d8c1aa-0a1d-514b-9e87-23c02a0f47cb,f126b727-d2f1-5ba5-9197-60414fff32f4,a30c4b9a-3dcc-51fd-8183-0d1da08a2849,276,2026-08-09
02450ef1-1775-5bcc-a5a6-f177dc0c0f1c,a29dccca-a474-5e20-8f3a-d2d1df9095a9,5e7adb67-7941-5b05-a936-322df514e299,116,2026-09-04
f81475bd-0852-5d3d-9084-1c1ca68ab3a1,a29dccca-a474-5e20-8f3a-d2d1df9095a9,c2947be3-18e4-540f-856f-e2a89c3c8cdd,197,2026-10-06
b93e8978-2697-523c-83cc-ca2d3d1956b4,a29dccca-a474-5e20-8f3a-d2d1df9095a9,ee571833-5a7b-5428-b8f2-48ce0dc3ba7f,182,2026-08-23
cdbf567c-9711-5fa8-a6bb-69d94bd8b383,a29dccca-a474-5e20-8f3a-d2d1df9095a9,2dee2933-ab91-5256-9b7e-cf2f98791942,307,2026-08-02
7cd3a7a1-0a90-58e3-9ddf-1c1e2efa7261,a29dccca-a474-5e20-8f3a-d2d1df9095a9,0bc1acc4-6937-5c3e-a4db-4cf8ae37b644,255,2026-12-25
ad8fbab0-4e73-54a3-acc6-c7eaa5e2811a,a29dccca-a474-5e20-8f3a-d2d1df9095a9,ae6fdc8e-7d23-54e4-8175-ac40afc084e7,143,2027-01-04
16100082-4412-5b9a-b15a-a3549fd5df60,a29dccca-a474-5e20-8f3a-d2d1df9095a9,8074c7c2-8354-5003-9e1e-ab3f39de54a9,92,2026-12-30
858db6e2-c4fb-5e0f-9a93-00c5120ae948,a29dccca-a474-5e20-8f3a-d2d1df9095a9,02bfadef-018a-5840-8cb7-6e02927369ca,267,2026-08-29
a4c17175-0830-5aea-a6c6-4b497b9f832a,a29dccca-a474-5e20-8f3a-d2d1df9095a9,ea93c8ad-6e77-5570-8811-4bd30021b929,272,2026-11-14
25250657-bc5e-5664-b5f9-b5811a3fdc6c,a29dccca-a474-5e20-8f3a-d2d1df9095a9,05188ffd-501b-5124-8078-302fc43dd925,311,2026-09-10
df1b81b3-dbe0-5980-aaaa-950b18f174f2,a29dccca-a474-5e20-8f3a-d2d1df9095a9,51c85c84-61b2-53bd-9e3b-4567663473c8,102,2026-08-12
ebec363a-a495-5a71-9ebe-448183cc5388,a29dccca-a474-5e20-8f3a-d2d1df9095a9,6c0afb75-d666-561d-a25e-d82746b8888c,304,2026-06-28
12010d1f-6bab-5164-b1b2-8e53f065522b,a29dccca-a474-5e20-8f3a-d2d1df9095a9,359f12be-3224-51bd-92df-92fa121685c7,140,2026-09-08
f7bfaa5f-d296-5ce6-b969-74f355f1c095,a29dccca-a474-5e20-8f3a-d2d1df9095a9,59a93901-504e-577f-be38-24375e92b5e8,249,2026-12-01
ca6048f9-43c1-5453-acce-5d9d6551366a,a29dccca-a474-5e20-8f3a-d2d1df9095a9,85f3d144-a1a6-5368-99df-66bc70d4dc26,268,2026-06-29
422e6876-c883-5724-bb0d-0f4da7681965,a29dccca-a474-5e20-8f3a-d2d1df9095a9,b49236d1-52c2-5e95-81b6-33a282b6d0e5,300,2026-09-05
c14d2667-d5c4-5ba4-b65a-d33c16fa3eb2,a29dccca-a474-5e20-8f3a-d2d1df9095a9,255fcce8-5366-5ca5-b1d7-9d6fafc268ba,212,2026-07-18
5bc1f0a3-b6db-596c-acfa-fc710bea4818,a29dccca-a474-5e20-8f3a-d2d1df9095a9,3cadae17-25b0-5ba6-a26b-664564f6a309,344,2026-09-01
820c6170-ff2d-522e-85dd-060d2211ef6b,a29dccca-a474-5e20-8f3a-d2d1df9095a9,fc6812c7-2f3a-5285-a034-1e3856de89ae,160,2027-05-17
75441370-be77-51fd-8376-0d0de89ff575,a29dccca-a474-5e20-8f3a-d2d1df9095a9,e0225767-d94d-5ca3-b361-8fee0717de87,192,2026-12-27
f0db1cff-5082-5924-a64c-4583134bab15,a29dccca-a474-5e20-8f3a-d2d1df9095a9,fbfd8c09-5acf-550a-b4cf-779a1d7cb801,142,2027-01-12
8866cf88-1298-569c-872b-c00431a06997,a29dccca-a474-5e20-8f3a-d2d1df9095a9,87067eb5-0210-5389-b04b-9147d600df05,128,2026-08-01
3d95e9f5-ca80-5126-b09e-36e325e0792f,a29dccca-a474-5e20-8f3a-d2d1df9095a9,9df19267-40d0-55f3-96ed-19c7310a004f,110,2027-02-28
81f297cf-7be5-5fe4-8d76-ce9baebe9b55,a29dccca-a474-5e20-8f3a-d2d1df9095a9,746d8c44-aa2c-5faf-bb6a-4098b5586828,148,2026-06-14
e18c8f1f-2c9c-59cd-8ac7-30e96d8196c0,a29dccca-a474-5e20-8f3a-d2d1df9095a9,a44c5a0d-165a-5f84-870b-f38250e69c7d,160,2026-07-15
a9bb1efc-5d62-520a-a7c4-96041a21b528,a29dccca-a474-5e20-8f3a-d2d1df9095a9,e4cabbb4-1c6d-5401-8de2-09aeba0ce5bd,169,2026-10-23
05912ed9-4287-5e73-8bec-5cdb74aef594,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,400581bf-8dfe-5f37-a3d0-f20ae25758aa,271,2026-08-30
ecb933f8-e723-52ea-9e13-4725648b58b6,2261ff6f-ae11-571e-aeea-b9db69163a8b,2d986f39-1fd7-5d72-8489-148deb5f9de7,137,2026-10-27
3cfd5a9a-ffc8-594a-b14d-08a0f14d2ecd,079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,60066a0b-3f87-54e5-8971-3ab9ad6eebdd,216,2026-10-12
979283bc-9a2e-5fe8-a8f3-00935ae437e9,079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,a445acaa-f16c-5845-a9e7-f86cfae83b75,216,2026-11-11
72bf3434-dc18-5fa6-b3a5-07a64bbbd23b,079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,a752a5ee-0925-5ec0-834e-0595c3a6948e,209,2027-05-06
85ab0562-ea00-538c-babc-b7fed1bca908,079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,c97c798d-925c-5fe6-a185-0f1fdbfb094b,175,2026-10-05
d20c048a-1651-59a8-9c2d-8402a9e731ff,079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,2a40d2ea-a51c-573e-a216-876327c00a1e,218,2026-09-22
f19e23c2-3f69-52ab-8212-b8dfbae5c3d6,b1eac924-1fad-5254-91fb-634957ac90b4,8d8f7525-97e1-56a9-a172-fe1159870447,103,2026-07-14
bc60e9a8-8b4b-5767-ace3-edfc29b044dc,39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,f5044fb0-dacb-5662-908d-c36cc931a6a1,260,2026-06-22
118dc6e6-cfff-5bff-80b7-b98bce088aff,39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,cfcc8349-a890-5ab3-a07b-4188fb2211b7,324,2026-08-23
e0c88b41-44a7-5dec-8b8a-831db807a815,39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,6a7ed898-ab81-57fe-b8e7-fcaa6c7ce17b,235,2026-11-13
e1c490e7-b139-5e0b-964f-e4e265066a9f,eab922d4-ef24-5688-89aa-3d986e67d923,caf02848-08df-5bc2-9b47-cbe7ac963912,177,2027-01-21
477598cb-2d74-5fc0-a178-1a5dc509b0ef,eab922d4-ef24-5688-89aa-3d986e67d923,3146b8f8-0f29-5edc-8ced-bfe206008e25,200,2027-02-02
a49ed51c-6ce6-565c-9969-20ef864ee7a1,eab922d4-ef24-5688-89aa-3d986e67d923,f829cec5-7fe6-5beb-879b-08699661406d,149,2027-03-19
3d167e73-7f95-5034-9ff8-edf15d7a850a,eab922d4-ef24-5688-89aa-3d986e67d923,22909852-84a7-56cb-b9da-f731f35c0cf6,313,2027-01-14
51d89b75-ae60-5628-8850-2ed223ee06c7,eab922d4-ef24-5688-89aa-3d986e67d923,400581bf-8dfe-5f37-a3d0-f20ae25758aa,281,2026-08-29
62912491-376d-5119-9ef6-dacc21688b9d,eab922d4-ef24-5688-89aa-3d986e67d923,0359a3a0-3acb-5dba-a9e2-e26735220b0b,166,2026-07-08
a351ea43-23ce-5b95-bae8-98c2c9e3ebe0,eab922d4-ef24-5688-89aa-3d986e67d923,ab22c8e4-1881-5da8-9fd0-447820ec0ca0,165,2026-08-27
fbcf8c69-2dad-58c6-8354-91ba589a1797,eab922d4-ef24-5688-89aa-3d986e67d923,b49236d1-52c2-5e95-81b6-33a282b6d0e5,180,2026-09-11
966d0804-9368-5a81-8f9a-4dd8d449a61e,eab922d4-ef24-5688-89aa-3d986e67d923,d0d65b30-5def-5606-91cf-ec0ef36f6edf,206,2026-11-29
ab1553ca-b46a-53a1-8252-4cda83a4fc36,eab922d4-ef24-5688-89aa-3d986e67d923,f16a6b40-9dc7-55f3-b668-6f2c5549a9c6,276,2026-07-17
3ce034d3-a91c-50a8-9107-953edf4cb34d,3c415019-b342-57c9-beb1-6150f494ee05,2be25a58-26af-5dbd-9923-3516c0844cdb,203,2026-06-12
75efe21e-3380-5962-96db-e3060d8461cc,3c415019-b342-57c9-beb1-6150f494ee05,dcbe3b7e-84cb-5030-9435-fdfb048694b3,188,2026-10-04
e9d1b0b9-8d57-595c-b84b-a7222e9ffc49,3c415019-b342-57c9-beb1-6150f494ee05,2d986f39-1fd7-5d72-8489-148deb5f9de7,203,2026-10-18
9902a2f3-f3e6-543c-b7fe-4b245e201dd7,3c415019-b342-57c9-beb1-6150f494ee05,90c78483-7a1b-5532-a0e7-18260f365f93,399,2026-09-02
a6de437b-e144-51a6-84ae-43c0e0f59439,3c415019-b342-57c9-beb1-6150f494ee05,39be39c4-03ec-5b64-b25a-6c80d6aa53ce,312,2026-07-02
140d05be-b0f8-52c0-8ab1-a79ab9a876dd,3c415019-b342-57c9-beb1-6150f494ee05,b17e3a60-484b-5a42-ab60-5e48e88685d7,193,2026-07-17
dba859ec-2300-502e-8348-74715505038e,3c415019-b342-57c9-beb1-6150f494ee05,3e3a2c38-ac79-50d5-a242-671a94ec8ea2,288,2026-10-18
05df7853-17be-53c6-9261-a8ee969d60a1,3c415019-b342-57c9-beb1-6150f494ee05,e758b93c-284d-562a-bb4b-e39331642fcf,300,2026-09-25
