user_id,skill_id,proficiency_level,years_experience,is_primary,last_used,skill_context,verified,verification_evidence,endorsement_count,created_at,updated_at
34a47f6d-5cc7-5ef2-9127-00b404cd9702,57207e46-1715-5ed0-b0ee-e9ff799dd162,3,0.0,False,2026-03-19,,False,,2,2025-09-02 19:18:47.443988+00:00,2025-09-02 19:18:47.443988+00:00
34a47f6d-5cc7-5ef2-9127-00b404cd9702,1401a4e4-f93a-5e5b-9d54-f1f58962057f,5,0.0,False,2026-03-08,,False,,8,2025-09-02 19:18:47.443988+00:00,2025-09-02 19:18:47.443988+00:00
34a47f6d-5cc7-5ef2-9127-00b404cd9702,804b6fcc-17d7-5cc2-a640-a796d1a883cf,2,0.0,False,2026-06-06,,False,,8,2025-09-02 19:18:47.443988+00:00,2025-09-02 19:18:47.443988+00:00
34a47f6d-5cc7-5ef2-9127-00b404cd9702,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,4,0.0,False,2026-03-16,,False,,5,2025-09-02 19:18:47.443988+00:00,2025-09-02 19:18:47.443988+00:00
34a47f6d-5cc7-5ef2-9127-00b404cd9702,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,5,0.0,False,2026-01-02,,False,,8,2025-09-02 19:18:47.443988+00:00,2025-09-02 19:18:47.443988+00:00
6bd0e39e-b819-5378-baa6-31cf4a887cf2,45b62fb5-81f4-50a4-8caa-ccd1b7e163ee,2,3.0,True,2026-05-08,,False,,7,2024-11-30 19:18:47.443988+00:00,2024-11-30 19:18:47.443988+00:00
6bd0e39e-b819-5378-baa6-31cf4a887cf2,7f096b0c-9299-51d1-83da-1c26a81b1256,2,0.8,False,2026-01-25,,False,,1,2024-11-30 19:18:47.443988+00:00,2024-11-30 19:18:47.443988+00:00
6bd0e39e-b819-5378-baa6-31cf4a887cf2,aaed90bb-9881-5023-ab76-cdff0f031020,3,0.8,False,2026-06-27,,False,,10,2024-11-30 19:18:47.443988+00:00,2024-11-30 19:18:47.443988+00:00
6bd0e39e-b819-5378-baa6-31cf4a887cf2,6cc9a3a9-544f-5f93-b430-fee853aac89c,2,2.8,False,2026-04-25,,False,,15,2024-11-30 19:18:47.443988+00:00,2024-11-30 19:18:47.443988+00:00
6bd0e39e-b819-5378-baa6-31cf4a887cf2,ec75c33d-00a8-5fe7-9a72-d4dbf34bb189,3,2.9,False,2026-01-01,,False,,15,2024-11-30 19:18:47.443988+00:00,2024-11-30 19:18:47.443988+00:00
6bd0e39e-b819-5378-baa6-31cf4a887cf2,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,3,3.0,False,2026-03-23,,False,,6,2024-11-30 19:18:47.443988+00:00,2024-11-30 19:18:47.443988+00:00
6bd0e39e-b819-5378-baa6-31cf4a887cf2,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,2,0.9,False,2026-03-17,,False,,11,2024-11-30 19:18:47.443988+00:00,2024-11-30 19:18:47.443988+00:00
a714a22e-aed4-53b2-a689-8608269f5cd9,2630229c-d008-5c55-ad4a-3cc08320b496,5,1.0,True,2026-01-08,,False,,15,2026-02-14 19:18:47.443988+00:00,2026-02-14 19:18:47.443988+00:00
a714a22e-aed4-53b2-a689-8608269f5cd9,64564e78-9406-5873-8da4-c023f1e00f14,3,1.0,False,2026-05-11,,False,,1,2026-02-14 19:18:47.443988+00:00,2026-02-14 19:18:47.443988+00:00
a714a22e-aed4-53b2-a689-8608269f5cd9,12ed015d-8f36-5dba-90ed-726e15d96363,2,1.0,False,2026-06-21,,False,,1,2026-02-14 19:18:47.443988+00:00,2026-02-14 19:18:47.443988+00:00
a714a22e-aed4-53b2-a689-8608269f5cd9,3342c5ad-79a8-5df9-a4f8-c5e2a8686e42,5,1.0,False,2026-02-20,,False,,5,2026-02-14 19:18:47.443988+00:00,2026-02-14 19:18:47.443988+00:00
a714a22e-aed4-53b2-a689-8608269f5cd9,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,2,1.0,False,2026-06-15,,False,,5,2026-02-14 19:18:47.443988+00:00,2026-02-14 19:18:47.443988+00:00
e46746a7-e9cc-5ff5-ac45-302848608414,57207e46-1715-5ed0-b0ee-e9ff799dd162,3,0.0,True,2026-06-18,,False,,7,2024-10-21 19:18:47.443988+00:00,2024-10-21 19:18:47.443988+00:00
e46746a7-e9cc-5ff5-ac45-302848608414,804b6fcc-17d7-5cc2-a640-a796d1a883cf,4,0.0,False,2026-03-15,,False,,9,2024-10-21 19:18:47.443988+00:00,2024-10-21 19:18:47.443988+00:00
e46746a7-e9cc-5ff5-ac45-302848608414,cbf582c1-bfbf-5b07-8601-354b3724b9aa,2,0.0,False,2026-02-14,,False,,9,2024-10-21 19:18:47.443988+00:00,2024-10-21 19:18:47.443988+00:00
e46746a7-e9cc-5ff5-ac45-302848608414,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,2,0.0,False,2026-06-01,,False,,8,2024-10-21 19:18:47.443988+00:00,2024-10-21 19:18:47.443988+00:00
e46746a7-e9cc-5ff5-ac45-302848608414,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,2,0.0,False,2025-12-27,,False,,4,2024-10-21 19:18:47.443988+00:00,2024-10-21 19:18:47.443988+00:00
6351bce2-35fd-5759-a583-3b04256d8024,0b5e4006-83f0-588d-8f3c-3fd2b7c679eb,3,1.0,True,2026-04-06,,False,,13,2026-04-14 19:18:47.443988+00:00,2026-04-14 19:18:47.443988+00:00
6351bce2-35fd-5759-a583-3b04256d8024,f8ec491e-0c2e-5531-8d5e-940178339467,3,1.0,False,2026-05-06,,False,,5,2026-04-14 19:18:47.443988+00:00,2026-04-14 19:18:47.443988+00:00
6351bce2-35fd-5759-a583-3b04256d8024,d9c3a044-d25f-5a84-89c9-5cd80a546868,3,1.0,False,2026-06-29,,False,,5,2026-04-14 19:18:47.443988+00:00,2026-04-14 19:18:47.443988+00:00
6351bce2-35fd-5759-a583-3b04256d8024,29cf5918-446b-5cb3-a85b-d96b7065e161,4,1.0,False,2026-03-22,,False,,7,2026-04-14 19:18:47.443988+00:00,2026-04-14 19:18:47.443988+00:00
6351bce2-35fd-5759-a583-3b04256d8024,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,4,1.0,False,2026-01-07,,False,,3,2026-04-14 19:18:47.443988+00:00,2026-04-14 19:18:47.443988+00:00
6351bce2-35fd-5759-a583-3b04256d8024,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,5,1.0,False,2026-03-07,,False,,7,2026-04-14 19:18:47.443988+00:00,2026-04-14 19:18:47.443988+00:00
699e4796-6de9-5f71-8105-732087082c69,dbfdf573-8a05-57bd-aaaf-f0029cb5cced,3,2.0,True,2026-06-18,,False,,10,2024-07-30 19:18:47.443988+00:00,2024-07-30 19:18:47.443988+00:00
699e4796-6de9-5f71-8105-732087082c69,05ee4c5d-2c8c-563b-9090-77f46c882d20,4,2.0,False,2026-06-04,,False,,9,2024-07-30 19:18:47.443988+00:00,2024-07-30 19:18:47.443988+00:00
699e4796-6de9-5f71-8105-732087082c69,416c3833-8bc7-598b-abbb-892fc7143826,4,2.0,False,2026-04-13,,False,,12,2024-07-30 19:18:47.443988+00:00,2024-07-30 19:18:47.443988+00:00
699e4796-6de9-5f71-8105-732087082c69,4e533a2c-722d-5b0b-9fc0-b20b8192b921,4,2.0,False,2026-05-17,,False,,13,2024-07-30 19:18:47.443988+00:00,2024-07-30 19:18:47.443988+00:00
699e4796-6de9-5f71-8105-732087082c69,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,5,2.0,False,2026-05-22,,False,,9,2024-07-30 19:18:47.443988+00:00,2024-07-30 19:18:47.443988+00:00
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,416c3833-8bc7-598b-abbb-892fc7143826,2,0.0,True,2026-03-06,,False,,2,2024-10-20 19:18:47.443988+00:00,2024-10-20 19:18:47.443988+00:00
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,e9c612b0-3196-5111-8131-8a271b09194b,5,0.0,False,2026-01-25,,False,,6,2024-10-20 19:18:47.443988+00:00,2024-10-20 19:18:47.443988+00:00
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,dbfdf573-8a05-57bd-aaaf-f0029cb5cced,5,0.0,False,2026-05-04,,False,,4,2024-10-20 19:18:47.443988+00:00,2024-10-20 19:18:47.443988+00:00
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,075360a7-e1ee-539b-b5e9-bbfd8fee5125,2,0.0,False,2025-12-20,,False,,3,2024-10-20 19:18:47.443988+00:00,2024-10-20 19:18:47.443988+00:00
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,5,0.0,False,2026-01-08,,False,,14,2024-10-20 19:18:47.443988+00:00,2024-10-20 19:18:47.443988+00:00
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,2,0.0,False,2026-06-04,,False,,14,2024-10-20 19:18:47.443988+00:00,2024-10-20 19:18:47.443988+00:00
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,f8ec491e-0c2e-5531-8d5e-940178339467,3,0.0,True,2026-05-27,,False,,6,2025-03-09 19:18:47.443988+00:00,2025-03-09 19:18:47.443988+00:00
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,29cf5918-446b-5cb3-a85b-d96b7065e161,2,0.0,False,2026-04-12,,False,,14,2025-03-09 19:18:47.443988+00:00,2025-03-09 19:18:47.443988+00:00
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,d9c3a044-d25f-5a84-89c9-5cd80a546868,5,0.0,False,2026-03-20,,False,,12,2025-03-09 19:18:47.443988+00:00,2025-03-09 19:18:47.443988+00:00
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,0b5e4006-83f0-588d-8f3c-3fd2b7c679eb,2,0.0,False,2025-12-22,,False,,12,2025-03-09 19:18:47.443988+00:00,2025-03-09 19:18:47.443988+00:00
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,5,0.0,False,2026-04-06,,False,,9,2025-03-09 19:18:47.443988+00:00,2025-03-09 19:18:47.443988+00:00
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,4e533a2c-722d-5b0b-9fc0-b20b8192b921,5,0.0,False,2026-03-20,,False,,7,2025-03-09 19:18:47.443988+00:00,2025-03-09 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,32434e63-cb5c-5f0e-8386-26346f34f303,3,1.0,True,2025-12-18,,False,,1,2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,57207e46-1715-5ed0-b0ee-e9ff799dd162,2,1.0,False,2026-05-15,,False,,0,2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,29425624-74cf-5d0b-8f6b-3fb0659d0ecd,3,1.0,False,2026-03-06,,False,,3,2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,673941ac-36d9-5472-bc38-5512201d5625,3,1.0,False,2026-05-01,,False,,11,2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,1401a4e4-f93a-5e5b-9d54-f1f58962057f,3,1.0,False,2025-12-26,,False,,3,2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,1a196449-df0e-576d-8809-00238282b7a9,3,1.0,False,2026-06-08,,False,,0,2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,4,1.0,False,2026-03-31,,False,,12,2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
db4ca672-654d-55a7-b046-c556d13d7060,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,3,0.8,False,2026-01-10,,False,,7,2024-07-21 19:18:47.443988+00:00,2024-07-21 19:18:47.443988+00:00
849b9ef0-901c-57a0-b49a-59899000c9d6,cb1f1eb1-2059-542d-923e-1562a09d7fc1,2,0.0,True,2026-03-12,,False,,7,2025-06-15 19:18:47.443988+00:00,2025-06-15 19:18:47.443988+00:00
849b9ef0-901c-57a0-b49a-59899000c9d6,dbfdf573-8a05-57bd-aaaf-f0029cb5cced,5,0.0,False,2026-01-15,,False,,12,2025-06-15 19:18:47.443988+00:00,2025-06-15 19:18:47.443988+00:00
849b9ef0-901c-57a0-b49a-59899000c9d6,f3c23012-468a-5bb0-a21d-924e038bf964,4,0.0,False,2026-04-13,,False,,5,2025-06-15 19:18:47.443988+00:00,2025-06-15 19:18:47.443988+00:00
849b9ef0-901c-57a0-b49a-59899000c9d6,e1163140-b9d2-578d-81f3-ae82168e81f8,5,0.0,False,2026-04-30,,False,,10,2025-06-15 19:18:47.443988+00:00,2025-06-15 19:18:47.443988+00:00
849b9ef0-901c-57a0-b49a-59899000c9d6,416c3833-8bc7-598b-abbb-892fc7143826,4,0.0,False,2026-01-07,,False,,8,2025-06-15 19:18:47.443988+00:00,2025-06-15 19:18:47.443988+00:00
849b9ef0-901c-57a0-b49a-59899000c9d6,edec74f3-0e63-587b-beea-d406910c1836,2,0.0,False,2026-05-18,,False,,2,2025-06-15 19:18:47.443988+00:00,2025-06-15 19:18:47.443988+00:00
849b9ef0-901c-57a0-b49a-59899000c9d6,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,3,0.0,False,2026-03-02,,False,,7,2025-06-15 19:18:47.443988+00:00,2025-06-15 19:18:47.443988+00:00
849b9ef0-901c-57a0-b49a-59899000c9d6,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,5,0.0,False,2026-03-02,,False,,14,2025-06-15 19:18:47.443988+00:00,2025-06-15 19:18:47.443988+00:00
584d3da6-8410-584a-ba90-ad011fcd27e2,30d05dee-702e-5541-960a-122bd836cfc3,3,1.0,True,2026-06-22,,False,,9,2025-07-27 19:18:47.443988+00:00,2025-07-27 19:18:47.443988+00:00
584d3da6-8410-584a-ba90-ad011fcd27e2,33d39d3c-b210-54b1-926b-1bbb1d45479b,3,1.0,False,2025-12-25,,False,,15,2025-07-27 19:18:47.443988+00:00,2025-07-27 19:18:47.443988+00:00
584d3da6-8410-584a-ba90-ad011fcd27e2,c1bcf04f-9aba-5edc-ac59-4d801f76d03a,2,1.0,False,2026-02-09,,False,,9,2025-07-27 19:18:47.443988+00:00,2025-07-27 19:18:47.443988+00:00
584d3da6-8410-584a-ba90-ad011fcd27e2,6cc9a3a9-544f-5f93-b430-fee853aac89c,5,1.0,False,2026-04-09,,False,,5,2025-07-27 19:18:47.443988+00:00,2025-07-27 19:18:47.443988+00:00
584d3da6-8410-584a-ba90-ad011fcd27e2,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,2,1.0,False,2026-03-05,,False,,3,2025-07-27 19:18:47.443988+00:00,2025-07-27 19:18:47.443988+00:00
584d3da6-8410-584a-ba90-ad011fcd27e2,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,2,1.0,False,2026-06-17,,False,,1,2025-07-27 19:18:47.443988+00:00,2025-07-27 19:18:47.443988+00:00
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,7d072740-34e2-5544-b751-b5f4b0fe3cc3,3,0.0,True,2026-03-12,,False,,15,2024-09-23 19:18:47.443988+00:00,2024-09-23 19:18:47.443988+00:00
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,cbf582c1-bfbf-5b07-8601-354b3724b9aa,4,0.0,False,2026-04-23,,False,,9,2024-09-23 19:18:47.443988+00:00,2024-09-23 19:18:47.443988+00:00
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,1a196449-df0e-576d-8809-00238282b7a9,5,0.0,False,2026-05-07,,False,,8,2024-09-23 19:18:47.443988+00:00,2024-09-23 19:18:47.443988+00:00
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,3,0.0,False,2026-02-16,,False,,7,2024-09-23 19:18:47.443988+00:00,2024-09-23 19:18:47.443988+00:00
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,3,0.0,False,2026-05-30,,False,,2,2024-09-23 19:18:47.443988+00:00,2024-09-23 19:18:47.443988+00:00
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,2630229c-d008-5c55-ad4a-3cc08320b496,5,1.0,True,2026-01-15,,False,,3,2025-02-11 19:18:47.443988+00:00,2025-02-11 19:18:47.443988+00:00
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,953507ad-7cf9-51af-9922-8bbb96456112,3,1.0,False,2026-01-09,,False,,15,2025-02-11 19:18:47.443988+00:00,2025-02-11 19:18:47.443988+00:00
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,64564e78-9406-5873-8da4-c023f1e00f14,4,1.0,False,2026-03-25,,False,,1,2025-02-11 19:18:47.443988+00:00,2025-02-11 19:18:47.443988+00:00
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,4189c6e5-a044-533c-8caf-522c0a2c9e94,5,0.9,False,2026-05-02,,False,,10,2025-02-11 19:18:47.443988+00:00,2025-02-11 19:18:47.443988+00:00
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,12ed015d-8f36-5dba-90ed-726e15d96363,2,1.0,False,2026-03-24,,False,,0,2025-02-11 19:18:47.443988+00:00,2025-02-11 19:18:47.443988+00:00
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,3342c5ad-79a8-5df9-a4f8-c5e2a8686e42,5,1.0,False,2026-05-18,,False,,11,2025-02-11 19:18:47.443988+00:00,2025-02-11 19:18:47.443988+00:00
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,5,1.0,False,2025-12-23,,False,,1,2025-02-11 19:18:47.443988+00:00,2025-02-11 19:18:47.443988+00:00
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,45b62fb5-81f4-50a4-8caa-ccd1b7e163ee,3,1.0,True,2026-04-26,,False,,13,2026-05-07 19:18:47.443988+00:00,2026-05-07 19:18:47.443988+00:00
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,c1bcf04f-9aba-5edc-ac59-4d801f76d03a,4,1.0,False,2026-02-26,,False,,8,2026-05-07 19:18:47.443988+00:00,2026-05-07 19:18:47.443988+00:00
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,33d39d3c-b210-54b1-926b-1bbb1d45479b,2,1.0,False,2026-04-20,,False,,15,2026-05-07 19:18:47.443988+00:00,2026-05-07 19:18:47.443988+00:00
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,6cc9a3a9-544f-5f93-b430-fee853aac89c,3,1.0,False,2026-03-04,,False,,11,2026-05-07 19:18:47.443988+00:00,2026-05-07 19:18:47.443988+00:00
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,4,1.0,False,2026-02-16,,False,,12,2026-05-07 19:18:47.443988+00:00,2026-05-07 19:18:47.443988+00:00
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,4e533a2c-722d-5b0b-9fc0-b20b8192b921,5,1.0,False,2026-05-18,,False,,7,2026-05-07 19:18:47.443988+00:00,2026-05-07 19:18:47.443988+00:00
766a6513-ea03-5835-8f15-980e717a5d5e,7fa1047e-9165-56a6-8633-26483fd8dda2,5,0.0,True,2026-04-12,,False,,12,2025-05-06 19:18:47.443988+00:00,2025-05-06 19:18:47.443988+00:00
766a6513-ea03-5835-8f15-980e717a5d5e,f8ec491e-0c2e-5531-8d5e-940178339467,4,0.0,False,2025-12-23,,False,,15,2025-05-06 19:18:47.443988+00:00,2025-05-06 19:18:47.443988+00:00
766a6513-ea03-5835-8f15-980e717a5d5e,d9c3a044-d25f-5a84-89c9-5cd80a546868,2,0.0,False,2026-05-06,,False,,9,2025-05-06 19:18:47.443988+00:00,2025-05-06 19:18:47.443988+00:00
766a6513-ea03-5835-8f15-980e717a5d5e,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,3,0.0,False,2026-03-16,,False,,3,2025-05-06 19:18:47.443988+00:00,2025-05-06 19:18:47.443988+00:00
766a6513-ea03-5835-8f15-980e717a5d5e,8c5cfd64-0ee7-5451-acc8-e43138d16a08,2,0.0,False,2026-01-09,,False,,9,2025-05-06 19:18:47.443988+00:00,2025-05-06 19:18:47.443988+00:00
07e25ff9-85a0-5c70-833e-12301b4657b0,05ee4c5d-2c8c-563b-9090-77f46c882d20,5,0.0,True,2026-02-05,,False,,9,2025-03-21 19:18:47.443988+00:00,2025-03-21 19:18:47.443988+00:00
07e25ff9-85a0-5c70-833e-12301b4657b0,cb1f1eb1-2059-542d-923e-1562a09d7fc1,5,0.0,False,2026-03-11,,False,,9,2025-03-21 19:18:47.443988+00:00,2025-03-21 19:18:47.443988+00:00
07e25ff9-85a0-5c70-833e-12301b4657b0,edec74f3-0e63-587b-beea-d406910c1836,3,0.0,False,2026-03-04,,False,,3,2025-03-21 19:18:47.443988+00:00,2025-03-21 19:18:47.443988+00:00
07e25ff9-85a0-5c70-833e-12301b4657b0,e1163140-b9d2-578d-81f3-ae82168e81f8,3,0.0,False,2026-04-05,,False,,9,2025-03-21 19:18:47.443988+00:00,2025-03-21 19:18:47.443988+00:00
07e25ff9-85a0-5c70-833e-12301b4657b0,416c3833-8bc7-598b-abbb-892fc7143826,4,0.0,False,2026-01-18,,False,,12,2025-03-21 19:18:47.443988+00:00,2025-03-21 19:18:47.443988+00:00
07e25ff9-85a0-5c70-833e-12301b4657b0,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,4,0.0,False,2026-01-11,,False,,1,2025-03-21 19:18:47.443988+00:00,2025-03-21 19:18:47.443988+00:00
07e25ff9-85a0-5c70-833e-12301b4657b0,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,5,0.0,False,2026-04-23,,False,,7,2025-03-21 19:18:47.443988+00:00,2025-03-21 19:18:47.443988+00:00
d9297203-003a-5a22-80a6-868ca1c822cd,4e533a2c-722d-5b0b-9fc0-b20b8192b921,4,0.0,True,2026-03-04,,False,,9,2024-08-31 19:18:47.443988+00:00,2024-08-31 19:18:47.443988+00:00
d9297203-003a-5a22-80a6-868ca1c822cd,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,4,0.0,False,2026-03-08,,False,,2,2024-08-31 19:18:47.443988+00:00,2024-08-31 19:18:47.443988+00:00
42c6e91e-dfc5-5fe3-ae93-f74291317bab,3407676b-247b-5ddb-a9dc-48eb77eef197,2,0.0,True,2026-04-19,,False,,15,2025-04-27 19:18:47.443988+00:00,2025-04-27 19:18:47.443988+00:00
42c6e91e-dfc5-5fe3-ae93-f74291317bab,e58b9703-9ae0-51b9-8fca-898817f10ef6,2,0.0,False,2026-02-18,,False,,4,2025-04-27 19:18:47.443988+00:00,2025-04-27 19:18:47.443988+00:00
42c6e91e-dfc5-5fe3-ae93-f74291317bab,debd2c11-2977-522b-b47c-9c0ff553bb8c,5,0.0,False,2026-01-15,,False,,13,2025-04-27 19:18:47.443988+00:00,2025-04-27 19:18:47.443988+00:00
42c6e91e-dfc5-5fe3-ae93-f74291317bab,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,3,0.0,False,2026-01-19,,False,,3,2025-04-27 19:18:47.443988+00:00,2025-04-27 19:18:47.443988+00:00
42c6e91e-dfc5-5fe3-ae93-f74291317bab,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,5,0.0,False,2026-04-25,,False,,1,2025-04-27 19:18:47.443988+00:00,2025-04-27 19:18:47.443988+00:00
5c1c5124-88b1-56ad-9abb-cf998a3709dd,33d39d3c-b210-54b1-926b-1bbb1d45479b,2,0.0,True,2026-05-29,,False,,4,2026-04-04 19:18:47.443988+00:00,2026-04-04 19:18:47.443988+00:00
5c1c5124-88b1-56ad-9abb-cf998a3709dd,7f096b0c-9299-51d1-83da-1c26a81b1256,4,0.0,False,2026-06-07,,False,,0,2026-04-04 19:18:47.443988+00:00,2026-04-04 19:18:47.443988+00:00
5c1c5124-88b1-56ad-9abb-cf998a3709dd,c1bcf04f-9aba-5edc-ac59-4d801f76d03a,3,0.0,False,2026-05-06,,False,,10,2026-04-04 19:18:47.443988+00:00,2026-04-04 19:18:47.443988+00:00
5c1c5124-88b1-56ad-9abb-cf998a3709dd,6cc9a3a9-544f-5f93-b430-fee853aac89c,2,0.0,False,2026-06-22,,False,,4,2026-04-04 19:18:47.443988+00:00,2026-04-04 19:18:47.443988+00:00
5c1c5124-88b1-56ad-9abb-cf998a3709dd,4e533a2c-722d-5b0b-9fc0-b20b8192b921,5,0.0,False,2025-12-27,,False,,2,2026-04-04 19:18:47.443988+00:00,2026-04-04 19:18:47.443988+00:00
5c1c5124-88b1-56ad-9abb-cf998a3709dd,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,5,0.0,False,2026-04-04,,False,,3,2026-04-04 19:18:47.443988+00:00,2026-04-04 19:18:47.443988+00:00
