id,user_id,company,company_id,title,employment_type,location,location_type,start_date,end_date,is_current,description,achievements,skills,industry,team_size,reports_to,reason_for_leaving,attachments,verified,verification_method,verification_date,display_order,created_at,updated_at
694ebfe2-dfd3-58f9-bcb7-ba6a84216abf,39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,District of Karongi,,Natural Sciences Assistant,full-time,Karongi,hybrid,2024-04-15,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-12-19 19:18:47.443988+00:00,2025-12-19 19:18:47.443988+00:00
9dff1e3f-e3bd-55f3-87c4-ffce75c783df,3c415019-b342-57c9-beb1-6150f494ee05,District of Umujyi wa Kigali,,Engineering Assistant,full-time,Gasabo,onsite,2025-09-09,2026-06-27,False,"Worked as Engineering Assistant, contributing to Engineering, Manufacturing and Construction operations.",,"['AutoCAD', 'Structural Design', 'Project Supervision', 'Civil Engineering', 'Electrical Systems', 'Quality Assurance']","Engineering, Manufacturing and Construction",,,,[],False,,,0,2025-04-27 19:18:47.443988+00:00,2025-04-27 19:18:47.443988+00:00
325ef732-455a-5367-a55a-895e829561b3,8788cdc4-dbae-5349-9d75-66835cf16a17,Ministry of Gasabo,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Gasabo,hybrid,2024-01-11,2026-05-30,False,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2025-06-27 19:18:47.443988+00:00,2025-06-27 19:18:47.443988+00:00
cbaffca9-6177-534f-b164-b71c178079c7,1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,Rwanda Umujyi wa Kigali,,Education Assistant,full-time,Kicukiro,hybrid,2024-09-05,2026-06-03,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-12-14 19:18:47.443988+00:00,2024-12-14 19:18:47.443988+00:00
c1a48b57-f2de-5986-8466-ceb5bc91fea4,5f4feab3-4390-5a33-931d-3f2ae4e3cff5,District of Iburengerazuba,,Business Assistant,full-time,Nyamasheke,onsite,2025-09-01,,True,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2026-02-04 19:18:47.443988+00:00,2026-02-04 19:18:47.443988+00:00
3af427d1-2dbd-5456-a11e-dc786564abb1,72721398-88b7-5eda-82ab-b3bf155c5aaf,Rwanda Kicukiro,,Natural Sciences Assistant,full-time,Kicukiro,hybrid,2025-04-09,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-04-13 19:18:47.443988+00:00,2025-04-13 19:18:47.443988+00:00
38de0182-eaa8-50cb-a1d3-81b4da03ddf4,77788349-ed3e-5af4-adfa-7a178e766a90,Ministry of Iburengerazuba,,Natural Sciences Assistant,full-time,Rubavu,hybrid,2024-03-22,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-06-08 19:18:47.443988+00:00,2025-06-08 19:18:47.443988+00:00
5742a2bd-e384-560a-9c16-53032a03b0a8,9c1602b0-fa6d-5897-b2fd-1453b9a658da,District of Umujyi wa Kigali,,Business Assistant,full-time,Nyarugenge,hybrid,2025-04-15,2026-06-06,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-07-14 19:18:47.443988+00:00,2025-07-14 19:18:47.443988+00:00
474d5cde-9b4d-55d6-8f00-d5bac43cfd62,d67490ba-677c-5688-971d-7253dea1ecda,Rwanda Amajyepfo,,Officer Assistant,full-time,Huye,onsite,2025-06-02,2026-05-25,False,"Worked as Officer Assistant, contributing to departmental operations.",,,,,,,[],False,,,0,2024-07-17 19:18:47.443988+00:00,2024-07-17 19:18:47.443988+00:00
fffe8690-642c-5b73-9682-391d636e964c,616e3673-5a6b-5217-8989-fefa455de460,Ministry of Kamonyi,,Information and Communication Technologies (ICTs) Assistant,full-time,Kamonyi,hybrid,2024-11-23,2026-06-01,False,"Worked as Information and Communication Technologies (ICTs) Assistant, contributing to Information and Communication Technologies (ICTs) operations.",,"['Python', 'JavaScript', 'SQL', 'Network Administration', 'System Administration', 'Cybersecurity']",Information and Communication Technologies (ICTs),,,,[],False,,,0,2024-11-04 19:18:47.443988+00:00,2024-11-04 19:18:47.443988+00:00
eb4c3915-e59c-5c4e-8dcb-41b2ab089b7b,a14cc9c3-52d0-5aac-a4b1-68d5a12acb93,Ministry of Amajyepfo,,Education Assistant,full-time,Nyamagabe,hybrid,2024-09-07,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2026-04-06 19:18:47.443988+00:00,2026-04-06 19:18:47.443988+00:00
ecaa4513-dc12-5dca-9e6b-a7f81f2c6a3e,4db0e1d7-ae2f-5106-a813-693a45019861,District of Rusizi,,Business Assistant,full-time,Rusizi,onsite,2025-10-27,2026-05-22,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2026-03-09 19:18:47.443988+00:00,2026-03-09 19:18:47.443988+00:00
f03a31be-c21d-5431-a701-34b14f27dae4,63ed151b-e766-58f8-91d5-7b04207c32a4,District of Iburengerazuba,,Education Assistant,full-time,Nyamasheke,onsite,2025-03-15,2026-06-15,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2026-04-21 19:18:47.443988+00:00,2026-04-21 19:18:47.443988+00:00
c79d461a-ea11-55d8-87c5-315929182a57,5d58f349-2dd6-5ce2-b5fb-3fd22293e613,District of Amajyaruguru,,Business Assistant,full-time,Gakenke,onsite,2024-10-20,,True,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-04-02 19:18:47.443988+00:00,2025-04-02 19:18:47.443988+00:00
fd6815c8-899f-56f5-80fe-a222702cc464,23a3b3c0-6e71-5262-a817-e8472e0e587b,District of Amajyaruguru,,Education Assistant,full-time,Gakenke,onsite,2025-01-09,2026-05-29,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-12-10 19:18:47.443988+00:00,2024-12-10 19:18:47.443988+00:00
b579bd21-8edf-593c-bd15-a32898609ad1,453bd27d-9ff2-5e79-a427-ca5b38e7cc55,Rwanda Karongi,,Natural Sciences Assistant,full-time,Karongi,onsite,2024-12-28,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2026-04-15 19:18:47.443988+00:00,2026-04-15 19:18:47.443988+00:00
8b86c811-9e65-565b-8028-8660f0e32c57,55ec9c44-5642-5e20-9298-62c2087c99a1,Ministry of Umujyi wa Kigali,,Services Assistant,full-time,Gasabo,hybrid,2024-11-24,,True,"Worked as Services Assistant, contributing to Services, Tourism and Hospitality operations.",,"['Customer Service', 'Hospitality Management', 'Event Planning', 'Tour Guiding', 'Front Office Operations', 'Food & Beverage Service']","Services, Tourism and Hospitality",,,,[],False,,,0,2024-08-26 19:18:47.443988+00:00,2024-08-26 19:18:47.443988+00:00
f01730b2-63aa-5cad-be6c-06c8e862009a,b7044f0d-babb-5f5f-b9b3-5886457875aa,Rwanda Ngoma,,Business Assistant,full-time,Ngoma,onsite,2025-08-14,2026-05-24,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2024-12-05 19:18:47.443988+00:00,2024-12-05 19:18:47.443988+00:00
579e5ebf-00bd-5d22-85fe-10350398cb6c,56639c87-e042-5cb0-8091-01455292e5c0,Ministry of Ngororero,,Natural Sciences Assistant,full-time,Ngororero,onsite,2025-10-04,,True,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-09-16 19:18:47.443988+00:00,2025-09-16 19:18:47.443988+00:00
5f37c78e-178f-5695-ba7a-6c23af79b9bc,90157705-35cf-5605-a4f4-f46b8831311f,District of Iburengerazuba,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Rusizi,onsite,2024-04-23,2026-05-14,False,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2025-09-11 19:18:47.443988+00:00,2025-09-11 19:18:47.443988+00:00
b36e9d5e-6d01-5025-997f-607abd7d32fe,a5c730a1-cddb-52e6-be44-8c238c612911,Ministry of Karongi,,Business Assistant,full-time,Karongi,onsite,2024-10-02,,True,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2025-06-21 19:18:47.443988+00:00,2025-06-21 19:18:47.443988+00:00
b3266c20-7254-5a96-ac5a-3f3ef977fe58,36497659-34cc-5b99-a446-e33b1b207ead,Ministry of Amajyepfo,,Education Assistant,full-time,Nyamagabe,onsite,2025-08-06,2026-06-13,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-09-12 19:18:47.443988+00:00,2024-09-12 19:18:47.443988+00:00
feccfa56-a816-56d7-8c1b-8f0295694132,2cea02c1-1cde-5b24-bb3b-519ec0d65865,Rwanda Rusizi,,Arts and Humanities Assistant,full-time,Rusizi,onsite,2024-07-01,,True,"Worked as Arts and Humanities Assistant, contributing to Arts and Humanities operations.",,"['Creative Writing', 'Content Development', 'Translation', 'Public Speaking', 'Cultural Research', 'Editing']",Arts and Humanities,,,,[],False,,,0,2025-01-02 19:18:47.443988+00:00,2025-01-02 19:18:47.443988+00:00
b103a0c3-7c17-565c-ba7a-b66f643883fc,cd59ed74-4849-5af7-bd0d-b4eac5fc67ea,District of Kamonyi,,Education Assistant,full-time,Kamonyi,onsite,2024-05-02,2026-05-15,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-11-10 19:18:47.443988+00:00,2024-11-10 19:18:47.443988+00:00
c9272dd2-2ea1-5930-972c-f6fcfd785fd8,cb1636c2-264d-5ea0-8892-ed4ab8faff86,District of Musanze,,Agriculture Assistant,full-time,Musanze,onsite,2024-04-02,,True,"Worked as Agriculture Assistant, contributing to Agriculture, Forestry, Fisheries and Veterinary operations.",,"['Crop Management', 'Animal Husbandry', 'Agribusiness', 'Soil Science', 'Veterinary Care', 'Irrigation Systems']","Agriculture, Forestry, Fisheries and Veterinary",,,,[],False,,,0,2025-07-17 19:18:47.443988+00:00,2025-07-17 19:18:47.443988+00:00
d3a123fc-624e-5ebc-aeb0-89d046098921,ea8d8856-aa04-58b3-b6f6-b027ca9ef761,Ministry of Iburengerazuba,,Education Assistant,full-time,Rusizi,onsite,2025-01-03,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-08-02 19:18:47.443988+00:00,2025-08-02 19:18:47.443988+00:00
b949df7d-677f-5671-9da0-11feb5c6a919,8220223e-ea8b-556b-81ec-81c0f713f9eb,Ministry of Nyabihu,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Nyabihu,hybrid,2024-10-08,,True,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2025-11-02 19:18:47.443988+00:00,2025-11-02 19:18:47.443988+00:00
45793f35-8313-56f2-9f6d-9136182d02d0,06ec1359-a9df-566a-85f4-90eb03710841,Rwanda Karongi,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Karongi,onsite,2024-01-27,2026-05-16,False,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2025-05-21 19:18:47.443988+00:00,2025-05-21 19:18:47.443988+00:00
155e660a-3b6b-5a5f-8278-197d1fa2140a,67699c96-b2a5-5341-bd91-ae711104630c,District of Amajyaruguru,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Gakenke,onsite,2024-11-01,,True,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2025-12-10 19:18:47.443988+00:00,2025-12-10 19:18:47.443988+00:00
be8fc8c1-aa9c-5a3b-ab62-1fe0b7e179ea,a530fac1-cb9d-5ed4-a5a6-12d9c723378f,Rwanda Umujyi wa Kigali,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Gasabo,onsite,2025-03-14,,True,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2026-02-10 19:18:47.443988+00:00,2026-02-10 19:18:47.443988+00:00
0822ec27-3833-5f75-b9f7-69401459b0eb,cf3b5ecb-02c2-5c38-804c-bab717226e02,District of Gakenke,,Natural Sciences Assistant,full-time,Gakenke,hybrid,2025-07-15,2026-06-08,False,"Worked as Natural Sciences Assistant, contributing to Natural Sciences, Mathematics and Statistics operations.",,"['Statistical Analysis', 'Data Analysis', 'Laboratory Techniques', 'Research Methodology', 'SPSS', 'R Programming']","Natural Sciences, Mathematics and Statistics",,,,[],False,,,0,2025-04-04 19:18:47.443988+00:00,2025-04-04 19:18:47.443988+00:00
14dc9f03-e49c-5e9c-b7b8-943f8be82f7c,4f2850a0-7d97-5620-b75e-b150ba2daef4,Rwanda Bugesera,,Business Assistant,full-time,Bugesera,onsite,2024-03-18,2026-06-07,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2024-08-09 19:18:47.443988+00:00,2024-08-09 19:18:47.443988+00:00
9a0a127e-ad39-59e5-9657-d8a49a392d4c,e5e55489-2c6d-5d9f-bbe8-ca1fc8b7e34e,District of Karongi,,Business Assistant,full-time,Karongi,onsite,2025-07-14,2026-07-03,False,"Worked as Business Assistant, contributing to Business, Administration and Law operations.",,"['Project Management', 'Financial Analysis', 'Contract Law', 'Public Administration', 'Policy Analysis', 'Procurement']","Business, Administration and Law",,,,[],False,,,0,2026-03-05 19:18:47.443988+00:00,2026-03-05 19:18:47.443988+00:00
2d074c63-7944-5f0b-a2a5-8e7e53c77732,9b74b327-f1e2-51e8-a1d3-d45fe32b23a7,Rwanda Iburasirazuba,,Health and Welfare (Health and Medical Sciences) Assistant,full-time,Kayonza,hybrid,2024-06-17,,True,"Worked as Health and Welfare (Health and Medical Sciences) Assistant, contributing to Health and Welfare (Health and Medical Sciences) operations.",,"['Patient Care', 'Clinical Assessment', 'Public Health', 'Medical Records Management', 'Nursing Procedures', 'First Aid']",Health and Welfare (Health and Medical Sciences),,,,[],False,,,0,2024-08-20 19:18:47.443988+00:00,2024-08-20 19:18:47.443988+00:00
a09b050e-9f1d-513e-ad8d-a1d6143a3947,5d149b87-4454-5b94-8666-63a1c16f68c1,District of Iburasirazuba,,Education Assistant,full-time,Bugesera,hybrid,2025-09-15,2026-05-25,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-07-08 19:18:47.443988+00:00,2025-07-08 19:18:47.443988+00:00
b51a7053-7d93-5a85-9c8b-2032f4c13e46,5734f550-302a-50e5-820f-eed502ef5ba1,Rwanda Umujyi wa Kigali,,Education Assistant,full-time,Kicukiro,hybrid,2024-03-25,2026-06-08,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-05-13 19:18:47.443988+00:00,2025-05-13 19:18:47.443988+00:00
0682df4f-2250-52bc-8756-09b94849515e,f9f25289-1edb-5efe-8586-79f181e0c16e,Ministry of Iburasirazuba,,Education Assistant,full-time,Gatsibo,onsite,2024-12-29,,True,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2024-09-30 19:18:47.443988+00:00,2024-09-30 19:18:47.443988+00:00
2d96fb24-770e-5215-b468-9559bb15942e,3a0483ed-c766-52d1-9a6e-26a4260edaa8,Rwanda Kayonza,,Education Assistant,full-time,Kayonza,onsite,2024-12-07,2026-07-03,False,"Worked as Education Assistant, contributing to Education operations.",,"['Curriculum Development', 'Classroom Management', 'Lesson Planning', 'Educational Assessment', 'Pedagogy', 'Special Needs Education']",Education,,,,[],False,,,0,2025-05-08 19:18:47.443988+00:00,2025-05-08 19:18:47.443988+00:00
