id,job_id,previous_status,new_status,changed_by,reason,created_at
9a51168a-bc59-5e06-952e-5b9202d609ef,e3f37af6-45d0-57e4-bfc4-6288a77e1167,draft,active,,Job posted,2026-07-21
eb318743-fdeb-5df7-bbb3-384b51553b6e,a74d60f9-f848-503f-839b-09ba40922e00,draft,active,,Job posted,2026-09-27
470ce7d4-a999-560b-b438-22ac21ee8e4d,0e9db692-97cf-5539-9fb6-a58590ced93b,draft,active,,Job posted,2026-09-07
3a77449b-9d76-5d3d-93e2-c1ae31e69535,ac41f38a-e36c-5c6c-9855-0e40c21d9cfe,draft,active,,Job posted,2026-10-13
ba752aaa-9f00-556f-9eb0-5151140cf57a,382345ab-17df-5a42-aa18-1c93066c4f2e,draft,active,,Job posted,2026-10-19
f232b87e-7a59-5b13-844e-0f04de0aa667,25f45eac-87d9-5dd1-98d3-7c88153fdd5d,draft,active,,Job posted,2026-06-14
99d7cbf1-4f7b-5827-80d4-8374bf64431c,d09e0b99-1050-5b6d-8515-86fd52e91926,draft,active,,Job posted,2026-09-09
d35476de-2eaa-5220-9553-04e48e5debcd,042f9b04-a117-5ea7-9bd5-11b86b5690e4,draft,active,,Job posted,2026-07-03
370b152a-24fc-5af3-a359-94d70a86267f,e3bb9e29-4e36-5fc3-822f-86b1f59b48c1,draft,active,,Job posted,2026-08-14
d13be12a-aeb5-51aa-8e73-300533d56b36,13c89a2c-e1ec-5c90-973e-1b3ff4d3dcec,draft,active,,Job posted,2026-07-08
f1df6a33-79c0-5d59-aaf0-fb869c3a5d3d,cb9837c0-9d39-5857-a972-c05e621f960e,draft,active,,Job posted,2026-09-23
0a11f973-2ae8-54ac-91b5-825e2960e590,85f3d144-a1a6-5368-99df-66bc70d4dc26,draft,active,,Job posted,2026-06-19
4f021e86-7024-5d17-9643-c0573af5f5e6,6ca9a8e0-d16c-58c9-99d5-d612b2151ac4,draft,active,,Job posted,2026-09-06
1a0cb8d6-c884-53dd-937d-553d910f4136,fa6a283e-3625-5944-9c5f-1881f35641d1,draft,active,,Job posted,2026-06-19
7ec06398-002f-56e7-93d8-947ab24f3528,4bc44574-23f8-5bdc-bca6-1f767687ea57,draft,active,,Job posted,2026-06-12
da203a68-a3f6-5290-adf5-68b124cf3f47,94fbf871-2a77-5bd0-a0bf-127e2ae5a07b,draft,active,,Job posted,2026-10-31
89a59ce9-fbb2-5159-8233-4c8f9abd40ed,0cd8c83b-a3d3-59bc-b4c4-057d9fccdae7,draft,active,,Job posted,2026-07-03
47088b56-e73d-5fe7-93d2-dcc8e67fa9bd,0246a50a-8f2c-55a4-824f-2d4df0741504,draft,active,,Job posted,2026-09-23
29225bc5-99fc-5a38-8c73-43f54e738ad1,6bd29056-71f3-513f-80d9-10b0d9f20faa,draft,active,,Job posted,2026-10-18
97765357-1fec-50a6-af97-e6d806b4aaaa,da4cd921-6d35-5570-989d-5713d63ae90c,draft,active,,Job posted,2026-10-02
d5211e16-18ab-5520-b943-8dcebefedb32,8e5fa711-ef42-522e-97e6-cb5957f312f9,draft,active,,Job posted,2026-09-05
bf2e9ea6-331b-583a-b768-16e0373a57d9,84c50095-2c5e-5015-993e-ac5221128b3c,draft,active,,Job posted,2026-09-15
44971778-a044-5ac8-b084-2457036c195b,d66beca2-2923-59af-84fb-c720c4f3fe81,draft,active,,Job posted,2026-06-05
a886e904-34c1-51cb-9784-001895ef9217,6c0afb75-d666-561d-a25e-d82746b8888c,draft,active,,Job posted,2026-06-25
1403fa18-39ff-57f3-bdca-08be81e59618,d551b929-ef0f-5bba-823c-21fa62827b21,draft,active,,Job posted,2026-10-18
4871ee18-9f86-5370-9dcc-605ce2ae29aa,895c2641-bb8a-5146-bf2b-32b172addc54,draft,active,,Job posted,2026-10-20
d1680c0d-a84b-55bd-98cc-084df9ebd461,6ba5bbd0-a0af-5e6e-80fa-f4f7ff20cd0b,draft,active,,Job posted,2026-09-20
7dc9c063-fa7b-50fa-ae05-151d59030c5d,0a2352e0-f8ad-55b4-a2ca-7e174588158e,draft,active,,Job posted,2026-07-14
05adf01a-e3f1-50e0-b73f-3b21a1532b0d,552d42d2-288b-585e-91bc-e504881ab29a,draft,active,,Job posted,2026-06-02
244c5bf6-7e58-5403-a07f-db529f814123,175fcf18-2b4c-5c2b-ae8c-06ab35d22853,draft,active,,Job posted,2026-07-29
5f75cbbe-0399-5eb7-b7ca-51fa5c2f7b2f,87067eb5-0210-5389-b04b-9147d600df05,draft,active,,Job posted,2026-07-29
4b4b127d-82c7-53d3-b80b-e44c27dcac33,bebd2ee7-5356-533e-97b0-be32322d6f3b,draft,active,,Job posted,2026-10-17
87044906-bbaa-559a-b133-97f12b164c33,b19c9b94-fda6-52fa-8fad-8afca74c5923,draft,active,,Job posted,2026-09-17
a96cdbb5-8d3f-51b6-bb48-6c312c863237,0e9cfc23-b00c-547a-81a1-97b07f50a1dc,draft,active,,Job posted,2026-08-20
c644eff9-b589-5d94-b885-f7155a71359a,c00fe84d-3234-5a70-92c2-9034b26a5c08,draft,active,,Job posted,2026-10-16
8c33ae22-aaef-5988-8d28-1761f0e22537,1de3a757-d724-5f9e-bccb-41e6efe54e31,draft,active,,Job posted,2026-09-01
dd07cddc-24f1-59d0-9807-7af6cb58cc0c,6627a901-9123-5897-9c09-fd5620b12264,draft,active,,Job posted,2026-07-29
b912b6cd-6b62-5045-8eea-f1f78bfcd471,495a46d1-5fb9-5c7d-9273-f130cdbc9d95,draft,active,,Job posted,2026-07-29
ea64fde2-a24f-5163-8325-a3fdb99a6ac6,90046556-0edd-50ec-b0bd-9a4562cdb5e6,draft,active,,Job posted,2026-09-08
33ce19e2-440e-5f3b-b9c3-d181e9bdee83,70647004-cf94-5075-b9b3-c74540951f66,draft,active,,Job posted,2026-10-15
1a2769a5-f45d-500f-8dee-8755aae9b090,3873793d-058d-54c9-a68c-b6fdbac9b504,draft,active,,Job posted,2026-09-06
ff15c8ec-fa5e-5730-8a68-cf9b00785b01,a30c4b9a-3dcc-51fd-8183-0d1da08a2849,draft,active,,Job posted,2026-07-26
267ac21a-8cb5-5107-8d26-84e23ba2ab62,64414f1a-ef27-5a4f-9aa3-aec1caf05bd5,draft,active,,Job posted,2026-10-03
d31c61c5-8ab3-5e0a-b44a-2dc86d74fa47,23e11a1e-f0a3-562f-9a22-a4cb6ac7a29b,draft,active,,Job posted,2026-09-24
38fcd2c0-0cd7-511c-83f1-470e84b803b9,06606814-1623-5b6d-9877-613469492ff1,draft,active,,Job posted,2026-06-18
a3fd6c2f-c3b0-5915-9399-a0401a68e843,93855345-7688-5f8b-85d0-4a17ed5bb6c9,draft,active,,Job posted,2026-06-15
1f80b62c-836a-5a78-9dd7-cb062d0113bd,39be39c4-03ec-5b64-b25a-6c80d6aa53ce,draft,active,,Job posted,2026-06-27
8ca2223a-8a49-51af-b4b4-17d6b8ae6406,946a4036-d7aa-55f4-9a6b-a65da5e0ecba,draft,active,,Job posted,2026-06-02
2bb721ae-67b1-525f-8ae0-dc61dd5a706e,32fb89f9-7b51-5d2d-9498-bda7f3131a0c,draft,active,,Job posted,2026-10-26
c884ffce-09a3-5f6a-81a9-84fe6837b927,ea54ce8b-2133-5658-b201-33dc588977f7,draft,active,,Job posted,2026-07-10
6ae832f5-805b-5ce8-bdf2-a85ea9a405a0,0ed86420-ab22-565c-afb8-2c89cbaf952e,draft,active,,Job posted,2026-10-03
77485da2-7d49-51c6-86ec-a86b6c81c346,48c1d3e9-31c3-53af-b497-6d96864dd6f3,draft,active,,Job posted,2026-07-30
40155fcd-51f5-5ecd-a8a3-0982040b117f,1b72da55-0938-522d-a931-98d7663a547a,draft,active,,Job posted,2026-10-28
548de072-d2bc-5df8-b7ef-22c2b5d950fa,a8c62b80-b265-50d8-9374-377e12be8e0c,draft,active,,Job posted,2026-10-15
4593f5fb-784c-5287-8c78-f9f94e78e18c,522c7030-cbef-5004-ba12-f01d2cc32ec2,draft,active,,Job posted,2026-09-06
a4eeafce-853c-5322-bc03-9be802744c89,fe66fb50-48ae-5303-a3c3-e90750efb78d,draft,active,,Job posted,2026-06-08
389f202d-aab0-5e86-a310-39c69bbef4a2,91885de9-12a6-58fe-81c2-0d194cb83ab0,draft,active,,Job posted,2026-07-12
c697f149-2a07-577a-aa0f-665199d5e2cf,975d44a8-59d9-590d-a4eb-e7052749af4b,draft,active,,Job posted,2026-10-25
2642f335-73e7-5dfb-b988-9c12e19ffe3c,447ff3dc-0b12-5ab5-b318-a7c5430daa7d,draft,active,,Job posted,2026-06-14
f41469e0-55ce-519a-8de4-840e89756d72,4ec094bd-5d47-5062-b859-6095e0abccf3,draft,active,,Job posted,2026-09-01
4c73b1a5-5383-5b6b-9b4f-5f04528544b5,112a855d-d1f4-55af-ab88-f60b02efcd1f,draft,active,,Job posted,2026-06-04
4be4590a-43cf-54b1-8179-c9dafc73f3ce,b0b77da8-343b-5235-aeee-8e4412cdd972,draft,active,,Job posted,2026-06-09
3eba4655-8a35-5c39-9a8c-380d9cc3b00f,c916fcfa-9518-5f37-865b-0ef9433a1ed5,draft,active,,Job posted,2026-08-24
89fdbc3d-f2ca-5449-8701-1abca292f760,2cf0e239-e069-5272-9654-615105a7b92d,draft,active,,Job posted,2026-07-01
9a07e8e6-c7d7-53a5-9bb0-f9d0d6c6e815,714fcf05-1e96-55ea-93e1-9aa532d69415,draft,active,,Job posted,2026-07-05
