candidate_id,job_id,score,computed_at
699e4796-6de9-5f71-8105-732087082c69,39be39c4-03ec-5b64-b25a-6c80d6aa53ce,66.41,2027-01-14
699e4796-6de9-5f71-8105-732087082c69,bb17d56b-2ab2-5701-ab4d-57c9d55f496d,42.43,2027-01-12
699e4796-6de9-5f71-8105-732087082c69,bf83745d-b856-5f59-974a-8e4da92e46ac,56.81,2027-01-13
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,e8355115-47b7-5854-8a27-3affcaf4ac75,79.27,2026-07-08
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,f3e195b8-eb92-56ef-8d2c-8f7ce9e2c271,76.33,2026-07-05
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,a1e48a73-ff83-5259-bdce-afd0c601c5f0,44.26,2026-07-04
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,43b9e744-6efb-5fbe-ab82-55a837a6bd0f,63.09,2026-07-05
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,dd44e20c-2f41-5469-92a7-97298c148925,37.74,2026-07-08
f16da7fd-15f1-5698-8524-3c7ed9a5c2ae,5822c35d-2ca8-5556-8bc9-0b725e2588af,40.89,2026-07-12
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,27b03501-651b-5ba4-8d64-275d05c90598,50.96,2026-06-29
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,4c087f6a-031d-5a43-a84a-461c6ffb770d,58.26,2026-07-03
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,d5877f34-227a-5a37-a77f-54a8d4f83ac8,76.74,2026-07-05
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,b870cd2e-8ff9-5654-940f-eaef91314196,63.49,2026-07-03
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,95a643ad-4073-530c-9f77-2374c95f40e9,41.93,2026-07-02
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,bb4c7d81-229a-53f5-b7e4-2ad41f0b754f,36.54,2026-06-28
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,477f46f2-5939-5acb-b2ba-39f1d892fe8e,45.0,2026-07-03
e0c93055-f8ed-556d-8460-ef7f7e5ff05c,c439b108-8d03-5fc5-a9c7-37dfeca38be7,76.45,2026-07-07
db4ca672-654d-55a7-b046-c556d13d7060,042f9b04-a117-5ea7-9bd5-11b86b5690e4,51.91,2026-06-06
db4ca672-654d-55a7-b046-c556d13d7060,d30e993d-3c20-5c43-a354-b718fd3ef6d6,65.18,2026-06-05
db4ca672-654d-55a7-b046-c556d13d7060,b4c52318-cb52-5bf9-af37-0972c6735340,79.19,2026-06-04
db4ca672-654d-55a7-b046-c556d13d7060,d7ff3840-9354-5f9b-b760-f25f4660954e,56.45,2026-06-04
db4ca672-654d-55a7-b046-c556d13d7060,d66c1815-37ba-519b-97e6-fc1bdc39a947,70.86,2026-06-10
849b9ef0-901c-57a0-b49a-59899000c9d6,d9484b77-fbe3-5448-8b3a-9df1e974cdc5,40.18,2026-09-16
849b9ef0-901c-57a0-b49a-59899000c9d6,580cdf68-d05f-5e9b-a3db-852fc98e269e,72.65,2026-09-18
849b9ef0-901c-57a0-b49a-59899000c9d6,919c26e8-e32f-53de-a0e9-8831a58041b5,54.43,2026-09-26
849b9ef0-901c-57a0-b49a-59899000c9d6,dcbe3b7e-84cb-5030-9435-fdfb048694b3,34.61,2026-09-20
849b9ef0-901c-57a0-b49a-59899000c9d6,1678b04a-31c5-53ce-96af-f03bb49aea71,71.47,2026-09-26
849b9ef0-901c-57a0-b49a-59899000c9d6,3594f3ef-ef04-5114-9976-9c88aa933bd4,30.18,2026-09-24
849b9ef0-901c-57a0-b49a-59899000c9d6,66e0ae0a-31f3-5826-8655-6a3176c4d81d,61.86,2026-09-22
849b9ef0-901c-57a0-b49a-59899000c9d6,c30bd990-db8c-5ec3-8c3b-b590c57b7cbd,38.08,2026-09-19
584d3da6-8410-584a-ba90-ad011fcd27e2,a7500658-e70c-5d78-bf69-1278f8580ccb,32.09,2026-07-25
584d3da6-8410-584a-ba90-ad011fcd27e2,0bc1acc4-6937-5c3e-a4db-4cf8ae37b644,74.95,2026-07-30
584d3da6-8410-584a-ba90-ad011fcd27e2,37849706-d245-5e02-850b-0c6edfa06324,74.95,2026-07-27
584d3da6-8410-584a-ba90-ad011fcd27e2,1ed45878-51ff-5e6c-b4e6-8b9324f9525d,64.1,2026-07-20
584d3da6-8410-584a-ba90-ad011fcd27e2,45981540-a6bf-58ba-bf3e-f7c051533183,35.14,2026-07-22
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,684e387d-ad2b-51c4-a07b-32d68fd74f09,73.61,2026-10-01
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,29a6f946-00bb-55ee-807a-df5b6e2cc921,41.12,2026-10-01
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,40f6c07b-0fbc-574f-888c-577332c9df77,47.48,2026-10-05
ae87805d-e295-5c84-9c0d-b6deaf09c4fd,3d1dafa6-ed12-55f3-bc65-dae8562932ca,41.15,2026-09-28
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,a86d3b7d-258b-54fa-92e0-34bf20a76a11,59.03,2026-06-03
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,55225d7b-bd27-5a29-949d-1dc481966043,31.91,2026-05-29
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,a8fa6d65-c630-5014-9cb0-820be9c489fb,51.73,2026-06-02
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,37a9e048-d81b-5f4a-abf8-02504dadd5cb,51.82,2026-05-30
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,483e0bb5-ac5d-5934-a51e-c40ffe96422e,35.78,2026-05-29
26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,895c2641-bb8a-5146-bf2b-32b172addc54,39.5,2026-06-07
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,a2938814-452d-554b-b41b-d279ee2a465e,57.72,2026-11-11
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,c9b936bd-8cf5-5ce8-8516-d9d2c56347e5,51.02,2026-11-08
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,05188ffd-501b-5124-8078-302fc43dd925,63.87,2026-11-12
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,e9a4a726-1a0d-50f4-9fb6-b39b34f38f82,60.78,2026-11-10
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,feb12cf6-d2c2-55d0-862c-72963d8f86ef,50.3,2026-11-14
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,78d5988e-dc9a-5fa7-980c-f7a4b59c3b80,45.19,2026-11-11
e1e1c6c7-57eb-55d3-9140-9e222abf0e06,94ec8306-810b-57ad-ae51-479cbf89afcb,51.49,2026-11-05
766a6513-ea03-5835-8f15-980e717a5d5e,27b03501-651b-5ba4-8d64-275d05c90598,41.23,2026-10-11
766a6513-ea03-5835-8f15-980e717a5d5e,d6c5aef1-8281-5395-9a19-6bdb8ace1a4c,65.16,2026-10-14
766a6513-ea03-5835-8f15-980e717a5d5e,d49363c2-c34e-51eb-8b65-8e5abb594864,42.24,2026-10-07
07e25ff9-85a0-5c70-833e-12301b4657b0,3568a0d6-b63e-5b94-8ae6-1f4d76cb6405,68.92,2026-07-01
07e25ff9-85a0-5c70-833e-12301b4657b0,389a48d3-0b92-5440-884f-9300f344c472,38.79,2026-06-26
07e25ff9-85a0-5c70-833e-12301b4657b0,b0e71a91-900c-57b0-963d-7a26a062b4d2,53.23,2026-06-26
07e25ff9-85a0-5c70-833e-12301b4657b0,8b5161e7-ba4d-5f5d-b9a3-d540d4dbd40e,42.46,2026-07-03
07e25ff9-85a0-5c70-833e-12301b4657b0,9b15dd33-cf40-56a1-99f9-b917d6ffcee6,52.82,2026-06-27
07e25ff9-85a0-5c70-833e-12301b4657b0,c916fcfa-9518-5f37-865b-0ef9433a1ed5,63.38,2026-06-26
d9297203-003a-5a22-80a6-868ca1c822cd,38beb0af-e462-5403-8a9a-1792ab7c039e,44.29,2026-07-17
d9297203-003a-5a22-80a6-868ca1c822cd,98da2d36-fe8a-59a6-b691-69fe3be42aae,46.79,2026-07-13
d9297203-003a-5a22-80a6-868ca1c822cd,8ecd6dd5-e86e-5daf-85b1-a1c168a8017e,34.03,2026-07-19
d9297203-003a-5a22-80a6-868ca1c822cd,6b9e5108-ff4c-5567-b2ec-e619c131153e,41.56,2026-07-19
d9297203-003a-5a22-80a6-868ca1c822cd,7b77f29a-cd36-58cc-a7f4-689d9f5bcc67,65.32,2026-07-20
d9297203-003a-5a22-80a6-868ca1c822cd,6da5dc99-90df-504e-ad15-21ac8d9b153f,50.74,2026-07-16
42c6e91e-dfc5-5fe3-ae93-f74291317bab,8eb09303-2401-5768-90bc-dfb8747fafa7,54.28,2026-06-27
42c6e91e-dfc5-5fe3-ae93-f74291317bab,84dc855d-1ed1-584d-b84b-9f82dc86bc88,46.81,2026-06-23
42c6e91e-dfc5-5fe3-ae93-f74291317bab,2d48959f-5f81-5ae9-9b63-fdd309980665,69.91,2026-07-01
42c6e91e-dfc5-5fe3-ae93-f74291317bab,485906a9-2942-552a-8af0-b6022a34edb7,72.03,2026-07-01
5c1c5124-88b1-56ad-9abb-cf998a3709dd,6963cd16-fb0c-5959-b960-e587f66839ce,40.58,2026-10-02
5c1c5124-88b1-56ad-9abb-cf998a3709dd,0ed2f9c5-1a76-57fa-a180-cd28d3efaf5f,46.88,2026-10-01
5c1c5124-88b1-56ad-9abb-cf998a3709dd,133c285b-54b4-5331-b579-d5fb2dd3e78e,43.91,2026-10-01
5c1c5124-88b1-56ad-9abb-cf998a3709dd,e9a4a726-1a0d-50f4-9fb6-b39b34f38f82,42.61,2026-10-06
14b0e0c9-ee99-5444-917d-07c23af7ca52,2cd34ce1-5bd4-584f-b803-60eff93b58a0,68.34,2026-06-15
14b0e0c9-ee99-5444-917d-07c23af7ca52,b96f09b3-b7be-5617-bc08-f5d0a126f2c6,60.29,2026-06-16
14b0e0c9-ee99-5444-917d-07c23af7ca52,5c19cbcb-e7b5-5e9b-a039-b6b1721fa43d,68.89,2026-06-15
9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,5cadb177-ffe9-5778-880e-f9c59645f468,56.64,2026-05-29
9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,7d8ef425-f3f3-5d22-8903-1c614dc7d612,48.53,2026-05-31
9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,9ecdf0ea-bf17-5311-8024-66e9ac69379f,62.38,2026-06-08
9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,1b8e92db-9f8e-574f-b12e-a0206401942a,72.48,2026-06-01
9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,d5b4199c-0ef6-5a30-a8cc-c2fa769d454f,35.28,2026-06-03
9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,b1d5a9b0-4144-5ebe-960a-b5f2afef2ed6,61.78,2026-06-01
9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,b0eb549e-d4c6-53d7-95d6-614fb3d70030,65.37,2026-06-02
9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,9a88fb4e-671a-5438-82cd-2013ad1cbea0,38.81,2026-05-31
d80e7af2-2423-5c47-9e22-b64afb796ab0,d7ab43d9-3d3a-5e76-a072-d6ee58394152,31.43,2026-10-16
d80e7af2-2423-5c47-9e22-b64afb796ab0,2ff94482-5d9c-559d-90c4-1a06d46ba552,39.09,2026-10-18
d80e7af2-2423-5c47-9e22-b64afb796ab0,6ebdcb55-d952-53ed-a2b2-5708f9ae32ab,47.74,2026-10-17
d80e7af2-2423-5c47-9e22-b64afb796ab0,e58c8acf-2fe9-59be-92a8-e2a903edf866,47.02,2026-10-12
d80e7af2-2423-5c47-9e22-b64afb796ab0,0dd89fc5-e3e2-55d8-8a9b-22aa108861df,65.06,2026-10-17
158d361b-4fe8-5c54-b5c9-303c2307890e,4b1242c6-a36d-5c9a-b037-40b94912f4c8,45.31,2026-11-29
158d361b-4fe8-5c54-b5c9-303c2307890e,2f6df205-0207-5255-b4dd-6335e4083a78,48.45,2026-11-30
158d361b-4fe8-5c54-b5c9-303c2307890e,af42ec8b-1e7a-5c80-b65a-b0aa2a0c6d3e,56.55,2026-12-02
158d361b-4fe8-5c54-b5c9-303c2307890e,aa0d0f4a-fd53-52f3-8d95-4edef2880e27,79.83,2026-11-30
158d361b-4fe8-5c54-b5c9-303c2307890e,26f3ce47-a7df-5623-b8e0-9e2cc3354a2b,46.54,2026-12-01
158d361b-4fe8-5c54-b5c9-303c2307890e,50cf8aa6-9748-5522-b80c-7e97581ad67a,43.55,2026-12-04
158d361b-4fe8-5c54-b5c9-303c2307890e,a752a5ee-0925-5ec0-834e-0595c3a6948e,41.53,2026-12-05
158d361b-4fe8-5c54-b5c9-303c2307890e,6b9e5108-ff4c-5567-b2ec-e619c131153e,45.78,2026-11-30
2261ff6f-ae11-571e-aeea-b9db69163a8b,483e0bb5-ac5d-5934-a51e-c40ffe96422e,78.71,2026-10-19
2261ff6f-ae11-571e-aeea-b9db69163a8b,191385f7-c32f-5161-b888-77b60db27963,44.61,2026-10-25
2261ff6f-ae11-571e-aeea-b9db69163a8b,563c8c5f-cc6f-5771-b999-c0280b3dda23,61.89,2026-10-20
f126b727-d2f1-5ba5-9197-60414fff32f4,25b942da-c0ef-5f91-b9dc-3235957fa991,42.62,2026-08-02
f126b727-d2f1-5ba5-9197-60414fff32f4,24b7047c-fc53-50d5-ba8a-5adaae7ea28c,35.7,2026-08-08
f126b727-d2f1-5ba5-9197-60414fff32f4,90c78483-7a1b-5532-a0e7-18260f365f93,50.04,2026-08-08
f126b727-d2f1-5ba5-9197-60414fff32f4,06551acc-7753-56a0-b7bd-bf9a95f890d8,58.85,2026-07-30
f126b727-d2f1-5ba5-9197-60414fff32f4,9df19267-40d0-55f3-96ed-19c7310a004f,32.68,2026-08-07
f126b727-d2f1-5ba5-9197-60414fff32f4,895c2641-bb8a-5146-bf2b-32b172addc54,70.56,2026-08-05
f126b727-d2f1-5ba5-9197-60414fff32f4,55225d7b-bd27-5a29-949d-1dc481966043,34.26,2026-08-06
61db6784-ae96-575b-88c5-15105050030b,0359a3a0-3acb-5dba-a9e2-e26735220b0b,61.28,2026-07-11
61db6784-ae96-575b-88c5-15105050030b,a51dc4bf-d515-5f13-bfd1-d3ff9a3b90df,63.02,2026-07-13
61db6784-ae96-575b-88c5-15105050030b,7317826d-5652-55de-8ede-0122f3520493,41.99,2026-07-07
61db6784-ae96-575b-88c5-15105050030b,24b7047c-fc53-50d5-ba8a-5adaae7ea28c,33.75,2026-07-15
61db6784-ae96-575b-88c5-15105050030b,e58c8acf-2fe9-59be-92a8-e2a903edf866,50.43,2026-07-06
61db6784-ae96-575b-88c5-15105050030b,f5e839f4-6025-55d8-a9f3-4d57f950ec10,53.5,2026-07-15
b1eac924-1fad-5254-91fb-634957ac90b4,214bbd10-9ce8-54df-ac43-f7f52fef8b8b,38.3,2026-07-10
b1eac924-1fad-5254-91fb-634957ac90b4,37849706-d245-5e02-850b-0c6edfa06324,59.75,2026-07-05
b1eac924-1fad-5254-91fb-634957ac90b4,17aff069-d0ae-5157-99d3-07deb374c04f,76.06,2026-07-07
b1eac924-1fad-5254-91fb-634957ac90b4,daba2253-ca5c-5dfd-8651-24c19df85e6b,36.22,2026-07-10
9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,477f46f2-5939-5acb-b2ba-39f1d892fe8e,41.45,2026-08-20
9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,d753e3af-2ec6-5060-a07b-bbca90ee0c36,71.8,2026-08-21
9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,bdf69159-54ce-559d-b6d3-694e8161bb10,59.36,2026-08-30
9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,f16a6b40-9dc7-55f3-b668-6f2c5549a9c6,79.98,2026-08-20
9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,50d4de6d-5a95-5fe0-96cc-2e6801355e6e,71.07,2026-08-21
9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,945d7256-91b7-56b6-98a5-60577ea72bd0,32.01,2026-08-28
9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,c439b108-8d03-5fc5-a9c7-37dfeca38be7,53.53,2026-08-20
079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,3edc65f6-13e0-5c91-95a3-736e527444c4,52.74,2026-09-17
079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,388c1b4b-9528-594b-a3c0-18b83cc7a490,42.62,2026-09-21
079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,4ad3d51f-7480-54b2-a8c3-6477a0a71fb1,78.51,2026-09-16
079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,587e6f6e-5075-5234-884a-db1540c440c6,73.25,2026-09-22
079e4f2b-e0f3-5e33-80a2-ddc0caa83bc5,7b77f29a-cd36-58cc-a7f4-689d9f5bcc67,62.88,2026-09-14
39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,d61f9029-c10f-5e32-aa55-5115857f0980,69.97,2026-06-20
39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,64a80101-c576-51aa-bc8a-a0b4ca8afadb,45.54,2026-06-22
39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,5d3661f3-2e8e-54aa-ac7c-95538d995bc9,57.61,2026-06-21
39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,a9cf9ffb-742f-5085-ade2-d15f470920ea,41.24,2026-06-21
39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,a533fa66-ad48-571b-9ddf-c7e5e927a779,53.07,2026-06-21
39f9a1cd-316f-5ecf-b04b-a5ab7f707e22,3d4cfee5-55b7-55da-a2e1-63943e87ba4b,62.39,2026-06-20
eab922d4-ef24-5688-89aa-3d986e67d923,95a643ad-4073-530c-9f77-2374c95f40e9,43.36,2026-07-08
eab922d4-ef24-5688-89aa-3d986e67d923,39b1d5cb-dc05-5c43-8efc-6e8bbdf38010,44.14,2026-07-04
eab922d4-ef24-5688-89aa-3d986e67d923,c439b108-8d03-5fc5-a9c7-37dfeca38be7,71.87,2026-06-29
eab922d4-ef24-5688-89aa-3d986e67d923,50d4de6d-5a95-5fe0-96cc-2e6801355e6e,79.95,2026-07-01
eab922d4-ef24-5688-89aa-3d986e67d923,d753e3af-2ec6-5060-a07b-bbca90ee0c36,73.26,2026-07-01
eab922d4-ef24-5688-89aa-3d986e67d923,bdf69159-54ce-559d-b6d3-694e8161bb10,56.93,2026-07-03
eab922d4-ef24-5688-89aa-3d986e67d923,9b7a0796-012c-5ece-9b94-672532ce4772,46.62,2026-06-30
a29dccca-a474-5e20-8f3a-d2d1df9095a9,d431fcc1-b573-528b-87ce-f9a55a972c31,55.11,2026-06-05
a29dccca-a474-5e20-8f3a-d2d1df9095a9,ff56de89-7d1d-5590-a6c4-faf67a905ecb,46.6,2026-06-13
a29dccca-a474-5e20-8f3a-d2d1df9095a9,3f76a9b3-ce7d-5413-880e-b2cd8aebbdf0,73.71,2026-06-07
a29dccca-a474-5e20-8f3a-d2d1df9095a9,761a831b-7acc-54da-948b-75a8b5147a04,34.99,2026-06-07
72d14430-eea0-5e27-a7ce-a8cede407870,780ee273-b08a-5e88-84cc-c72b3a03f495,61.56,2026-06-17
72d14430-eea0-5e27-a7ce-a8cede407870,7324fbe5-d7d0-548c-b4b5-7cd2757f5f80,79.87,2026-06-20
72d14430-eea0-5e27-a7ce-a8cede407870,235b6eb6-e5aa-57ec-8763-7156b14e2360,51.7,2026-06-20
72d14430-eea0-5e27-a7ce-a8cede407870,4b1242c6-a36d-5c9a-b037-40b94912f4c8,68.02,2026-06-20
72d14430-eea0-5e27-a7ce-a8cede407870,d199ed3f-36b7-54d3-8cf2-7c43a33fc0f2,52.18,2026-06-17
72d14430-eea0-5e27-a7ce-a8cede407870,942fe237-5efe-542e-8c63-35b8e115ca82,75.17,2026-06-21
72d14430-eea0-5e27-a7ce-a8cede407870,a5332159-255b-56e1-bdad-f83cb38c76e7,46.22,2026-06-21
72d14430-eea0-5e27-a7ce-a8cede407870,a288a5b5-f129-561f-9473-d91ca9758e90,44.67,2026-06-16
3c415019-b342-57c9-beb1-6150f494ee05,2d986f39-1fd7-5d72-8489-148deb5f9de7,68.89,2026-06-03
3c415019-b342-57c9-beb1-6150f494ee05,6f80deb2-3e9b-55d4-a328-db27823acb16,63.34,2026-05-31
3c415019-b342-57c9-beb1-6150f494ee05,1ae76987-0de9-5f73-8804-ccffd654df5b,75.06,2026-05-28
3c415019-b342-57c9-beb1-6150f494ee05,a8fa6d65-c630-5014-9cb0-820be9c489fb,57.33,2026-06-06
3c415019-b342-57c9-beb1-6150f494ee05,70e7beba-bda0-5e47-9c69-667cea21e705,52.09,2026-06-02
3c415019-b342-57c9-beb1-6150f494ee05,a905e1c3-60c6-5c8d-b4e1-b46604e6ffc8,79.38,2026-06-03
8788cdc4-dbae-5349-9d75-66835cf16a17,f840d991-e6de-56ac-a6e7-6f7f036130d5,58.3,2026-06-29
8788cdc4-dbae-5349-9d75-66835cf16a17,92118474-953d-5d70-adf0-c4afaa500043,68.92,2026-07-09
8788cdc4-dbae-5349-9d75-66835cf16a17,73115417-1b43-58fa-841b-7e4b187869e8,75.53,2026-07-02
1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,4cb08a0e-07e3-520c-946d-a714361246cb,69.43,2026-09-10
1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,9df57d9b-1df6-504c-ac61-8782ce88dea8,58.98,2026-09-08
1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,dd7d9eee-6fbd-504c-8e1b-905bc3b91231,34.51,2026-09-06
1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,b5db70d3-2db4-5d84-b764-75b1cca8c59b,46.34,2026-09-04
1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,84c50095-2c5e-5015-993e-ac5221128b3c,38.78,2026-09-08
1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,5a0fbc3f-5221-5ce1-b5cc-46cc15dfc40c,69.33,2026-09-05
1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,d3906c49-19ea-577c-9dfe-97582da76a2b,56.54,2026-09-06
1bb0dd66-2fec-533f-9fc7-9c9dffb67e83,a2938814-452d-554b-b41b-d279ee2a465e,71.52,2026-09-06
5f4feab3-4390-5a33-931d-3f2ae4e3cff5,c1d5ab53-aece-561e-9a60-e5157c09a774,69.53,2026-06-04
