id,job_id,user_id,application_number,status,current_stage,applied_at,updated_at,submitted_data,screening_answers,documents,notes,internal_notes,tags,rating,ai_score,match_score,match_details,withdrawn_at,withdrawn_reason,withdrawn_by,rejection_reason,rejection_details,source,source_details,referrer_id,metadata,interview_date,assigned_to,profile_data,feedback,deleted_at
1a98c208-11eb-553b-94fc-359788c691bb,22909852-84a7-56cb-b9da-f731f35c0cf6,135a8dd0-9b1c-5a5e-ac0a-33e052d5fb18,APP-2026-000014,shortlisted,shortlist,2026-06-22,2026-06-22,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
f70554a0-d2fb-52bc-9089-bd4188db9366,af7073d7-eebb-5d64-a1d7-ec4d199c0ac1,291953d0-3bee-5086-8bcb-3c62e7ba335f,APP-2026-000015,shortlisted,shortlist,2026-07-28,2026-07-28,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
49181594-b70a-5691-817c-5e12c7039398,191385f7-c32f-5161-b888-77b60db27963,135a8dd0-9b1c-5a5e-ac0a-33e052d5fb18,APP-2026-000016,shortlisted,shortlist,2026-07-26,2026-07-26,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
fdff1e86-1599-5273-afb1-a4117891adcb,e0225767-d94d-5ca3-b361-8fee0717de87,3c415019-b342-57c9-beb1-6150f494ee05,APP-2026-000017,shortlisted,shortlist,2026-06-07,2026-06-07,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
e37f0f26-1eaf-54de-88c3-2bbecdf52d65,37849706-d245-5e02-850b-0c6edfa06324,571f6edb-c721-5a5f-bce7-fead9ad0549e,APP-2026-000018,shortlisted,shortlist,2026-10-03,2026-10-03,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
673a32a0-2a17-56c3-8430-2e24c0e5e196,22909852-84a7-56cb-b9da-f731f35c0cf6,3c415019-b342-57c9-beb1-6150f494ee05,APP-2026-000019,shortlisted,shortlist,2026-06-26,2026-06-26,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
5162dae7-d0c3-566f-91d6-fd266e655215,b7961009-f133-538f-979a-7f5254609edd,571f6edb-c721-5a5f-bce7-fead9ad0549e,APP-2026-000020,shortlisted,shortlist,2026-06-11,2026-06-11,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
550a6e7d-2acc-51c4-89a0-14fe4f5494c2,22909852-84a7-56cb-b9da-f731f35c0cf6,66c9fc3f-ed10-5778-99aa-2d925575a38e,APP-2026-000021,shortlisted,shortlist,2026-06-27,2026-06-27,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
3264da69-7809-5377-a3f9-9c09a699ac13,6f169fc9-89f1-53ec-a256-b1cc44b85757,584d3da6-8410-584a-ba90-ad011fcd27e2,APP-2026-000022,shortlisted,shortlist,2026-10-16,2026-10-16,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
4fe9a1f4-cc83-5141-a571-d42492d16eec,b7961009-f133-538f-979a-7f5254609edd,eadf84c7-48f3-5ba3-abe9-7f06bd84491b,APP-2026-000023,rejected,closed,2026-06-15,2026-06-15,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
234b95f3-ee68-5070-8927-6e98a49d360c,2be25a58-26af-5dbd-9923-3516c0844cdb,3c415019-b342-57c9-beb1-6150f494ee05,APP-2026-000024,shortlisted,shortlist,2026-06-12,2026-06-12,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
3979943e-f3bc-5d53-8b9c-f0407cadbc9c,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,fb87abd0-741a-512c-866c-b55181425e40,APP-2026-000025,shortlisted,shortlist,2026-07-04,2026-07-04,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
6fe7b4f4-33e6-568e-ba36-046c574b2d63,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,91f1600b-b854-5da9-a5d1-0af6cbebbf06,APP-2026-000026,shortlisted,shortlist,2026-07-04,2026-07-04,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
39b306d7-ab4d-51a4-9aa8-7d501d7f1cbc,0bc1acc4-6937-5c3e-a4db-4cf8ae37b644,e3495ce5-f654-583f-83e1-37b5a4024aae,APP-2026-000027,offer,offer,2026-06-26,2026-06-26,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
eb321870-c0a2-5e9e-941c-2cc88d14f381,45bacd15-6026-5e25-8794-8ca866c37345,3a7784c2-70df-5b90-b456-79a380561d3e,APP-2026-000028,shortlisted,shortlist,2026-06-16,2026-06-16,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
77f1fa31-5ae2-5c7c-bab4-d417f5bc0791,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,ddea3941-9597-5c98-a037-a39148d0e62f,APP-2026-000029,shortlisted,shortlist,2026-07-05,2026-07-05,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
24ad1ad5-95c2-5431-ace2-e8da8a4955fd,8074c7c2-8354-5003-9e1e-ab3f39de54a9,8c39590b-52c7-5c9c-beb0-e264e4454cff,APP-2026-000030,offer,offer,2026-09-02,2026-09-02,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
bd6b3e61-3a8a-50c2-a570-4f86c3372231,9a89ae27-fbd5-5b5a-ba60-7c6cdfb6cd6c,95ba02f3-c790-510d-ba4d-1d628cd3a697,APP-2026-000031,rejected,closed,2026-09-15,2026-09-15,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
0a6d800e-b698-5dec-aeb4-8b01c6a4f058,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,64faab16-2eb5-5512-96d6-1a2841fa68d1,APP-2026-000032,shortlisted,shortlist,2026-07-06,2026-07-06,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
3dd38c77-64d0-505b-ba5f-37c5aa1d7e52,ea93c8ad-6e77-5570-8811-4bd30021b929,91bd6dc2-4e5a-5eb3-8c44-ca590b9522b4,APP-2026-000033,shortlisted,shortlist,2026-08-16,2026-08-16,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
6c65e49e-6b5c-5e78-ac96-65446c86b75b,8dc1e4dc-96ca-5cdb-8492-01cbc767c7c8,c14abef3-5098-5393-9ed9-d49a9f744d12,APP-2026-000034,rejected,closed,2026-07-27,2026-07-27,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
4f4f2611-fcfe-5a9e-84a4-1af47f826434,ea93c8ad-6e77-5570-8811-4bd30021b929,25f36d47-aaaa-5b55-b0b0-47bb9f25a7c4,APP-2026-000035,shortlisted,shortlist,2026-08-17,2026-08-17,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
2449a7b8-8557-5acf-b57d-45f136e46573,9a89ae27-fbd5-5b5a-ba60-7c6cdfb6cd6c,60e2e074-a0ac-5fa7-a2a0-7ee6beec66f2,APP-2026-000036,shortlisted,shortlist,2026-09-16,2026-09-16,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
dcb6093a-ea15-522c-a24f-7090a10a530b,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,c2213a3d-7c1f-5c23-80d3-680fde5e2a5f,APP-2026-000037,rejected,closed,2026-07-07,2026-07-07,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
57519d54-e373-5028-aaf4-44345ddf666a,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,c0f31576-bc1c-5957-9baf-e7e21bd8060b,APP-2026-000038,shortlisted,shortlist,2026-07-07,2026-07-07,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
981f640c-67f7-5f23-9516-6eb2a06a96a5,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,2bb73a2b-0922-5e88-9dc9-5d1ed1e433e0,APP-2026-000039,shortlisted,shortlist,2026-07-07,2026-07-07,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
eb3c4396-8e2d-58db-a3d0-34a3c09a2f4a,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,843c3946-78ea-5838-bb9b-7bef75b0e450,APP-2026-000040,shortlisted,shortlist,2026-07-08,2026-07-08,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
9fbf0b9f-b003-5332-ac78-45ca8d23cc98,ea93c8ad-6e77-5570-8811-4bd30021b929,4f2850a0-7d97-5620-b75e-b150ba2daef4,APP-2026-000041,shortlisted,shortlist,2026-08-18,2026-08-18,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
7d624a1d-fa88-5b7c-a2ae-7ab2f309d303,05188ffd-501b-5124-8078-302fc43dd925,4f2850a0-7d97-5620-b75e-b150ba2daef4,APP-2026-000042,shortlisted,shortlist,2026-06-11,2026-06-11,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
a903445b-daec-5f01-9318-83bdb882e16f,da4cd921-6d35-5570-989d-5713d63ae90c,3e673681-f4d9-54bc-bc21-57a19f42ee83,APP-2026-000043,shortlisted,shortlist,2026-10-05,2026-10-05,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
bebe1a43-4954-5827-8b0f-de9fbaa949b8,8dc1e4dc-96ca-5cdb-8492-01cbc767c7c8,242327ae-5feb-5dc0-b3c0-2c0c6f22fce2,APP-2026-000044,rejected,closed,2026-07-29,2026-07-29,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
948080f7-2e59-53e6-bf67-b17ebd98a669,2f6df205-0207-5255-b4dd-6335e4083a78,5bc4541a-aed1-5568-be40-d2b9cca9bd97,APP-2026-000045,rejected,closed,2026-11-01,2026-11-01,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
75fb3387-5950-5afb-94b5-bb00babbb6a9,3b003ac8-d419-5dc9-9712-652efd8850c2,6959bfd4-64f8-5595-8151-798e49fb0488,APP-2026-000046,shortlisted,shortlist,2026-09-30,2026-09-30,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
e5c55798-3bd9-57e8-8959-0bb2059cd618,ea93c8ad-6e77-5570-8811-4bd30021b929,2db882ae-d5e4-5295-96a0-02456dfc7bd6,APP-2026-000047,rejected,closed,2026-08-19,2026-08-19,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
360cc6db-12d6-5846-9fb8-ffa121661de0,da4cd921-6d35-5570-989d-5713d63ae90c,6454b10c-4fd2-50ed-9941-6c76ce4b4d3a,APP-2026-000048,shortlisted,shortlist,2026-10-06,2026-10-06,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
28581d9c-548f-5253-be79-ede0713099d8,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,00544f46-e0e9-521a-9c0d-badcc275900c,APP-2026-000049,rejected,closed,2026-07-09,2026-07-09,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
8cb85ac7-08fd-54da-856b-2cd9073a4457,8d5d1b32-ffd4-5969-8dfc-5a2104bdf178,00544f46-e0e9-521a-9c0d-badcc275900c,APP-2026-000050,rejected,closed,2026-09-25,2026-09-25,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
ebc5ce51-2dd2-5c21-afae-2563809691f9,8074c7c2-8354-5003-9e1e-ab3f39de54a9,e0931a85-7ccc-5a82-8781-486591357514,APP-2026-000051,shortlisted,shortlist,2026-09-05,2026-09-05,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
fdb6c652-fe2d-5e97-a5ac-158bee27f579,05188ffd-501b-5124-8078-302fc43dd925,2db882ae-d5e4-5295-96a0-02456dfc7bd6,APP-2026-000052,shortlisted,shortlist,2026-06-12,2026-06-12,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
93698915-3398-5f23-963c-f3834b891c64,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,a741aaa5-8dfd-5260-bc62-624679b89f97,APP-2026-000053,shortlisted,shortlist,2026-07-10,2026-07-10,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
1d7b0cd9-1ded-50c2-ac13-273e463feede,ea93c8ad-6e77-5570-8811-4bd30021b929,780fda57-c16f-5b82-927e-d98597a6f2ae,APP-2026-000054,rejected,closed,2026-08-20,2026-08-20,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
619107be-d85d-5afc-9ef5-2181d8b0aa76,45bacd15-6026-5e25-8794-8ca866c37345,a741aaa5-8dfd-5260-bc62-624679b89f97,APP-2026-000055,shortlisted,shortlist,2026-06-21,2026-06-21,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
bee46dfc-28eb-58b9-8425-2a646d4c6432,05188ffd-501b-5124-8078-302fc43dd925,1a6b4de2-1ee2-5a5b-bc15-913022ad02ca,APP-2026-000056,shortlisted,shortlist,2026-06-13,2026-06-13,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
347d37e0-5cfe-50c2-87ca-26f02022bc8d,da4cd921-6d35-5570-989d-5713d63ae90c,e80e0c28-1e3f-52eb-86bd-1fa45b690c58,APP-2026-000057,shortlisted,shortlist,2026-10-07,2026-10-07,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
77ca3f5b-c7d3-5460-9b07-d888f7ffcde5,05188ffd-501b-5124-8078-302fc43dd925,780fda57-c16f-5b82-927e-d98597a6f2ae,APP-2026-000058,shortlisted,shortlist,2026-06-13,2026-06-13,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
66da975c-bf36-5406-8e45-9452caa51915,8d5d1b32-ffd4-5969-8dfc-5a2104bdf178,a741aaa5-8dfd-5260-bc62-624679b89f97,APP-2026-000059,shortlisted,shortlist,2026-09-26,2026-09-26,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
91d21ab3-20ce-54b1-a053-9c417f52dbf4,8d5d1b32-ffd4-5969-8dfc-5a2104bdf178,4552684c-52bc-54c4-a766-25000294b3a7,APP-2026-000060,shortlisted,shortlist,2026-09-26,2026-09-26,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
e4eceb09-7d36-5f85-9719-c2095c871fd9,05188ffd-501b-5124-8078-302fc43dd925,5734f550-302a-50e5-820f-eed502ef5ba1,APP-2026-000061,shortlisted,shortlist,2026-06-13,2026-06-13,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
f0296799-7574-5f69-9184-17d59347541f,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,4552684c-52bc-54c4-a766-25000294b3a7,APP-2026-000062,shortlisted,shortlist,2026-07-10,2026-07-10,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
55bd28e8-c76f-5f4f-bb5b-34db698744d5,2f6df205-0207-5255-b4dd-6335e4083a78,033d378d-6e93-5cc4-8193-ac969447c35b,APP-2026-000063,shortlisted,shortlist,2026-11-02,2026-11-02,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
1ac76637-346d-5c24-871b-6e2cc12a262b,05188ffd-501b-5124-8078-302fc43dd925,d1c0f5ac-084d-5706-a852-4f85ddf2171b,APP-2026-000064,shortlisted,shortlist,2026-06-13,2026-06-13,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
e24f75d7-9b0c-518c-bf29-199e47fd1541,ea93c8ad-6e77-5570-8811-4bd30021b929,d1c0f5ac-084d-5706-a852-4f85ddf2171b,APP-2026-000065,shortlisted,shortlist,2026-08-20,2026-08-20,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
a8060e31-029c-52ac-9361-4934da346162,10b1c6f2-9294-5ff6-8677-6e719ea4b462,db4ca672-654d-55a7-b046-c556d13d7060,APP-2026-000066,rejected,closed,2026-06-14,2026-06-14,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
6c9638b8-1da3-577a-9fb5-0bd433334be7,d8b19b4d-453e-5cfc-aae3-a5b0f6b8ffd8,09daffe8-dde9-56b8-9c01-813207d0705a,APP-2026-000067,rejected,closed,2026-11-04,2026-11-04,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
7801aafe-5cac-5765-9a64-76ac6853b8f2,d8b19b4d-453e-5cfc-aae3-a5b0f6b8ffd8,9b74b327-f1e2-51e8-a1d3-d45fe32b23a7,APP-2026-000068,rejected,closed,2026-11-05,2026-11-05,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
0f6e5854-d0e7-5130-b554-89124334f1a1,10b1c6f2-9294-5ff6-8677-6e719ea4b462,7f0ce9fd-8198-55b6-977e-e1428e9f2cbf,APP-2026-000069,shortlisted,shortlist,2026-06-16,2026-06-16,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
d3c088b6-54bc-5724-bde7-12e09fac2df8,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,882cdb70-abc6-5a45-a726-e5fa5ae0c96e,APP-2026-000070,shortlisted,shortlist,2026-10-22,2026-10-22,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
3f1ae092-7b50-5fc5-8a1a-4e4585c92373,8a6ca8ac-519e-53a8-bd55-dd5466bd0109,882cdb70-abc6-5a45-a726-e5fa5ae0c96e,APP-2026-000071,rejected,closed,2026-11-03,2026-11-03,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
dddf2469-458d-53e8-912a-f1f1bed9a080,9a357ee8-af75-5745-9d6b-96245056e2fe,93b772f9-4494-5493-bcdc-cb8133015147,APP-2026-000072,shortlisted,shortlist,2026-09-24,2026-09-24,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
bf40e83c-42a3-5fb1-b556-a5479e581723,a1f0fde8-e801-58fa-b635-2e0cca4b1956,f2652f9a-bfa2-5746-b1c4-222c6400be69,APP-2026-000073,shortlisted,shortlist,2026-09-07,2026-09-07,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
644f62b7-48ac-56be-a295-171e5414e2b2,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,66c9fc3f-ed10-5778-99aa-2d925575a38e,APP-2026-000074,shortlisted,shortlist,2026-10-23,2026-10-23,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
ce5c24e8-4a22-5d20-a5b6-06bfd870c1eb,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,eb632e99-3f93-572c-9af7-edde5cf932fa,APP-2026-000075,shortlisted,shortlist,2026-10-23,2026-10-23,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
1b184847-3b24-5d76-9c36-4415f6a9adcf,fe66fb50-48ae-5303-a3c3-e90750efb78d,291953d0-3bee-5086-8bcb-3c62e7ba335f,APP-2026-000076,shortlisted,shortlist,2026-06-11,2026-06-11,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
da5456fc-7503-5f80-b2ea-9d8f63e3605e,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,291953d0-3bee-5086-8bcb-3c62e7ba335f,APP-2026-000077,shortlisted,shortlist,2026-10-23,2026-10-23,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
e766192f-29f1-55e6-9f73-b1b3cf3f879f,a1f0fde8-e801-58fa-b635-2e0cca4b1956,11c6a39a-407c-5a50-a26f-cbbe51efe756,APP-2026-000078,shortlisted,shortlist,2026-09-07,2026-09-07,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
2f3a071a-1bef-5751-a94e-316bd3318a82,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,bc5a5b50-b231-516e-8689-e11a65b132ce,APP-2026-000079,shortlisted,shortlist,2026-10-24,2026-10-24,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
54c55440-507d-541f-93f2-f1a0b5b6ff9f,fdb3fe23-cf24-52a1-a45c-9c392254b338,eadf84c7-48f3-5ba3-abe9-7f06bd84491b,APP-2026-000080,rejected,closed,2026-10-20,2026-10-20,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
d358302e-5bbb-544c-b428-ba72008dacb5,537c09f0-c572-5d26-a11a-08491721ce2d,bc5a5b50-b231-516e-8689-e11a65b132ce,APP-2026-000081,shortlisted,shortlist,2026-08-12,2026-08-12,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
8354f2c1-9f75-549c-8d0c-384dcc8cc9d9,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,d88806c0-e37f-56f5-9181-cf111f4496a7,APP-2026-000082,shortlisted,shortlist,2026-10-24,2026-10-24,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
7e937645-d1d7-5a9d-b32e-ebfdc8881eea,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,a6919ded-5010-54dd-9db7-8220ff00b879,APP-2026-000083,shortlisted,shortlist,2026-10-24,2026-10-24,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
b8f1f613-190c-552c-b02e-da170c09b333,fe66fb50-48ae-5303-a3c3-e90750efb78d,d88806c0-e37f-56f5-9181-cf111f4496a7,APP-2026-000084,shortlisted,shortlist,2026-06-12,2026-06-12,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
dc17cb54-460a-5f22-a7a1-5f26143cebc7,8a6ca8ac-519e-53a8-bd55-dd5466bd0109,bc5a5b50-b231-516e-8689-e11a65b132ce,APP-2026-000085,rejected,closed,2026-11-05,2026-11-05,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
9e6bab9b-82cd-579b-a766-de20d2f612ea,537c09f0-c572-5d26-a11a-08491721ce2d,882cdb70-abc6-5a45-a726-e5fa5ae0c96e,APP-2026-000086,shortlisted,shortlist,2026-08-13,2026-08-13,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
d6ce9592-ba11-5242-b722-fd3100a426df,fdb3fe23-cf24-52a1-a45c-9c392254b338,25f36d47-aaaa-5b55-b0b0-47bb9f25a7c4,APP-2026-000087,rejected,closed,2026-10-22,2026-10-22,,[],[],[],[],,,,,,,,,Not Shortlisted,,job_board_import,,,{},,,,,
491677c1-178f-5729-8393-4d89f4b555b6,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,571f6edb-c721-5a5f-bce7-fead9ad0549e,APP-2026-000088,shortlisted,shortlist,2026-10-28,2026-10-28,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
17b51451-292f-57a6-8800-0df750802067,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,ac127d01-d25a-5751-a146-8d3e946dd9b3,APP-2026-000089,shortlisted,shortlist,2026-10-28,2026-10-28,,[],[],[],[],,,,,,,,,,,job_board_import,,,{},,,,,
