job_id,skill_id,_skill_name,proficiency_level,is_required,importance,created_at
cfa6fd27-6630-5f6f-94f2-4d6d432160a5,32434e63-cb5c-5f0e-8386-26346f34f303,Policy Analysis,2,True,required,2026-08-07
cfa6fd27-6630-5f6f-94f2-4d6d432160a5,1401a4e4-f93a-5e5b-9d54-f1f58962057f,Procurement,4,True,required,2026-08-07
cfa6fd27-6630-5f6f-94f2-4d6d432160a5,dd89cb94-3ead-5f27-9b41-37d7daa2438b,Accounting,4,True,required,2026-08-07
cfa6fd27-6630-5f6f-94f2-4d6d432160a5,29425624-74cf-5d0b-8f6b-3fb0659d0ecd,Auditing,3,True,required,2026-08-07
cfa6fd27-6630-5f6f-94f2-4d6d432160a5,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,Leadership,2,False,nice-to-have,2026-08-07
cfa6fd27-6630-5f6f-94f2-4d6d432160a5,3342c5ad-79a8-5df9-a4f8-c5e2a8686e42,Time Management,2,False,nice-to-have,2026-08-07
f42026de-cac4-59c1-b743-69403ae049c0,673941ac-36d9-5472-bc38-5512201d5625,Project Management,3,True,required,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,57207e46-1715-5ed0-b0ee-e9ff799dd162,Financial Analysis,2,True,required,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,7d072740-34e2-5544-b751-b5f4b0fe3cc3,Contract Law,2,True,required,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,cbf582c1-bfbf-5b07-8601-354b3724b9aa,Public Administration,2,True,required,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,32434e63-cb5c-5f0e-8386-26346f34f303,Policy Analysis,4,True,required,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,1401a4e4-f93a-5e5b-9d54-f1f58962057f,Procurement,2,True,required,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,dd89cb94-3ead-5f27-9b41-37d7daa2438b,Accounting,2,True,required,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,29425624-74cf-5d0b-8f6b-3fb0659d0ecd,Auditing,4,True,required,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,3342c5ad-79a8-5df9-a4f8-c5e2a8686e42,Time Management,2,False,nice-to-have,2026-09-20
f42026de-cac4-59c1-b743-69403ae049c0,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,Communication,2,False,nice-to-have,2026-09-20
9db361d0-3c41-5e12-8143-67b1457a0ed0,673941ac-36d9-5472-bc38-5512201d5625,Project Management,2,True,required,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,57207e46-1715-5ed0-b0ee-e9ff799dd162,Financial Analysis,2,True,required,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,7d072740-34e2-5544-b751-b5f4b0fe3cc3,Contract Law,2,True,required,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,cbf582c1-bfbf-5b07-8601-354b3724b9aa,Public Administration,2,True,required,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,32434e63-cb5c-5f0e-8386-26346f34f303,Policy Analysis,3,True,required,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,1401a4e4-f93a-5e5b-9d54-f1f58962057f,Procurement,2,True,required,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,dd89cb94-3ead-5f27-9b41-37d7daa2438b,Accounting,4,True,required,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,29425624-74cf-5d0b-8f6b-3fb0659d0ecd,Auditing,4,True,required,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,4e533a2c-722d-5b0b-9fc0-b20b8192b921,Critical Thinking,2,False,nice-to-have,2026-10-03
9db361d0-3c41-5e12-8143-67b1457a0ed0,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,Leadership,2,False,nice-to-have,2026-10-03
c80268a0-a3b3-52bf-930f-9a76a63852ef,b743be19-e2b0-5e68-95a4-ba1fe441f243,Patient Care,3,True,required,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,102b1c38-d056-5044-a01f-de36bf79ddde,Clinical Assessment,3,True,required,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,4ae2a296-3c1e-55f7-a5cd-9407f2ca2db1,Public Health,3,True,required,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,176c6200-f9c5-535b-b70d-060917d37183,Medical Records Management,3,True,required,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,233ba004-ac87-5f9b-a601-c4f326c1608b,Nursing Procedures,4,True,required,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,6e70ffd7-8957-588c-ba66-e69d2edc2cbf,First Aid,2,True,required,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,6cc2da9a-aafe-5b16-9856-4642b2c7ec1b,Health Education,4,True,required,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,4fc7d48d-0001-52c8-a020-3c22899d323c,Epidemiology,4,True,required,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,8c5cfd64-0ee7-5451-acc8-e43138d16a08,Adaptability,2,False,nice-to-have,2026-06-02
c80268a0-a3b3-52bf-930f-9a76a63852ef,4e533a2c-722d-5b0b-9fc0-b20b8192b921,Critical Thinking,2,False,nice-to-have,2026-06-02
5019ca08-be98-5405-9ea4-98c8c9bd7786,673941ac-36d9-5472-bc38-5512201d5625,Project Management,2,True,required,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,57207e46-1715-5ed0-b0ee-e9ff799dd162,Financial Analysis,3,True,required,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,7d072740-34e2-5544-b751-b5f4b0fe3cc3,Contract Law,2,True,required,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,cbf582c1-bfbf-5b07-8601-354b3724b9aa,Public Administration,2,True,required,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,32434e63-cb5c-5f0e-8386-26346f34f303,Policy Analysis,3,True,required,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,1401a4e4-f93a-5e5b-9d54-f1f58962057f,Procurement,2,True,required,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,dd89cb94-3ead-5f27-9b41-37d7daa2438b,Accounting,3,True,required,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,29425624-74cf-5d0b-8f6b-3fb0659d0ecd,Auditing,3,True,required,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,Teamwork,2,False,nice-to-have,2026-08-26
5019ca08-be98-5405-9ea4-98c8c9bd7786,4e533a2c-722d-5b0b-9fc0-b20b8192b921,Critical Thinking,2,False,nice-to-have,2026-08-26
60a1ea7a-250a-52c0-bf08-0716352dfc46,673941ac-36d9-5472-bc38-5512201d5625,Project Management,4,True,required,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,57207e46-1715-5ed0-b0ee-e9ff799dd162,Financial Analysis,4,True,required,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,7d072740-34e2-5544-b751-b5f4b0fe3cc3,Contract Law,2,True,required,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,cbf582c1-bfbf-5b07-8601-354b3724b9aa,Public Administration,4,True,required,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,32434e63-cb5c-5f0e-8386-26346f34f303,Policy Analysis,2,True,required,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,1401a4e4-f93a-5e5b-9d54-f1f58962057f,Procurement,3,True,required,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,dd89cb94-3ead-5f27-9b41-37d7daa2438b,Accounting,4,True,required,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,29425624-74cf-5d0b-8f6b-3fb0659d0ecd,Auditing,4,True,required,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,Teamwork,2,False,nice-to-have,2026-10-21
60a1ea7a-250a-52c0-bf08-0716352dfc46,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,Problem Solving,2,False,nice-to-have,2026-10-21
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,05ee4c5d-2c8c-563b-9090-77f46c882d20,Statistical Analysis,4,True,required,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,075360a7-e1ee-539b-b5e9-bbfd8fee5125,Data Analysis,4,True,required,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,edec74f3-0e63-587b-beea-d406910c1836,Laboratory Techniques,3,True,required,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,e9c612b0-3196-5111-8131-8a271b09194b,Research Methodology,4,True,required,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,416c3833-8bc7-598b-abbb-892fc7143826,SPSS,4,True,required,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,e1163140-b9d2-578d-81f3-ae82168e81f8,R Programming,4,True,required,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,dbfdf573-8a05-57bd-aaaf-f0029cb5cced,Scientific Writing,2,True,required,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,cb1f1eb1-2059-542d-923e-1562a09d7fc1,Quality Control,4,True,required,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,3342c5ad-79a8-5df9-a4f8-c5e2a8686e42,Time Management,2,False,nice-to-have,2026-08-20
9b15dd33-cf40-56a1-99f9-b917d6ffcee6,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,Teamwork,2,False,nice-to-have,2026-08-20
fcd2f437-bb63-5e33-825b-5cb348e18011,aaed90bb-9881-5023-ab76-cdff0f031020,Curriculum Development,2,True,required,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,6cc9a3a9-544f-5f93-b430-fee853aac89c,Classroom Management,4,True,required,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,c1bcf04f-9aba-5edc-ac59-4d801f76d03a,Lesson Planning,3,True,required,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,33d39d3c-b210-54b1-926b-1bbb1d45479b,Educational Assessment,4,True,required,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,30d05dee-702e-5541-960a-122bd836cfc3,Pedagogy,4,True,required,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,ec75c33d-00a8-5fe7-9a72-d4dbf34bb189,Special Needs Education,3,True,required,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,5d98d377-2fa1-5b0d-b9e7-c0ac6fafb782,Student Counseling,4,True,required,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,45b62fb5-81f4-50a4-8caa-ccd1b7e163ee,Teacher Training,2,True,required,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,8c5cfd64-0ee7-5451-acc8-e43138d16a08,Adaptability,2,False,nice-to-have,2026-08-07
fcd2f437-bb63-5e33-825b-5cb348e18011,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,Leadership,2,False,nice-to-have,2026-08-07
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,aaed90bb-9881-5023-ab76-cdff0f031020,Curriculum Development,2,True,required,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,6cc9a3a9-544f-5f93-b430-fee853aac89c,Classroom Management,2,True,required,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,c1bcf04f-9aba-5edc-ac59-4d801f76d03a,Lesson Planning,2,True,required,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,33d39d3c-b210-54b1-926b-1bbb1d45479b,Educational Assessment,3,True,required,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,30d05dee-702e-5541-960a-122bd836cfc3,Pedagogy,2,True,required,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,ec75c33d-00a8-5fe7-9a72-d4dbf34bb189,Special Needs Education,2,True,required,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,5d98d377-2fa1-5b0d-b9e7-c0ac6fafb782,Student Counseling,4,True,required,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,45b62fb5-81f4-50a4-8caa-ccd1b7e163ee,Teacher Training,3,True,required,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,Leadership,2,False,nice-to-have,2026-06-10
4bb68a75-f13a-54fe-ba7b-f4cf895a2a98,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,Teamwork,2,False,nice-to-have,2026-06-10
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,05ee4c5d-2c8c-563b-9090-77f46c882d20,Statistical Analysis,4,True,required,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,075360a7-e1ee-539b-b5e9-bbfd8fee5125,Data Analysis,4,True,required,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,edec74f3-0e63-587b-beea-d406910c1836,Laboratory Techniques,3,True,required,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,e9c612b0-3196-5111-8131-8a271b09194b,Research Methodology,2,True,required,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,416c3833-8bc7-598b-abbb-892fc7143826,SPSS,2,True,required,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,e1163140-b9d2-578d-81f3-ae82168e81f8,R Programming,3,True,required,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,dbfdf573-8a05-57bd-aaaf-f0029cb5cced,Scientific Writing,2,True,required,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,cb1f1eb1-2059-542d-923e-1562a09d7fc1,Quality Control,4,True,required,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,4e533a2c-722d-5b0b-9fc0-b20b8192b921,Critical Thinking,2,False,nice-to-have,2026-07-11
c8bb1afc-4b0f-5fe0-8c3e-ca8e156a0391,4fe6eb08-e2f8-4e2c-a6c6-3157314632e1,Communication,2,False,nice-to-have,2026-07-11
ea93c8ad-6e77-5570-8811-4bd30021b929,aaed90bb-9881-5023-ab76-cdff0f031020,Curriculum Development,2,True,required,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,6cc9a3a9-544f-5f93-b430-fee853aac89c,Classroom Management,4,True,required,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,c1bcf04f-9aba-5edc-ac59-4d801f76d03a,Lesson Planning,3,True,required,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,33d39d3c-b210-54b1-926b-1bbb1d45479b,Educational Assessment,4,True,required,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,30d05dee-702e-5541-960a-122bd836cfc3,Pedagogy,3,True,required,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,ec75c33d-00a8-5fe7-9a72-d4dbf34bb189,Special Needs Education,4,True,required,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,5d98d377-2fa1-5b0d-b9e7-c0ac6fafb782,Student Counseling,2,True,required,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,45b62fb5-81f4-50a4-8caa-ccd1b7e163ee,Teacher Training,4,True,required,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,Leadership,2,False,nice-to-have,2026-08-07
ea93c8ad-6e77-5570-8811-4bd30021b929,3342c5ad-79a8-5df9-a4f8-c5e2a8686e42,Time Management,2,False,nice-to-have,2026-08-07
edb90850-a6e7-50c1-9c25-6740ecd548fd,05ee4c5d-2c8c-563b-9090-77f46c882d20,Statistical Analysis,3,True,required,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,075360a7-e1ee-539b-b5e9-bbfd8fee5125,Data Analysis,4,True,required,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,edec74f3-0e63-587b-beea-d406910c1836,Laboratory Techniques,2,True,required,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,e9c612b0-3196-5111-8131-8a271b09194b,Research Methodology,4,True,required,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,416c3833-8bc7-598b-abbb-892fc7143826,SPSS,3,True,required,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,e1163140-b9d2-578d-81f3-ae82168e81f8,R Programming,4,True,required,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,dbfdf573-8a05-57bd-aaaf-f0029cb5cced,Scientific Writing,2,True,required,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,cb1f1eb1-2059-542d-923e-1562a09d7fc1,Quality Control,4,True,required,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,8c5cfd64-0ee7-5451-acc8-e43138d16a08,Adaptability,2,False,nice-to-have,2026-09-13
edb90850-a6e7-50c1-9c25-6740ecd548fd,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,Problem Solving,2,False,nice-to-have,2026-09-13
73115417-1b43-58fa-841b-7e4b187869e8,b743be19-e2b0-5e68-95a4-ba1fe441f243,Patient Care,3,True,required,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,102b1c38-d056-5044-a01f-de36bf79ddde,Clinical Assessment,3,True,required,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,4ae2a296-3c1e-55f7-a5cd-9407f2ca2db1,Public Health,2,True,required,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,176c6200-f9c5-535b-b70d-060917d37183,Medical Records Management,2,True,required,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,233ba004-ac87-5f9b-a601-c4f326c1608b,Nursing Procedures,4,True,required,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,6e70ffd7-8957-588c-ba66-e69d2edc2cbf,First Aid,4,True,required,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,6cc2da9a-aafe-5b16-9856-4642b2c7ec1b,Health Education,2,True,required,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,4fc7d48d-0001-52c8-a020-3c22899d323c,Epidemiology,2,True,required,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,8c5cfd64-0ee7-5451-acc8-e43138d16a08,Adaptability,2,False,nice-to-have,2026-06-22
73115417-1b43-58fa-841b-7e4b187869e8,4e533a2c-722d-5b0b-9fc0-b20b8192b921,Critical Thinking,2,False,nice-to-have,2026-06-22
63463a41-3f56-5623-9768-2ced053d4f2b,673941ac-36d9-5472-bc38-5512201d5625,Project Management,4,True,required,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,57207e46-1715-5ed0-b0ee-e9ff799dd162,Financial Analysis,3,True,required,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,7d072740-34e2-5544-b751-b5f4b0fe3cc3,Contract Law,4,True,required,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,cbf582c1-bfbf-5b07-8601-354b3724b9aa,Public Administration,3,True,required,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,32434e63-cb5c-5f0e-8386-26346f34f303,Policy Analysis,4,True,required,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,1401a4e4-f93a-5e5b-9d54-f1f58962057f,Procurement,2,True,required,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,dd89cb94-3ead-5f27-9b41-37d7daa2438b,Accounting,3,True,required,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,29425624-74cf-5d0b-8f6b-3fb0659d0ecd,Auditing,3,True,required,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,b9c39fd0-8f3f-41c2-98cd-672bde48d1be,Leadership,2,False,nice-to-have,2026-10-11
63463a41-3f56-5623-9768-2ced053d4f2b,ed91ce4b-21a0-57fa-ba99-731f65dfb9a8,Teamwork,2,False,nice-to-have,2026-10-11
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,05ee4c5d-2c8c-563b-9090-77f46c882d20,Statistical Analysis,4,True,required,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,075360a7-e1ee-539b-b5e9-bbfd8fee5125,Data Analysis,3,True,required,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,edec74f3-0e63-587b-beea-d406910c1836,Laboratory Techniques,3,True,required,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,e9c612b0-3196-5111-8131-8a271b09194b,Research Methodology,2,True,required,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,416c3833-8bc7-598b-abbb-892fc7143826,SPSS,3,True,required,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,e1163140-b9d2-578d-81f3-ae82168e81f8,R Programming,3,True,required,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,dbfdf573-8a05-57bd-aaaf-f0029cb5cced,Scientific Writing,3,True,required,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,cb1f1eb1-2059-542d-923e-1562a09d7fc1,Quality Control,3,True,required,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,0ad9c1eb-0a5b-583b-8b9c-efcab6169acd,Problem Solving,2,False,nice-to-have,2026-06-20
7f5cf7a9-bb0f-570c-8d38-c8a28f042a9b,4e533a2c-722d-5b0b-9fc0-b20b8192b921,Critical Thinking,2,False,nice-to-have,2026-06-20
5ce14d10-57c8-5690-8e76-4980aff851de,05ee4c5d-2c8c-563b-9090-77f46c882d20,Statistical Analysis,3,True,required,2026-08-09
5ce14d10-57c8-5690-8e76-4980aff851de,075360a7-e1ee-539b-b5e9-bbfd8fee5125,Data Analysis,2,True,required,2026-08-09
5ce14d10-57c8-5690-8e76-4980aff851de,edec74f3-0e63-587b-beea-d406910c1836,Laboratory Techniques,3,True,required,2026-08-09
5ce14d10-57c8-5690-8e76-4980aff851de,e9c612b0-3196-5111-8131-8a271b09194b,Research Methodology,3,True,required,2026-08-09
5ce14d10-57c8-5690-8e76-4980aff851de,416c3833-8bc7-598b-abbb-892fc7143826,SPSS,3,True,required,2026-08-09
