candidate_id,candidate_db_id,skill_name
01BBB14D9C01BD5011C2D971D478A6EAB272AF699ADC0EAC97608AC083D75C06,db4ca672-654d-55a7-b046-c556d13d7060,Compliance
01BBB14D9C01BD5011C2D971D478A6EAB272AF699ADC0EAC97608AC083D75C06,db4ca672-654d-55a7-b046-c556d13d7060,Communication
01BBB14D9C01BD5011C2D971D478A6EAB272AF699ADC0EAC97608AC083D75C06,db4ca672-654d-55a7-b046-c556d13d7060,Problem Solving
018A401469A67DCC8AA8766696D68B6879CFC69AB3F62201677DFEA2A82E20A1,849b9ef0-901c-57a0-b49a-59899000c9d6,Quality Control
018A401469A67DCC8AA8766696D68B6879CFC69AB3F62201677DFEA2A82E20A1,849b9ef0-901c-57a0-b49a-59899000c9d6,Scientific Writing
018A401469A67DCC8AA8766696D68B6879CFC69AB3F62201677DFEA2A82E20A1,849b9ef0-901c-57a0-b49a-59899000c9d6,Chemistry Lab Safety
018A401469A67DCC8AA8766696D68B6879CFC69AB3F62201677DFEA2A82E20A1,849b9ef0-901c-57a0-b49a-59899000c9d6,R Programming
018A401469A67DCC8AA8766696D68B6879CFC69AB3F62201677DFEA2A82E20A1,849b9ef0-901c-57a0-b49a-59899000c9d6,SPSS
018A401469A67DCC8AA8766696D68B6879CFC69AB3F62201677DFEA2A82E20A1,849b9ef0-901c-57a0-b49a-59899000c9d6,Laboratory Techniques
018A401469A67DCC8AA8766696D68B6879CFC69AB3F62201677DFEA2A82E20A1,849b9ef0-901c-57a0-b49a-59899000c9d6,Problem Solving
018A401469A67DCC8AA8766696D68B6879CFC69AB3F62201677DFEA2A82E20A1,849b9ef0-901c-57a0-b49a-59899000c9d6,Teamwork
020F8B0BFF961ADA0803016147BE49293FD229EDF9A8EC66A0AEDA4972FC5BDD,584d3da6-8410-584a-ba90-ad011fcd27e2,Pedagogy
020F8B0BFF961ADA0803016147BE49293FD229EDF9A8EC66A0AEDA4972FC5BDD,584d3da6-8410-584a-ba90-ad011fcd27e2,Educational Assessment
020F8B0BFF961ADA0803016147BE49293FD229EDF9A8EC66A0AEDA4972FC5BDD,584d3da6-8410-584a-ba90-ad011fcd27e2,Lesson Planning
020F8B0BFF961ADA0803016147BE49293FD229EDF9A8EC66A0AEDA4972FC5BDD,584d3da6-8410-584a-ba90-ad011fcd27e2,Classroom Management
020F8B0BFF961ADA0803016147BE49293FD229EDF9A8EC66A0AEDA4972FC5BDD,584d3da6-8410-584a-ba90-ad011fcd27e2,Problem Solving
020F8B0BFF961ADA0803016147BE49293FD229EDF9A8EC66A0AEDA4972FC5BDD,584d3da6-8410-584a-ba90-ad011fcd27e2,Communication
01E8E35A531CB1F8C323B51DE66C48CCE2548DCC1B40B930D5D9ED94BCC637D8,ae87805d-e295-5c84-9c0d-b6deaf09c4fd,Contract Law
01E8E35A531CB1F8C323B51DE66C48CCE2548DCC1B40B930D5D9ED94BCC637D8,ae87805d-e295-5c84-9c0d-b6deaf09c4fd,Public Administration
01E8E35A531CB1F8C323B51DE66C48CCE2548DCC1B40B930D5D9ED94BCC637D8,ae87805d-e295-5c84-9c0d-b6deaf09c4fd,Compliance
01E8E35A531CB1F8C323B51DE66C48CCE2548DCC1B40B930D5D9ED94BCC637D8,ae87805d-e295-5c84-9c0d-b6deaf09c4fd,Leadership
01E8E35A531CB1F8C323B51DE66C48CCE2548DCC1B40B930D5D9ED94BCC637D8,ae87805d-e295-5c84-9c0d-b6deaf09c4fd,Communication
01FFAFEA3B949EB5098BAE42CE57720B8C9FA0295B909AB2469494655A49A327,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,Project Supervision
01FFAFEA3B949EB5098BAE42CE57720B8C9FA0295B909AB2469494655A49A327,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,Electrical Systems
01FFAFEA3B949EB5098BAE42CE57720B8C9FA0295B909AB2469494655A49A327,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,Civil Engineering
01FFAFEA3B949EB5098BAE42CE57720B8C9FA0295B909AB2469494655A49A327,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,Quality Assurance
01FFAFEA3B949EB5098BAE42CE57720B8C9FA0295B909AB2469494655A49A327,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,AutoCAD
01FFAFEA3B949EB5098BAE42CE57720B8C9FA0295B909AB2469494655A49A327,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,Time Management
01FFAFEA3B949EB5098BAE42CE57720B8C9FA0295B909AB2469494655A49A327,26eb9d54-5fcb-5ae8-b455-c9a88c518ad1,Problem Solving
01F8089543CD43E7D1E2FD9E7BD2005AA2444B34B84D17CC321A1A3209329AA0,e1e1c6c7-57eb-55d3-9140-9e222abf0e06,Teacher Training
01F8089543CD43E7D1E2FD9E7BD2005AA2444B34B84D17CC321A1A3209329AA0,e1e1c6c7-57eb-55d3-9140-9e222abf0e06,Lesson Planning
01F8089543CD43E7D1E2FD9E7BD2005AA2444B34B84D17CC321A1A3209329AA0,e1e1c6c7-57eb-55d3-9140-9e222abf0e06,Educational Assessment
01F8089543CD43E7D1E2FD9E7BD2005AA2444B34B84D17CC321A1A3209329AA0,e1e1c6c7-57eb-55d3-9140-9e222abf0e06,Classroom Management
01F8089543CD43E7D1E2FD9E7BD2005AA2444B34B84D17CC321A1A3209329AA0,e1e1c6c7-57eb-55d3-9140-9e222abf0e06,Leadership
01F8089543CD43E7D1E2FD9E7BD2005AA2444B34B84D17CC321A1A3209329AA0,e1e1c6c7-57eb-55d3-9140-9e222abf0e06,Critical Thinking
021C59E24BFA67B1B4C375D683F79EEAF4101420A48B8861268C3A18F580B5D7,766a6513-ea03-5835-8f15-980e717a5d5e,Tour Guiding
021C59E24BFA67B1B4C375D683F79EEAF4101420A48B8861268C3A18F580B5D7,766a6513-ea03-5835-8f15-980e717a5d5e,Event Planning
021C59E24BFA67B1B4C375D683F79EEAF4101420A48B8861268C3A18F580B5D7,766a6513-ea03-5835-8f15-980e717a5d5e,Food & Beverage Service
021C59E24BFA67B1B4C375D683F79EEAF4101420A48B8861268C3A18F580B5D7,766a6513-ea03-5835-8f15-980e717a5d5e,Leadership
021C59E24BFA67B1B4C375D683F79EEAF4101420A48B8861268C3A18F580B5D7,766a6513-ea03-5835-8f15-980e717a5d5e,Adaptability
01E32FE9A9700FD8C6322011978C4C478695AEB61990C436363C82EB35D018D7,07e25ff9-85a0-5c70-833e-12301b4657b0,Statistical Analysis
01E32FE9A9700FD8C6322011978C4C478695AEB61990C436363C82EB35D018D7,07e25ff9-85a0-5c70-833e-12301b4657b0,Quality Control
01E32FE9A9700FD8C6322011978C4C478695AEB61990C436363C82EB35D018D7,07e25ff9-85a0-5c70-833e-12301b4657b0,Laboratory Techniques
01E32FE9A9700FD8C6322011978C4C478695AEB61990C436363C82EB35D018D7,07e25ff9-85a0-5c70-833e-12301b4657b0,R Programming
01E32FE9A9700FD8C6322011978C4C478695AEB61990C436363C82EB35D018D7,07e25ff9-85a0-5c70-833e-12301b4657b0,SPSS
01E32FE9A9700FD8C6322011978C4C478695AEB61990C436363C82EB35D018D7,07e25ff9-85a0-5c70-833e-12301b4657b0,Teamwork
01E32FE9A9700FD8C6322011978C4C478695AEB61990C436363C82EB35D018D7,07e25ff9-85a0-5c70-833e-12301b4657b0,Communication
01E36A7278F746A8D4817F346CDF12F19EF348F9E86FC292DD1FC0654EECEEB2,d9297203-003a-5a22-80a6-868ca1c822cd,Critical Thinking
01E36A7278F746A8D4817F346CDF12F19EF348F9E86FC292DD1FC0654EECEEB2,d9297203-003a-5a22-80a6-868ca1c822cd,Teamwork
024C8D15AEC39E16823ECE2F746851FD032309948BFA848D37B8F2D6CFC91124,42c6e91e-dfc5-5fe3-ae93-f74291317bab,Database Management
024C8D15AEC39E16823ECE2F746851FD032309948BFA848D37B8F2D6CFC91124,42c6e91e-dfc5-5fe3-ae93-f74291317bab,System Administration
024C8D15AEC39E16823ECE2F746851FD032309948BFA848D37B8F2D6CFC91124,42c6e91e-dfc5-5fe3-ae93-f74291317bab,Cloud Computing
024C8D15AEC39E16823ECE2F746851FD032309948BFA848D37B8F2D6CFC91124,42c6e91e-dfc5-5fe3-ae93-f74291317bab,Communication
024C8D15AEC39E16823ECE2F746851FD032309948BFA848D37B8F2D6CFC91124,42c6e91e-dfc5-5fe3-ae93-f74291317bab,Teamwork
02960332EAC79E7A0A6F3EDFC3A504EC5AF772A58D34ED65BA6FC12BCF8A112D,5c1c5124-88b1-56ad-9abb-cf998a3709dd,Educational Assessment
02960332EAC79E7A0A6F3EDFC3A504EC5AF772A58D34ED65BA6FC12BCF8A112D,5c1c5124-88b1-56ad-9abb-cf998a3709dd,E-Learning Tools
02960332EAC79E7A0A6F3EDFC3A504EC5AF772A58D34ED65BA6FC12BCF8A112D,5c1c5124-88b1-56ad-9abb-cf998a3709dd,Lesson Planning
02960332EAC79E7A0A6F3EDFC3A504EC5AF772A58D34ED65BA6FC12BCF8A112D,5c1c5124-88b1-56ad-9abb-cf998a3709dd,Classroom Management
02960332EAC79E7A0A6F3EDFC3A504EC5AF772A58D34ED65BA6FC12BCF8A112D,5c1c5124-88b1-56ad-9abb-cf998a3709dd,Critical Thinking
02960332EAC79E7A0A6F3EDFC3A504EC5AF772A58D34ED65BA6FC12BCF8A112D,5c1c5124-88b1-56ad-9abb-cf998a3709dd,Leadership
02831459634566BB480288AF612197940E0BBE02C24BEB9A22CDC2FAEF671DA5,14b0e0c9-ee99-5444-917d-07c23af7ca52,Human Resource Management
02831459634566BB480288AF612197940E0BBE02C24BEB9A22CDC2FAEF671DA5,14b0e0c9-ee99-5444-917d-07c23af7ca52,Public Administration
02831459634566BB480288AF612197940E0BBE02C24BEB9A22CDC2FAEF671DA5,14b0e0c9-ee99-5444-917d-07c23af7ca52,Accounting
02831459634566BB480288AF612197940E0BBE02C24BEB9A22CDC2FAEF671DA5,14b0e0c9-ee99-5444-917d-07c23af7ca52,Time Management
02831459634566BB480288AF612197940E0BBE02C24BEB9A22CDC2FAEF671DA5,14b0e0c9-ee99-5444-917d-07c23af7ca52,Teamwork
024C5A9A234DF3B64BFEF932F1CC94323C77CFE4A1A12351A1077CD61D4174F0,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,Cloud Computing
024C5A9A234DF3B64BFEF932F1CC94323C77CFE4A1A12351A1077CD61D4174F0,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,IT Support
024C5A9A234DF3B64BFEF932F1CC94323C77CFE4A1A12351A1077CD61D4174F0,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,Python
024C5A9A234DF3B64BFEF932F1CC94323C77CFE4A1A12351A1077CD61D4174F0,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,System Administration
024C5A9A234DF3B64BFEF932F1CC94323C77CFE4A1A12351A1077CD61D4174F0,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,Adaptability
024C5A9A234DF3B64BFEF932F1CC94323C77CFE4A1A12351A1077CD61D4174F0,9ebcfb0e-e1a4-58bb-b2ae-726b6d814234,Critical Thinking
02AE76B71545BA2EF36C7B531530AD19EE933E303651D132BE58D55A7987D9BE,d80e7af2-2423-5c47-9e22-b64afb796ab0,AutoCAD
02AE76B71545BA2EF36C7B531530AD19EE933E303651D132BE58D55A7987D9BE,d80e7af2-2423-5c47-9e22-b64afb796ab0,Structural Design
02AE76B71545BA2EF36C7B531530AD19EE933E303651D132BE58D55A7987D9BE,d80e7af2-2423-5c47-9e22-b64afb796ab0,Project Supervision
02AE76B71545BA2EF36C7B531530AD19EE933E303651D132BE58D55A7987D9BE,d80e7af2-2423-5c47-9e22-b64afb796ab0,Teamwork
02AE76B71545BA2EF36C7B531530AD19EE933E303651D132BE58D55A7987D9BE,d80e7af2-2423-5c47-9e22-b64afb796ab0,Critical Thinking
02F4C54E074BCCD4F9361C945A9430CB39A6E9FA32F867038286A063FCD73329,158d361b-4fe8-5c54-b5c9-303c2307890e,First Aid
02F4C54E074BCCD4F9361C945A9430CB39A6E9FA32F867038286A063FCD73329,158d361b-4fe8-5c54-b5c9-303c2307890e,Epidemiology
02F4C54E074BCCD4F9361C945A9430CB39A6E9FA32F867038286A063FCD73329,158d361b-4fe8-5c54-b5c9-303c2307890e,Health Education
02F4C54E074BCCD4F9361C945A9430CB39A6E9FA32F867038286A063FCD73329,158d361b-4fe8-5c54-b5c9-303c2307890e,Clinical Assessment
02F4C54E074BCCD4F9361C945A9430CB39A6E9FA32F867038286A063FCD73329,158d361b-4fe8-5c54-b5c9-303c2307890e,Nursing Procedures
02F4C54E074BCCD4F9361C945A9430CB39A6E9FA32F867038286A063FCD73329,158d361b-4fe8-5c54-b5c9-303c2307890e,Communication
02F4C54E074BCCD4F9361C945A9430CB39A6E9FA32F867038286A063FCD73329,158d361b-4fe8-5c54-b5c9-303c2307890e,Teamwork
03B7145D51B60E22660963AC596FE699F01E79DA787F6FA8F036F1486195DEB8,2261ff6f-ae11-571e-aeea-b9db69163a8b,Technical Drawing
03B7145D51B60E22660963AC596FE699F01E79DA787F6FA8F036F1486195DEB8,2261ff6f-ae11-571e-aeea-b9db69163a8b,Electrical Systems
03B7145D51B60E22660963AC596FE699F01E79DA787F6FA8F036F1486195DEB8,2261ff6f-ae11-571e-aeea-b9db69163a8b,Construction Management
03B7145D51B60E22660963AC596FE699F01E79DA787F6FA8F036F1486195DEB8,2261ff6f-ae11-571e-aeea-b9db69163a8b,Quality Assurance
03B7145D51B60E22660963AC596FE699F01E79DA787F6FA8F036F1486195DEB8,2261ff6f-ae11-571e-aeea-b9db69163a8b,Structural Design
03B7145D51B60E22660963AC596FE699F01E79DA787F6FA8F036F1486195DEB8,2261ff6f-ae11-571e-aeea-b9db69163a8b,Civil Engineering
03B7145D51B60E22660963AC596FE699F01E79DA787F6FA8F036F1486195DEB8,2261ff6f-ae11-571e-aeea-b9db69163a8b,Problem Solving
03B7145D51B60E22660963AC596FE699F01E79DA787F6FA8F036F1486195DEB8,2261ff6f-ae11-571e-aeea-b9db69163a8b,Critical Thinking
0384AC27378945C478722E3E80AC8D95D4F9EBB397D408BA9B07CBD7EBDB15EC,f126b727-d2f1-5ba5-9197-60414fff32f4,Quality Assurance
0384AC27378945C478722E3E80AC8D95D4F9EBB397D408BA9B07CBD7EBDB15EC,f126b727-d2f1-5ba5-9197-60414fff32f4,Technical Drawing
0384AC27378945C478722E3E80AC8D95D4F9EBB397D408BA9B07CBD7EBDB15EC,f126b727-d2f1-5ba5-9197-60414fff32f4,Construction Management
0384AC27378945C478722E3E80AC8D95D4F9EBB397D408BA9B07CBD7EBDB15EC,f126b727-d2f1-5ba5-9197-60414fff32f4,Structural Design
0384AC27378945C478722E3E80AC8D95D4F9EBB397D408BA9B07CBD7EBDB15EC,f126b727-d2f1-5ba5-9197-60414fff32f4,Civil Engineering
0384AC27378945C478722E3E80AC8D95D4F9EBB397D408BA9B07CBD7EBDB15EC,f126b727-d2f1-5ba5-9197-60414fff32f4,Project Supervision
0384AC27378945C478722E3E80AC8D95D4F9EBB397D408BA9B07CBD7EBDB15EC,f126b727-d2f1-5ba5-9197-60414fff32f4,Problem Solving
0384AC27378945C478722E3E80AC8D95D4F9EBB397D408BA9B07CBD7EBDB15EC,f126b727-d2f1-5ba5-9197-60414fff32f4,Adaptability
0335D2DDD665D1F91E71E21F89F2B142DB5B9CB112578E6EA4DA241E16A01AF7,61db6784-ae96-575b-88c5-15105050030b,Technical Drawing
0335D2DDD665D1F91E71E21F89F2B142DB5B9CB112578E6EA4DA241E16A01AF7,61db6784-ae96-575b-88c5-15105050030b,Electrical Systems
0335D2DDD665D1F91E71E21F89F2B142DB5B9CB112578E6EA4DA241E16A01AF7,61db6784-ae96-575b-88c5-15105050030b,AutoCAD
0335D2DDD665D1F91E71E21F89F2B142DB5B9CB112578E6EA4DA241E16A01AF7,61db6784-ae96-575b-88c5-15105050030b,Quality Assurance
0335D2DDD665D1F91E71E21F89F2B142DB5B9CB112578E6EA4DA241E16A01AF7,61db6784-ae96-575b-88c5-15105050030b,Construction Management
0335D2DDD665D1F91E71E21F89F2B142DB5B9CB112578E6EA4DA241E16A01AF7,61db6784-ae96-575b-88c5-15105050030b,Structural Design
0335D2DDD665D1F91E71E21F89F2B142DB5B9CB112578E6EA4DA241E16A01AF7,61db6784-ae96-575b-88c5-15105050030b,Teamwork
0335D2DDD665D1F91E71E21F89F2B142DB5B9CB112578E6EA4DA241E16A01AF7,61db6784-ae96-575b-88c5-15105050030b,Critical Thinking
03E3CD88AFECDA58E329374C56D52649BEB85F424D8B3918BD66C1B1DBF19195,b1eac924-1fad-5254-91fb-634957ac90b4,Special Needs Education
03E3CD88AFECDA58E329374C56D52649BEB85F424D8B3918BD66C1B1DBF19195,b1eac924-1fad-5254-91fb-634957ac90b4,Pedagogy
03E3CD88AFECDA58E329374C56D52649BEB85F424D8B3918BD66C1B1DBF19195,b1eac924-1fad-5254-91fb-634957ac90b4,Teacher Training
03E3CD88AFECDA58E329374C56D52649BEB85F424D8B3918BD66C1B1DBF19195,b1eac924-1fad-5254-91fb-634957ac90b4,Time Management
03E3CD88AFECDA58E329374C56D52649BEB85F424D8B3918BD66C1B1DBF19195,b1eac924-1fad-5254-91fb-634957ac90b4,Leadership
03B53DD15E3B02D8BACC35319DAE377EA60B5926640B4326B07785C45FC1752C,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Event Planning
03B53DD15E3B02D8BACC35319DAE377EA60B5926640B4326B07785C45FC1752C,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Front Office Operations
03B53DD15E3B02D8BACC35319DAE377EA60B5926640B4326B07785C45FC1752C,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Hospitality Management
03B53DD15E3B02D8BACC35319DAE377EA60B5926640B4326B07785C45FC1752C,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Customer Service
03B53DD15E3B02D8BACC35319DAE377EA60B5926640B4326B07785C45FC1752C,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Tour Guiding
03B53DD15E3B02D8BACC35319DAE377EA60B5926640B4326B07785C45FC1752C,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Food & Beverage Service
03B53DD15E3B02D8BACC35319DAE377EA60B5926640B4326B07785C45FC1752C,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Communication
03B53DD15E3B02D8BACC35319DAE377EA60B5926640B4326B07785C45FC1752C,9708b1ed-84c3-5a5b-bd28-1fecbe4ebf89,Teamwork
