original_job_id,job_db_id,tag
1200000000-101104000000000000-00059,3ad0dd63-5b2f-5f6a-804f-9810a1e5751d,Social Sciences
5400000000-801101040000000000-00050,c25998fa-575e-5cdb-90b2-ba3fd509c671,government
5400000000-801101040000000000-00050,c25998fa-575e-5cdb-90b2-ba3fd509c671,public-service
5400000000-801101040000000000-00050,c25998fa-575e-5cdb-90b2-ba3fd509c671,rwanda
5400000000-801101040000000000-00050,c25998fa-575e-5cdb-90b2-ba3fd509c671,Natural Sciences
5400000000-801101040000000000-00050,c25998fa-575e-5cdb-90b2-ba3fd509c671,Agriculture
1419010000-301207000000000000-00060,99881f76-82e4-5d92-85c9-24765cb4edb4,government
1419010000-301207000000000000-00060,99881f76-82e4-5d92-85c9-24765cb4edb4,public-service
1419010000-301207000000000000-00060,99881f76-82e4-5d92-85c9-24765cb4edb4,rwanda
1419010000-301207000000000000-00060,99881f76-82e4-5d92-85c9-24765cb4edb4,Arts and Humanities
1602000000-201102060000000000-00135,af42ec8b-1e7a-5c80-b65a-b0aa2a0c6d3e,government
1602000000-201102060000000000-00135,af42ec8b-1e7a-5c80-b65a-b0aa2a0c6d3e,public-service
1602000000-201102060000000000-00135,af42ec8b-1e7a-5c80-b65a-b0aa2a0c6d3e,rwanda
1602000000-201102060000000000-00135,af42ec8b-1e7a-5c80-b65a-b0aa2a0c6d3e,Health and Welfare (Health and Medical Sciences)
1302000000-901202000000000000-00012,c37dff16-f3a1-57b6-ae5c-1f018c21cb78,government
1302000000-901202000000000000-00012,c37dff16-f3a1-57b6-ae5c-1f018c21cb78,public-service
1302000000-901202000000000000-00012,c37dff16-f3a1-57b6-ae5c-1f018c21cb78,rwanda
1302000000-901202000000000000-00012,c37dff16-f3a1-57b6-ae5c-1f018c21cb78,Business
1302000000-901202000000000000-00012,c37dff16-f3a1-57b6-ae5c-1f018c21cb78,Natural Sciences
0901001004-110201010000000000-00002,50c90004-d017-5114-a5c5-cce8933edaa0,government
0901001004-110201010000000000-00002,50c90004-d017-5114-a5c5-cce8933edaa0,public-service
0901001004-110201010000000000-00002,50c90004-d017-5114-a5c5-cce8933edaa0,rwanda
0901001004-110201010000000000-00002,50c90004-d017-5114-a5c5-cce8933edaa0,Business
0901001004-110201010000000000-00002,50c90004-d017-5114-a5c5-cce8933edaa0,Engineering
0901001004-110201010000000000-00002,50c90004-d017-5114-a5c5-cce8933edaa0,Agriculture
0901000000-140601030000000000-00218,a9cf9ffb-742f-5085-ade2-d15f470920ea,government
0901000000-140601030000000000-00218,a9cf9ffb-742f-5085-ade2-d15f470920ea,public-service
0901000000-140601030000000000-00218,a9cf9ffb-742f-5085-ade2-d15f470920ea,rwanda
0901000000-140601030000000000-00218,a9cf9ffb-742f-5085-ade2-d15f470920ea,Natural Sciences
0901000000-140601030000000000-00218,a9cf9ffb-742f-5085-ade2-d15f470920ea,Health and Welfare (Health and Medical Sciences)
0901000000-140601030000000000-00218,a9cf9ffb-742f-5085-ade2-d15f470920ea,Agriculture
5000000000-801101010600000000-00057,51c29a49-4bf6-5839-b191-73161343c30e,government
5000000000-801101010600000000-00057,51c29a49-4bf6-5839-b191-73161343c30e,public-service
5000000000-801101010600000000-00057,51c29a49-4bf6-5839-b191-73161343c30e,rwanda
5000000000-801101010600000000-00057,51c29a49-4bf6-5839-b191-73161343c30e,Business
5000000000-801101010600000000-00057,51c29a49-4bf6-5839-b191-73161343c30e,Natural Sciences
5000000000-801101010600000000-00057,51c29a49-4bf6-5839-b191-73161343c30e,Health and Welfare (Health and Medical Sciences)
5000000000-801101010600000000-00057,51c29a49-4bf6-5839-b191-73161343c30e,Social Sciences
2206000000-090301010100000000-00054,0ea40c7f-9f7d-5451-b47e-29237f039290,government
2206000000-090301010100000000-00054,0ea40c7f-9f7d-5451-b47e-29237f039290,public-service
2206000000-090301010100000000-00054,0ea40c7f-9f7d-5451-b47e-29237f039290,rwanda
2206000000-090301010100000000-00054,0ea40c7f-9f7d-5451-b47e-29237f039290,Business
2206000000-090301010100000000-00054,0ea40c7f-9f7d-5451-b47e-29237f039290,Natural Sciences
2206000000-090301010100000000-00054,0ea40c7f-9f7d-5451-b47e-29237f039290,Social Sciences
5100000000-801111000000000000-00386,1c9bc88d-bec4-5ead-919b-8118b1914ac9,government
5100000000-801111000000000000-00386,1c9bc88d-bec4-5ead-919b-8118b1914ac9,public-service
5100000000-801111000000000000-00386,1c9bc88d-bec4-5ead-919b-8118b1914ac9,rwanda
5100000000-801111000000000000-00386,1c9bc88d-bec4-5ead-919b-8118b1914ac9,Business
7000000000-801202010103000000-00368,7f321590-4176-5c0f-8d50-96a5b806219e,government
7000000000-801202010103000000-00368,7f321590-4176-5c0f-8d50-96a5b806219e,public-service
7000000000-801202010103000000-00368,7f321590-4176-5c0f-8d50-96a5b806219e,rwanda
7000000000-801202010103000000-00368,7f321590-4176-5c0f-8d50-96a5b806219e,Engineering
5400003002-021101000000000000-00005,d0d00db3-1741-59b3-8191-569469b7fcfd,government
5400003002-021101000000000000-00005,d0d00db3-1741-59b3-8191-569469b7fcfd,public-service
5400003002-021101000000000000-00005,d0d00db3-1741-59b3-8191-569469b7fcfd,rwanda
5400003002-021101000000000000-00005,d0d00db3-1741-59b3-8191-569469b7fcfd,Health and Welfare (Health and Medical Sciences)
1417000000-301101070302000000-01305,3596e0aa-cc7e-5364-a286-34beb8f37882,government
1417000000-301101070302000000-01305,3596e0aa-cc7e-5364-a286-34beb8f37882,public-service
1417000000-301101070302000000-01305,3596e0aa-cc7e-5364-a286-34beb8f37882,rwanda
1417000000-301101070302000000-01305,3596e0aa-cc7e-5364-a286-34beb8f37882,Business
1005000000-901202010000000000-00069,3a155b73-0047-517c-be45-ce80cacc2369,government
1005000000-901202010000000000-00069,3a155b73-0047-517c-be45-ce80cacc2369,public-service
1005000000-901202010000000000-00069,3a155b73-0047-517c-be45-ce80cacc2369,rwanda
1005000000-901202010000000000-00069,3a155b73-0047-517c-be45-ce80cacc2369,Business
1412009000-312062010000000000-00366,ec84f38d-822f-5851-bf7c-30231f187910,government
1412009000-312062010000000000-00366,ec84f38d-822f-5851-bf7c-30231f187910,public-service
1412009000-312062010000000000-00366,ec84f38d-822f-5851-bf7c-30231f187910,rwanda
1412009000-312062010000000000-00366,ec84f38d-822f-5851-bf7c-30231f187910,Business
1412009000-312062010000000000-00366,ec84f38d-822f-5851-bf7c-30231f187910,Natural Sciences
1412009000-312062010000000000-00366,ec84f38d-822f-5851-bf7c-30231f187910,Information and Communication Technologies (ICTs)
1412002000-312063000000000000-00325,6ca240de-c752-5e8c-882e-96971235f088,government
1412002000-312063000000000000-00325,6ca240de-c752-5e8c-882e-96971235f088,public-service
1412002000-312063000000000000-00325,6ca240de-c752-5e8c-882e-96971235f088,rwanda
1412002000-312063000000000000-00325,6ca240de-c752-5e8c-882e-96971235f088,Natural Sciences
5700003001-203015000000000000-00080,942fe237-5efe-542e-8c63-35b8e115ca82,government
5700003001-203015000000000000-00080,942fe237-5efe-542e-8c63-35b8e115ca82,public-service
5700003001-203015000000000000-00080,942fe237-5efe-542e-8c63-35b8e115ca82,rwanda
5700003001-203015000000000000-00080,942fe237-5efe-542e-8c63-35b8e115ca82,Health and Welfare (Health and Medical Sciences)
5700000000-080101010103000000-00031,1403a2b6-4ea0-59cd-b63a-6ad1e4b10cd2,government
5700000000-080101010103000000-00031,1403a2b6-4ea0-59cd-b63a-6ad1e4b10cd2,public-service
5700000000-080101010103000000-00031,1403a2b6-4ea0-59cd-b63a-6ad1e4b10cd2,rwanda
5700000000-080101010103000000-00031,1403a2b6-4ea0-59cd-b63a-6ad1e4b10cd2,Business
5700000000-080101010103000000-00031,1403a2b6-4ea0-59cd-b63a-6ad1e4b10cd2,Natural Sciences
5700000000-080101010103000000-00031,1403a2b6-4ea0-59cd-b63a-6ad1e4b10cd2,Social Sciences
1802000000-091910000000000000-00010,3f76a9b3-ce7d-5413-880e-b2cd8aebbdf0,government
1802000000-091910000000000000-00010,3f76a9b3-ce7d-5413-880e-b2cd8aebbdf0,public-service
1802000000-091910000000000000-00010,3f76a9b3-ce7d-5413-880e-b2cd8aebbdf0,rwanda
1802000000-091910000000000000-00010,3f76a9b3-ce7d-5413-880e-b2cd8aebbdf0,Social Sciences
4000003001-020000001100000000-00127,8d5d1b32-ffd4-5969-8dfc-5a2104bdf178,government
4000003001-020000001100000000-00127,8d5d1b32-ffd4-5969-8dfc-5a2104bdf178,public-service
4000003001-020000001100000000-00127,8d5d1b32-ffd4-5969-8dfc-5a2104bdf178,rwanda
4000003001-020000001100000000-00127,8d5d1b32-ffd4-5969-8dfc-5a2104bdf178,Business
5600003001-201011030000000000-00024,4c56b28a-4f31-5e2a-abc5-112dd6cd0138,government
5600003001-201011030000000000-00024,4c56b28a-4f31-5e2a-abc5-112dd6cd0138,public-service
5600003001-201011030000000000-00024,4c56b28a-4f31-5e2a-abc5-112dd6cd0138,rwanda
5600003001-201011030000000000-00024,4c56b28a-4f31-5e2a-abc5-112dd6cd0138,Business
4400003001-201011020000000000-00005,af15253c-fdeb-5268-9457-e781e7b5c87e,government
4400003001-201011020000000000-00005,af15253c-fdeb-5268-9457-e781e7b5c87e,public-service
4400003001-201011020000000000-00005,af15253c-fdeb-5268-9457-e781e7b5c87e,rwanda
4400003001-201011020000000000-00005,af15253c-fdeb-5268-9457-e781e7b5c87e,Health and Welfare (Health and Medical Sciences)
1419010000-301209000000000000-00065,c516e239-c42e-502d-98d2-6ff12b879356,government
1419010000-301209000000000000-00065,c516e239-c42e-502d-98d2-6ff12b879356,public-service
1419010000-301209000000000000-00065,c516e239-c42e-502d-98d2-6ff12b879356,rwanda
1419010000-301209000000000000-00065,c516e239-c42e-502d-98d2-6ff12b879356,Business
1419010000-301209000000000000-00065,c516e239-c42e-502d-98d2-6ff12b879356,Agriculture
4800003001-020000000200000000-00144,93e0e076-2ab2-51da-b358-3767700bf74e,government
4800003001-020000000200000000-00144,93e0e076-2ab2-51da-b358-3767700bf74e,public-service
4800003001-020000000200000000-00144,93e0e076-2ab2-51da-b358-3767700bf74e,rwanda
4800003001-020000000200000000-00144,93e0e076-2ab2-51da-b358-3767700bf74e,Education
4800003001-020000000200000000-00144,93e0e076-2ab2-51da-b358-3767700bf74e,Services
2205000000-140203010300000000-00047,5a456449-6b7b-5c91-a071-36e63f04e709,government
2205000000-140203010300000000-00047,5a456449-6b7b-5c91-a071-36e63f04e709,public-service
2205000000-140203010300000000-00047,5a456449-6b7b-5c91-a071-36e63f04e709,rwanda
2205000000-140203010300000000-00047,5a456449-6b7b-5c91-a071-36e63f04e709,Natural Sciences
1903000000-150103010000000000-00021,1cf7b7aa-ad6a-54c5-b613-878b4cb92e92,government
1903000000-150103010000000000-00021,1cf7b7aa-ad6a-54c5-b613-878b4cb92e92,public-service
1903000000-150103010000000000-00021,1cf7b7aa-ad6a-54c5-b613-878b4cb92e92,rwanda
1903000000-150103010000000000-00021,1cf7b7aa-ad6a-54c5-b613-878b4cb92e92,Natural Sciences
1903000000-150103010000000000-00021,1cf7b7aa-ad6a-54c5-b613-878b4cb92e92,Information and Communication Technologies (ICTs)
1903000000-150103010000000000-00021,1cf7b7aa-ad6a-54c5-b613-878b4cb92e92,Engineering
1419000000-301204000000000000-00041,3048835f-b7f5-52a9-aeea-1c36e7dd7418,government
1419000000-301204000000000000-00041,3048835f-b7f5-52a9-aeea-1c36e7dd7418,public-service
1419000000-301204000000000000-00041,3048835f-b7f5-52a9-aeea-1c36e7dd7418,rwanda
1419000000-301204000000000000-00041,3048835f-b7f5-52a9-aeea-1c36e7dd7418,Business
1419000000-301204000000000000-00041,3048835f-b7f5-52a9-aeea-1c36e7dd7418,Natural Sciences
1419000000-301204000000000000-00041,3048835f-b7f5-52a9-aeea-1c36e7dd7418,Information and Communication Technologies (ICTs)
1419000000-301204000000000000-00041,3048835f-b7f5-52a9-aeea-1c36e7dd7418,Social Sciences
1600000000-111110111110000000-00035,016ca100-4d4f-5f85-83fb-0db8aa2dda13,government
1600000000-111110111110000000-00035,016ca100-4d4f-5f85-83fb-0db8aa2dda13,public-service
1600000000-111110111110000000-00035,016ca100-4d4f-5f85-83fb-0db8aa2dda13,rwanda
1600000000-111110111110000000-00035,016ca100-4d4f-5f85-83fb-0db8aa2dda13,Health and Welfare (Health and Medical Sciences)
6400000000-308811010500000000-00046,14b9ac6e-0a5c-51ad-9152-edc148b544f0,government
6400000000-308811010500000000-00046,14b9ac6e-0a5c-51ad-9152-edc148b544f0,public-service
6400000000-308811010500000000-00046,14b9ac6e-0a5c-51ad-9152-edc148b544f0,rwanda
6400000000-308811010500000000-00046,14b9ac6e-0a5c-51ad-9152-edc148b544f0,Business
6400000000-308811010500000000-00046,14b9ac6e-0a5c-51ad-9152-edc148b544f0,Agriculture
6400000000-308811010500000000-00046,14b9ac6e-0a5c-51ad-9152-edc148b544f0,Social Sciences
2305001002-090000000000000000-00090,945d7256-91b7-56b6-98a5-60577ea72bd0,government
2305001002-090000000000000000-00090,945d7256-91b7-56b6-98a5-60577ea72bd0,public-service
2305001002-090000000000000000-00090,945d7256-91b7-56b6-98a5-60577ea72bd0,rwanda
2305001002-090000000000000000-00090,945d7256-91b7-56b6-98a5-60577ea72bd0,Services
2305001002-090000000000000000-00090,945d7256-91b7-56b6-98a5-60577ea72bd0,Engineering
1802000000-901601040000000000-00149,55c331d5-1bd6-57b6-bca1-0cf19492276b,government
1802000000-901601040000000000-00149,55c331d5-1bd6-57b6-bca1-0cf19492276b,public-service
1802000000-901601040000000000-00149,55c331d5-1bd6-57b6-bca1-0cf19492276b,rwanda
1802000000-901601040000000000-00149,55c331d5-1bd6-57b6-bca1-0cf19492276b,Natural Sciences
1802000000-901601040000000000-00149,55c331d5-1bd6-57b6-bca1-0cf19492276b,Social Sciences
2601000000-660130000000000000-00003,e832c72d-e2e5-5d13-b7e7-d5c761e540d6,government
2601000000-660130000000000000-00003,e832c72d-e2e5-5d13-b7e7-d5c761e540d6,public-service
2601000000-660130000000000000-00003,e832c72d-e2e5-5d13-b7e7-d5c761e540d6,rwanda
2601000000-660130000000000000-00003,e832c72d-e2e5-5d13-b7e7-d5c761e540d6,Information and Communication Technologies (ICTs)
2601000000-660130000000000000-00003,e832c72d-e2e5-5d13-b7e7-d5c761e540d6,Health and Welfare (Health and Medical Sciences)
2601000000-660130000000000000-00003,e832c72d-e2e5-5d13-b7e7-d5c761e540d6,Agriculture
2601000000-660130000000000000-00003,e832c72d-e2e5-5d13-b7e7-d5c761e540d6,Social Sciences
2500000000-101901000000000000-00082,046cc59b-7067-53f7-b9f3-093f2f4a13b4,government
2500000000-101901000000000000-00082,046cc59b-7067-53f7-b9f3-093f2f4a13b4,public-service
2500000000-101901000000000000-00082,046cc59b-7067-53f7-b9f3-093f2f4a13b4,rwanda
2500000000-101901000000000000-00082,046cc59b-7067-53f7-b9f3-093f2f4a13b4,Business
2500000000-101901000000000000-00082,046cc59b-7067-53f7-b9f3-093f2f4a13b4,Natural Sciences
2500000000-101901000000000000-00082,046cc59b-7067-53f7-b9f3-093f2f4a13b4,Information and Communication Technologies (ICTs)
2500000000-101901000000000000-00082,046cc59b-7067-53f7-b9f3-093f2f4a13b4,Engineering
7000000000-801202010105000000-00374,22de0519-10b8-5541-b2a9-09297e70b128,government
7000000000-801202010105000000-00374,22de0519-10b8-5541-b2a9-09297e70b128,public-service
7000000000-801202010105000000-00374,22de0519-10b8-5541-b2a9-09297e70b128,rwanda
7000000000-801202010105000000-00374,22de0519-10b8-5541-b2a9-09297e70b128,Business
7000000000-801202010105000000-00374,22de0519-10b8-5541-b2a9-09297e70b128,Natural Sciences
7000000000-801202010105000000-00374,22de0519-10b8-5541-b2a9-09297e70b128,Health and Welfare (Health and Medical Sciences)
7000000000-801202010105000000-00374,22de0519-10b8-5541-b2a9-09297e70b128,Agriculture
7000000000-801202010105000000-00374,22de0519-10b8-5541-b2a9-09297e70b128,Social Sciences
6600003001-020000001900000000-00026,54f8ae75-fac6-507e-9708-2057d865acd4,government
6600003001-020000001900000000-00026,54f8ae75-fac6-507e-9708-2057d865acd4,public-service
